Date,Quantity,src_country,dst_country
2021-08-01,303000,Thailand,New Zealand
2021-08-01,0,Thailand,Singapore
2021-08-01,735,Thailand,United States
2021-08-01,0,Thailand,Viet Nam
2021-08-01,959000,Thailand,South Africa
2021-09-01,487907558,Thailand,United Arab Emirates
2021-09-01,59428756,Thailand,Armenia
2021-09-01,727588,Thailand,Austria
2021-09-01,23130098,Thailand,Australia
2021-09-01,22319214,Thailand,Belgium
2021-09-01,12922926,Thailand,Benin
2021-09-01,21280061,Thailand,Canada
2021-09-01,22381,Thailand,Switzerland
2021-09-01,0,Thailand,Cameroon
2021-09-01,4415960,Thailand,China
2021-09-01,150810,Thailand,Germany
2021-09-01,1913800,Thailand,France
2021-09-01,1560000,Thailand,Gabon
2021-09-01,49600,Thailand,United Kingdom
2021-09-01,608797,Thailand,Hong Kong
2021-09-01,0,Thailand,Italy
2021-09-01,0,Thailand,"Korea, Republic of"
2021-09-01,785745,Thailand,Lao People's Democratic Republic
2021-09-01,0,Thailand,Netherlands
2021-09-01,932000,Thailand,New Zealand
2021-09-01,0,Thailand,Singapore
2021-09-01,0,Thailand,United States
2021-09-01,0,Thailand,Viet Nam
2021-09-01,250000,Thailand,South Africa
2021-10-01,558924127,Thailand,United Arab Emirates
2021-10-01,72526497,Thailand,Armenia
2021-10-01,20209740,Thailand,Angola
2021-10-01,1115994,Thailand,Austria
2021-10-01,19173894,Thailand,Australia
2021-10-01,21138540,Thailand,Belgium
2021-10-01,59587194,Thailand,Benin
2021-10-01,13420430,Thailand,Canada
2021-10-01,68150,Thailand,Switzerland
2021-10-01,0,Thailand,Cameroon
2021-10-01,1365075,Thailand,China
2021-10-01,345215,Thailand,Germany
2021-10-01,906000,Thailand,France
2021-10-01,3120000,Thailand,Gabon
2021-10-01,54162,Thailand,United Kingdom
2021-10-01,628766,Thailand,Hong Kong
2021-10-01,0,Thailand,Italy
2021-10-01,0,Thailand,"Korea, Republic of"
2021-10-01,120000,Thailand,Lao People's Democratic Republic
2021-10-01,0,Thailand,Netherlands
2021-10-01,293000,Thailand,New Zealand
2021-10-01,0,Thailand,Singapore
2021-10-01,0,Thailand,United States
2021-10-01,0,Thailand,Viet Nam
2021-10-01,850000,Thailand,South Africa
2021-11-01,622191498,Thailand,United Arab Emirates
2021-11-01,77976349,Thailand,Armenia
2021-11-01,410028,Thailand,Angola
2021-11-01,1241998,Thailand,Austria
2021-11-01,30049546,Thailand,Australia
2021-11-01,17552760,Thailand,Belgium
2021-11-01,5376369,Thailand,Benin
2021-11-01,13607906,Thailand,Canada
2021-11-01,8340000,Thailand,Congo
2021-11-01,92000,Thailand,Switzerland
2021-11-01,0,Thailand,Cameroon
2021-11-01,3416965,Thailand,China
2021-11-01,633166,Thailand,Germany
2021-11-01,45151,Thailand,France
2021-11-01,104845,Thailand,United Kingdom
2021-11-01,420775,Thailand,Hong Kong
2021-11-01,0,Thailand,Italy
2021-11-01,0,Thailand,"Korea, Republic of"
2021-11-01,60000,Thailand,Lao People's Democratic Republic
2021-11-01,0,Thailand,Netherlands
2021-11-01,308000,Thailand,New Zealand
2021-11-01,0,Thailand,Singapore
2021-11-01,0,Thailand,United States
2021-11-01,0,Thailand,Viet Nam
2021-11-01,1002000,Thailand,South Africa
2021-12-01,733995305,Thailand,United Arab Emirates
2021-12-01,471440,Thailand,Angola
2021-12-01,1348511,Thailand,Austria
2021-12-01,55739871,Thailand,Australia
2021-12-01,9043756,Thailand,Belgium
2021-12-01,31235074,Thailand,Benin
2021-12-01,861045,Thailand,Canada
2021-12-01,3903088,Thailand,Congo
2021-12-01,7980,Thailand,Switzerland
2021-12-01,144000,Thailand,Cameroon
2021-12-01,2653100,Thailand,China
2021-12-01,618861,Thailand,Germany
2021-12-01,30,Thailand,France
2021-12-01,49085,Thailand,United Kingdom
2021-12-01,9990002,Thailand,Hong Kong
2021-12-01,10000,Thailand,Italy
2021-12-01,0,Thailand,"Korea, Republic of"
2021-12-01,110000,Thailand,Lao People's Democratic Republic
2021-12-01,0,Thailand,Netherlands
2021-12-01,670000,Thailand,New Zealand
2021-12-01,0,Thailand,Singapore
2021-12-01,0,Thailand,United States
2021-12-01,18945,Thailand,Viet Nam
2021-12-01,0,Thailand,South Africa
2022-01-01,312156248,Thailand,United Arab Emirates
2022-01-01,100811088,Thailand,Armenia
2022-01-01,6484133,Thailand,Angola
2022-01-01,921992,Thailand,Austria
2022-01-01,4568619,Thailand,Australia
2022-01-01,3825996,Thailand,Belgium
2022-01-01,3355024,Thailand,Benin
2022-01-01,5147969,Thailand,Canada
2022-01-01,46000,Thailand,Switzerland
2022-01-01,972000,Thailand,Cameroon
2022-01-01,3841684,Thailand,China
2022-01-01,40589,Thailand,Colombia
2022-01-01,66569,Thailand,Estonia
2022-01-01,4392188,Thailand,Gabon
2022-01-01,349385,Thailand,United Kingdom
2022-01-01,10269775,Thailand,Hong Kong
2022-01-01,24000,Thailand,Israel
2022-01-01,345356,Thailand,Italy
2022-01-01,406810,Thailand,Lao People's Democratic Republic
2022-01-01,1000,Thailand,New Zealand
2022-01-01,1189067,Thailand,Papua New Guinea
2022-01-01,151500,Thailand,Singapore
2022-01-01,3000,Thailand,Trinidad and Tobago
2022-01-01,382261,Thailand,United States
2022-02-01,491359426,Thailand,United Arab Emirates
2022-02-01,4006000,Thailand,Albania
2022-02-01,37742116,Thailand,Angola
2022-02-01,1729623,Thailand,Austria
2022-02-01,6281604,Thailand,Australia
2022-02-01,5720310,Thailand,Belgium
2022-02-01,233940,Thailand,Bahrain
2022-02-01,11628068,Thailand,Benin
2022-02-01,58999183,Thailand,Canada
2022-02-01,46000,Thailand,Switzerland
2022-02-01,377800,Thailand,Côte d'Ivoire
2022-02-01,350490,Thailand,China
2022-02-01,56434,Thailand,Colombia
2022-02-01,80666,Thailand,Estonia
2022-02-01,24002,Thailand,Spain
2022-02-01,73252,Thailand,Finland
2022-02-01,195420,Thailand,France
2022-02-01,1563088,Thailand,Gabon
2022-02-01,133233,Thailand,United Kingdom
2022-02-01,1744286,Thailand,Ghana
2022-02-01,2000,Thailand,Greece
2022-02-01,8466466,Thailand,Hong Kong
2022-02-01,13350,Thailand,Italy
2022-02-01,500,Thailand,Japan
2022-02-01,3438000,Thailand,"Korea, Republic of"
2022-02-01,213020,Thailand,Lao People's Democratic Republic
2022-02-01,1415560,Thailand,Papua New Guinea
2022-02-01,25400,Thailand,Singapore
2022-02-01,5,Thailand,United States
2022-03-01,542086283,Thailand,United Arab Emirates
2022-03-01,16808000,Thailand,Albania
2022-03-01,21557088,Thailand,Angola
2022-03-01,1826503,Thailand,Austria
2022-03-01,6051669,Thailand,Australia
2022-03-01,2884340,Thailand,Belgium
2022-03-01,31034080,Thailand,Benin
2022-03-01,11622508,Thailand,Canada
2022-03-01,392320,Thailand,Switzerland
2022-03-01,1027518,Thailand,Côte d'Ivoire
2022-03-01,2420000,Thailand,China
2022-03-01,45988,Thailand,Colombia
2022-03-01,80211,Thailand,Germany
2022-03-01,35120,Thailand,Estonia
2022-03-01,250,Thailand,Spain
2022-03-01,1077691,Thailand,France
2022-03-01,0,Thailand,Gabon
2022-03-01,78889,Thailand,United Kingdom
2022-03-01,0,Thailand,Greece
2022-03-01,25366,Thailand,Hong Kong
2022-03-01,2137003,Thailand,"Korea, Republic of"
2022-03-01,261560,Thailand,Lao People's Democratic Republic
2022-03-01,5756068,Thailand,Papua New Guinea
2022-03-01,400000,Thailand,United States
2022-04-01,436330824,Thailand,United Arab Emirates
2022-04-01,10217000,Thailand,Albania
2022-04-01,42094392,Thailand,Angola
2022-04-01,2043710,Thailand,Austria
2022-04-01,8876853,Thailand,Australia
2022-04-01,20353948,Thailand,Bangladesh
2022-04-01,9701860,Thailand,Belgium
2022-04-01,2645034,Thailand,Benin
2022-04-01,12016917,Thailand,Canada
2022-04-01,20840,Thailand,Switzerland
2022-04-01,0,Thailand,Côte d'Ivoire
2022-04-01,0,Thailand,China
2022-04-01,42238,Thailand,Colombia
2022-04-01,69348,Thailand,Germany
2022-04-01,1001203,Thailand,Spain
2022-04-01,485628,Thailand,France
2022-04-01,0,Thailand,Gabon
2022-04-01,162007,Thailand,United Kingdom
2022-04-01,0,Thailand,Greece
2022-04-01,29260,Thailand,Hong Kong
2022-04-01,20000,Thailand,"Korea, Republic of"
2022-04-01,536900,Thailand,Lao People's Democratic Republic
2022-04-01,1587850,Thailand,Papua New Guinea
2022-04-01,400000,Thailand,United States
2022-05-01,333082611,Thailand,United Arab Emirates
2022-05-01,1442000,Thailand,Albania
2022-05-01,24276064,Thailand,Angola
2022-05-01,1313961,Thailand,Austria
2022-05-01,5835211,Thailand,Australia
2022-05-01,38997177,Thailand,Bangladesh
2022-05-01,19175280,Thailand,Belgium
2022-05-01,8180257,Thailand,Burkina Faso
2022-05-01,9762456,Thailand,Canada
2022-05-01,138470,Thailand,Switzerland
2022-05-01,100000,Thailand,Côte d'Ivoire
2022-05-01,2060000,Thailand,China
2022-05-01,34225,Thailand,Colombia
2022-05-01,0,Thailand,Germany
2022-05-01,0,Thailand,Spain
2022-05-01,697391,Thailand,France
2022-05-01,263088,Thailand,Gabon
2022-05-01,41498,Thailand,United Kingdom
2022-05-01,144000,Thailand,Ghana
2022-05-01,0,Thailand,Greece
2022-05-01,17680,Thailand,Hong Kong
2022-05-01,96000,Thailand,Italy
2022-05-01,0,Thailand,"Korea, Republic of"
2022-05-01,4259389,Thailand,Papua New Guinea
2022-05-01,1056190,Thailand,United States
2022-06-01,641373646,Thailand,United Arab Emirates
2022-06-01,9950000,Thailand,Albania
2022-06-01,36293390,Thailand,Angola
2022-06-01,1639056,Thailand,Austria
2022-06-01,7565816,Thailand,Australia
2022-06-01,22647979,Thailand,Bangladesh
2022-06-01,34636899,Thailand,Belgium
2022-06-01,520000,Thailand,Benin
2022-06-01,5618015,Thailand,Canada
2022-06-01,162690,Thailand,Congo
2022-06-01,263080,Thailand,Switzerland
2022-06-01,58000,Thailand,Côte d'Ivoire
2022-06-01,1020000,Thailand,China
2022-06-01,51324,Thailand,Colombia
2022-06-01,57400,Thailand,Germany
2022-06-01,125004,Thailand,Spain
2022-06-01,273315,Thailand,France
2022-06-01,263088,Thailand,Gabon
2022-06-01,157709,Thailand,United Kingdom
2022-06-01,144000,Thailand,Ghana
2022-06-01,18680,Thailand,Hong Kong
2022-06-01,0,Thailand,Italy
2022-06-01,0,Thailand,"Korea, Republic of"
2022-06-01,1213800,Thailand,Papua New Guinea
2022-06-01,414,Thailand,Sweden
2022-06-01,78002,Thailand,United States
2022-07-01,460057739,Thailand,United Arab Emirates
2022-07-01,15723500,Thailand,Albania
2022-07-01,27714888,Thailand,Angola
2022-07-01,1217433,Thailand,Austria
2022-07-01,5090191,Thailand,Australia
2022-07-01,27584128,Thailand,Bangladesh
2022-07-01,22208490,Thailand,Belgium
2022-07-01,0,Thailand,Benin
2022-07-01,11875259,Thailand,Canada
2022-07-01,216645,Thailand,Congo
2022-07-01,271480,Thailand,Switzerland
2022-07-01,2500000,Thailand,China
2022-07-01,14518,Thailand,Colombia
2022-07-01,473000,Thailand,Germany
2022-07-01,251,Thailand,Spain
2022-07-01,490575,Thailand,France
2022-07-01,394632,Thailand,Gabon
2022-07-01,75493,Thailand,United Kingdom
2022-07-01,0,Thailand,Ghana
2022-07-01,59973,Thailand,Hong Kong
2022-07-01,0,Thailand,Italy
2022-07-01,19000,Thailand,"Korea, Republic of"
2022-07-01,1041297,Thailand,Sri Lanka
2022-07-01,1071000,Thailand,Papua New Guinea
2022-07-01,0,Thailand,Sweden
2022-07-01,78000,Thailand,United States
2022-08-01,563997481,Thailand,United Arab Emirates
2022-08-01,29298000,Thailand,Albania
2022-08-01,20176505,Thailand,Angola
2022-08-01,2015827,Thailand,Austria
2022-08-01,6780069,Thailand,Australia
2022-08-01,5283429,Thailand,Bangladesh
2022-08-01,24707687,Thailand,Belgium
2022-08-01,25401560,Thailand,Benin
2022-08-01,852224,Thailand,Canada
2022-08-01,24000,Thailand,Congo
2022-08-01,113420,Thailand,Switzerland
2022-08-01,1813600,Thailand,China
2022-08-01,32509,Thailand,Colombia
2022-08-01,64566,Thailand,Germany
2022-08-01,4831115,Thailand,Egypt
2022-08-01,624260,Thailand,France
2022-08-01,0,Thailand,Gabon
2022-08-01,227343,Thailand,United Kingdom
2022-08-01,0,Thailand,Ghana
2022-08-01,17417,Thailand,Hong Kong
2022-08-01,2,Thailand,Italy
2022-08-01,0,Thailand,"Korea, Republic of"
2022-08-01,769000,Thailand,Papua New Guinea
2022-08-01,0,Thailand,Sweden
2022-08-01,87501,Thailand,United States
2022-09-01,454410117,Thailand,United Arab Emirates
2022-09-01,53709000,Thailand,Albania
2022-09-01,39404703,Thailand,Angola
2022-09-01,428774,Thailand,Argentina
2022-09-01,1108405,Thailand,Austria
2022-09-01,7245856,Thailand,Australia
2022-09-01,1967,Thailand,Bangladesh
2022-09-01,28220255,Thailand,Belgium
2022-09-01,29183795,Thailand,Benin
2022-09-01,1112772,Thailand,Canada
2022-09-01,139266,Thailand,Congo
2022-09-01,1370,Thailand,Switzerland
2022-09-01,1780000,Thailand,China
2022-09-01,16287,Thailand,Colombia
2022-09-01,185440,Thailand,Germany
2022-09-01,965568,Thailand,Egypt
2022-09-01,382660,Thailand,France
2022-09-01,394632,Thailand,Gabon
2022-09-01,38900,Thailand,United Kingdom
2022-09-01,0,Thailand,Ghana
2022-09-01,180720,Thailand,Hong Kong
2022-09-01,0,Thailand,Italy
2022-09-01,14025001,Thailand,"Korea, Republic of"
2022-09-01,934250,Thailand,Lao People's Democratic Republic
2022-09-01,763000,Thailand,Papua New Guinea
2022-09-01,0,Thailand,Sweden
2022-09-01,98000,Thailand,United States
2022-09-01,2000000,Thailand,South Africa
