,mmsi
2138,565158000
2139,355529000
2140,405000347
2141,371629000
2142,312831000
2143,354109000
2144,354250000
2145,352001445
2146,305955000
2147,352001383
2148,413376460
2149,210911000
2150,255806116
2151,215251000
2152,477151400
2153,538007019
2154,255806339
2155,636015431
2156,246757000
2157,574006000
2158,219668000
2159,371646000
2160,538003222
2161,477133100
2162,218509000
2163,305372000
2164,563033500
2165,538005974
2166,357318000
2167,413471970
2168,636016318
2169,572911210
2170,355276000
2171,636014577
2172,440270000
2173,538003846
2174,370939000
2175,538007515
2176,574002140
2177,371139000
2178,352148000
2179,304587000
2180,419000242
2181,538004241
2182,351994000
2183,356298000
2184,636019210
2185,477023600
2186,538090533
2187,538090573
2188,305048000
2189,466543000
2190,258003000
2191,477552200
2192,538007662
2193,574824000
2194,241283000
2195,636092690
2196,538007419
2197,212348000
2198,412523890
2199,538006420
2200,244160000
2201,352001670
2202,567061600
2203,563154500
2204,311001217
2205,303683000
2206,538004547
2207,351085000
2208,255806125
2209,565080000
2210,477241900
2211,563076200
2212,538007824
2213,229667000
2214,567561000
2215,567100001
2216,412121000
2217,370416000
2218,311061300
2219,373303000
2220,574433000
2221,373875000
2222,636016337
2223,538008520
2224,246661000
2225,305822000
2226,636016986
2227,538005444
2228,671112100
2229,565929000
2230,538006864
2231,538004655
2232,538007798
2233,538009539
2234,636019143
2235,244122000
2236,538009163
2237,636016534
2238,636017813
2239,564029000
2240,548809000
2241,636018128
2242,477967300
2243,477209700
2244,372737000
2245,538006801
2246,506014800
2247,538002977
2248,574000590
2249,477744100
2250,414703000
2251,636019313
2252,245854000
2253,245347000
2254,210102000
2255,538004785
2256,477013300
2257,636016940
2258,352077000
2259,353430000
2260,574266000
2261,477850400
2262,256143000
2263,565953000
2264,249917000
2265,477786400
2266,538005702
2267,533170107
2268,356543000
2269,564813000
2270,538006004
2271,248110000
2272,533002720
2273,636017958
2274,636015239
2275,352681000
2276,636019341
2277,373454000
2278,357007000
2279,477721900
2280,538006215
2281,373556000
2282,567000900
2283,574801000
2284,538007541
2285,574487000
2286,506015100
2287,371444000
2288,538004507
2289,506003300
2290,574001060
2291,414114000
2292,477103700
2293,355232000
2294,477189700
2295,538007420
2296,355604000
2297,372286000
2298,477014600
2299,210886000
2300,477752300
2301,636091833
2302,538007718
2303,372596000
2304,256062000
2305,212384000
2306,355853000
2307,414554000
2308,563144500
2309,373273000
2310,574005520
2311,374224000
2312,441885000
2313,413606000
2314,374460000
2315,371931000
2316,354422000
2317,215609000
2318,548966000
2319,636020396
2320,413336000
2321,249740000
2322,477353400
2323,351864000
2324,538009289
2325,538006453
2326,538090557
2327,563945000
2328,371778000
2329,249799000
2330,354473000
2331,229786000
2332,636019762
2333,441420000
2334,564238000
2335,538008668
2336,636020236
2337,574493000
2338,511100716
2339,477737600
2340,574442000
2341,352864000
2342,211367460
2343,371626000
2344,566636000
2345,311042500
2346,477077700
2347,356969000
2348,209270000
2349,356619000
2350,319147600
2351,574347000
2352,351095000
2353,229952000
2354,312072000
2355,636017423
2356,215347000
2357,538004299
2358,538006980
2359,312067000
2360,269144000
2361,374299000
2362,636020598
2363,477182100
2364,636018621
2365,538007519
2366,538008453
2367,371155000
2368,372930000
2369,636017305
2370,352978272
2371,354709000
2372,563117100
2373,533132075
2374,538005103
2375,636016657
2376,572297220
2377,414180000
2378,374820000
2379,371424000
2380,372011000
2381,354886000
2382,351250000
2383,353199000
2384,414377000
2385,351928000
2386,357394000
2387,374832000
2388,305065000
2389,357256000
2390,564879000
2391,353627000
2392,373814000
2393,538006703
2394,636092927
2395,636015837
2396,567383000
2397,355900000
2398,538008737
2399,477225300
2400,538090608
2401,355645000
2402,636021736
2403,538004110
2404,371489000
2405,538005193
2406,312194000
2407,354196000
2408,357242000
2409,440196000
2410,262008000
2411,241222000
2412,241337000
2413,352837000
2414,477222100
2415,373462000
2416,229604000
2417,212962000
2418,574004620
2419,235093618
2420,370439000
2421,563102100
2422,372972000
2423,257073000
2424,477139700
2425,538005874
2426,255805803
2427,574342000
2428,372963000
2429,574693000
2430,636020296
2431,431026000
2432,255806449
2433,636019951
2434,636018013
2435,413213320
2436,351113000
2437,412032000
2438,215992000
2439,370712000
2440,373880000
2441,574001320
2442,477861300
2443,229742000
2444,563138500
2445,538006664
2446,636015701
2447,477071700
2448,636017740
2449,574940000
2450,351255000
2451,525015918
2452,357194000
2453,538009168
2454,566407000
2455,209203000
2456,257972000
2457,525025082
2458,538007759
2459,210531000
2460,355212000
2461,477716100
2462,352072000
2463,538007680
2464,352898746
2465,477595200
2466,477745800
2467,372665000
2468,636019900
2469,574498000
2470,405000254
2471,567000004
2472,372490000
2473,636021154
2474,636018516
2475,566919000
2476,375726000
2477,710008790
2478,413326260
2479,255805869
2480,353824000
2481,538002117
2482,355530000
2483,477706100
2484,538006950
2485,636093006
2486,477209200
2487,477682300
2488,357968000
2489,229342000
2490,538004670
2491,215154000
2492,372224000
2493,636020600
2494,574429000
2495,477809100
2496,636018801
2497,525125028
2498,567558000
2499,273414540
2500,477463500
2501,563107200
2502,477637100
2503,563131400
2504,636020945
2505,538004193
2506,372085000
2507,636014525
2508,356382000
2509,477518500
2510,477454300
2511,477209600
2512,538006451
2513,370892000
2514,636018038
2515,370181000
2516,413446930
2517,248175000
2518,352070000
2519,219821000
2520,477077800
2521,271044643
2522,373928000
2523,352978235
2524,374512000
2525,538007952
2526,256033000
2527,671301100
2528,355341000
2529,355288000
2530,356092000
2531,311000461
2532,248010000
2533,538004771
2534,211549000
2535,405000199
2536,636013644
2537,574338000
2538,636093093
2539,374390000
2540,538008308
2541,567071000
2542,477127900
2543,255805685
2544,354787000
2545,538004706
2546,210737000
2547,636014925
2548,477915800
2549,414261000
2550,255806220
2551,538007252
2552,477314700
2553,636017757
2554,574445000
2555,477300700
2556,636018226
2557,357545000
2558,314601000
2559,567445000
2560,305533000
2561,636017523
2562,215853000
2563,351794000
2564,413302000
2565,636016607
2566,620271000
2567,636018837
2568,311001124
2569,375271000
2570,413696580
2571,565697000
2572,636017064
2573,563053600
2574,538006058
2575,566005000
2576,538007503
2577,257801000
2578,305392000
2579,538004431
2580,477328800
2581,636015710
2582,538008112
2583,353290000
2584,538003120
2585,567065200
2586,304127000
2587,477166300
2588,374572000
2589,413478230
2590,636092896
2591,477830700
2592,356444000
2593,215507000
2594,636021202
2595,229376000
2596,567066000
2597,563148800
2598,605266130
2599,563118600
2600,372154000
2601,256058000
2602,374543000
2603,538008003
2604,305856000
2605,477335300
2606,574001530
2607,351467000
2608,372892000
2609,412057000
2610,477159900
2611,563053900
2612,605086080
2613,229191000
2614,477958600
2615,351060000
2616,538006404
2617,255806340
2618,538002631
2619,566707000
2620,477023200
2621,574206000
2622,636021480
2623,422905000
2624,355887000
2625,353331000
2626,353195000
2627,354363000
2628,563030500
2629,538006823
2630,353397000
2631,412241000
2632,538002668
2633,636018625
2634,311000756
2635,357992000
2636,538008247
2637,354119000
2638,538004096
2639,538009392
2640,624022000
2641,311000624
2642,567566000
2643,372354000
2644,574002030
2645,477468100
2646,370399000
2647,538005114
2648,636017171
2649,431600086
2650,636017478
2651,477765900
2652,374270000
2653,525015931
2654,215450000
2655,636092079
2656,210497000
2657,374508000
2658,477211800
2659,574001640
2660,477766700
2661,477067100
2662,352067000
2663,477314600
2664,565936000
2665,212775000
2666,636019984
2667,352536000
2668,356376000
2669,567269000
2670,636018296
2671,374620000
2672,563089500
2673,229308000
2674,566523000
2675,538007096
2676,256608000
2677,636014955
2678,563106200
2679,477521600
2680,567005000
2681,574000790
2682,538007240
2683,564196000
2684,538005709
2685,338566000
2686,567571000
2687,215354000
2688,352163000
2689,355275000
2690,319366000
2691,574375000
2692,538006548
2693,538005436
2694,548985000
2695,215887000
2696,477608600
2697,477476200
2698,477627900
2699,249800000
2700,353162000
2701,567000021
2702,352632000
2703,477535400
2704,477793200
2705,319231600
2706,352978266
2707,357252000
2708,371516000
2709,538007708
2710,636016707
2711,477096500
2712,422034900
2713,538007893
2714,209594000
2715,636017929
2716,477802700
2717,374693000
2718,352571000
2719,477057900
2720,413222810
2721,373438000
2722,431600416
2723,563040700
2724,574000090
2725,353210000
2726,563103800
2727,305543000
2728,667001585
2729,229699000
2730,671186100
2731,351753000
2732,636018886
2733,636018998
2734,636017983
2735,215765000
2736,538004710
2737,636020191
2738,351879000
2739,255805849
2740,354227000
2741,312153000
2742,374858000
2743,574000310
2744,351364000
2745,351737000
2746,305514000
2747,574003640
2748,249883000
2749,477035400
2750,636016244
2751,636016203
2752,422038600
2753,538002999
2754,373371000
2755,636092012
2756,538009015
2757,354927000
2758,371768000
2759,351484000
2760,356548000
2761,229603000
2762,636017303
2763,710004394
2764,248161000
2765,525125011
2766,255805979
2767,271044971
2768,374908000
2769,538009362
2770,374969000
2771,538005692
2772,249216000
2773,259932000
2774,373619000
2775,538009456
2776,525100985
2777,441222000
2778,374448000
2779,477559900
2780,538006720
2781,636017109
2782,373301000
2783,372153000
2784,212712000
2785,567584000
2786,211779000
2787,574931000
2788,354733000
2789,636014603
2790,431342000
2791,373511000
2792,477468800
2793,636093009
2794,354817000
2795,357928000
2796,304881000
2797,477056800
2798,563145600
2799,351781000
2800,354570000
2801,548713000
2802,229750000
2803,563033400
2804,319146400
2805,431989000
2806,374570000
2807,636017007
2808,354644000
2809,636019094
2810,574004550
2811,636018145
2812,477327100
2813,219059000
2814,636019169
2815,241375000
2816,218847000
2817,636016126
2818,566743000
2819,248296000
2820,636019717
2821,370210000
2822,477520600
2823,405000374
2824,574265000
2825,538009609
2826,255806012
2827,353590000
2828,356704000
2829,538005498
2830,574058048
2831,538009235
2832,538004333
2833,538007006
2834,538002630
2835,477131500
2836,305482000
2837,574001830
2838,356231000
2839,565547000
2840,371633000
2841,353245000
2842,422032400
2843,538008635
2844,636020583
2845,563144800
2846,506007800
2847,354299000
2848,212433000
2849,371546000
2850,538003541
2851,256415000
2852,351353000
2853,564267000
2854,636019162
2855,352497000
2856,538004998
2857,372213000
2858,305908000
2859,566705000
2860,538004069
2861,548940000
2862,356814000
2863,357028000
2864,355857000
2865,538007259
2866,636019969
2867,636019819
2868,636021813
2869,506012200
2870,372666000
2871,371519000
2872,218361000
2873,255806027
2874,477617600
2875,357921000
2876,477849500
2877,636090486
2878,477133300
2879,538003987
2880,538005651
2881,351678000
2882,351853000
2883,538003057
2884,305425000
2885,563018710
2886,538004242
2887,372848000
2888,636016478
2889,636020117
2890,538090520
2891,440062000
2892,356793000
2893,241508000
2894,538008450
2895,564673000
2896,372895000
2897,574000690
2898,356088000
2899,305510000
2900,352001218
2901,538006280
2902,355738000
2903,477021700
2904,567000025
2905,572160220
2906,636015500
2907,373651000
2908,636015696
2909,311001064
2910,304746000
2911,574485000
2912,371364000
2913,353128000
2914,370800000
2915,373189000
2916,565564000
2917,636020873
2918,538005272
2919,477845400
2920,538006752
2921,636092878
2922,564246000
2923,372841000
2924,355195000
2925,354118000
2926,235093069
2927,538009748
2928,271000845
2929,422040100
2930,354359000
2931,218553000
2932,636016066
2933,405000141
2934,356182000
2935,241069000
2936,477493800
2937,351739000
2938,565849000
2939,567477000
2940,566460000
2941,477151200
2942,477737100
2943,538008346
2944,574423000
2945,636018385
2946,312761000
2947,248440000
2948,548876000
2949,256099000
2950,538005594
2951,373943000
2952,538008673
2953,636015510
2954,371369000
2955,249194000
2956,413380840
2957,356785000
2958,538005898
2959,357411000
2960,375037000
2961,538009167
2962,372181000
2963,372166000
2964,538007470
2965,563056500
2966,565370000
2967,636020207
2968,255806282
2969,311365000
2970,477168800
2971,538007195
2972,372121000
2973,235102466
2974,372116000
2975,477948200
2976,574573000
2977,636018972
2978,372336000
2979,305367000
2980,538009106
2981,538090606
2982,374064000
2983,574380000
2984,636018112
2985,374417000
2986,373448000
2987,538003242
2988,563471000
2989,538009244
2990,636019033
2991,538007856
2992,477958300
2993,373020000
2994,373256000
2995,351355000
2996,636017148
2997,355748000
2998,574001910
2999,563027200
3000,413073000
3001,351848000
3002,538007139
3003,357432000
3004,574013228
3005,636021129
3006,351460000
3007,351663000
3008,538007855
3009,357772000
3010,353166000
3011,370624000
3012,477982600
3013,477477200
3014,566222000
3015,538008596
3016,477852300
3017,636015848
3018,538003407
3019,256266000
3020,312378000
3021,311691000
3022,636019414
3023,566167000
3024,356256000
3025,356726000
3026,353191000
3027,370304000
3028,354263000
3029,312803000
3030,538007406
3031,311655000
3032,311053200
3033,311001032
3034,219027761
3035,533180146
3036,567000016
3037,355621000
3038,667003449
3039,636021617
3040,352001750
3041,319995000
3042,636092692
3043,538008394
3044,356836000
3045,229202000
3046,636019298
3047,636021245
3048,351646000
3049,249947000
3050,215245000
3051,538004109
3052,356946000
3053,574000350
3054,355557000
3055,636017751
3056,210581000
3057,371799000
3058,636019448
3059,212058000
3060,563109200
3061,218427000
3062,636016044
3063,538008053
3064,416033000
3065,636016265
3066,357055000
3067,305469000
3068,314571000
3069,373240000
3070,566358000
3071,636018058
3072,212026000
3073,215209000
3074,305463000
3075,566985000
3076,353428000
3077,477462800
3078,353028000
3079,636015445
3080,538008687
3081,416031000
3082,356082000
3083,477641900
3084,356872000
3085,477202800
3086,477182700
3087,574003130
3088,373841000
3089,371104000
3090,352659000
3091,374631000
3092,636092314
3093,538004297
3094,538006034
3095,457445000
3096,636012640
3097,373362000
3098,311000924
3099,477947600
3100,636092890
3101,636013699
3102,354194000
3103,538009218
3104,636020108
3105,538008295
3106,218846000
3107,249290000
3108,374519000
3109,257325000
3110,305823000
3111,311062800
3112,304994000
3113,567063100
3114,574002520
3115,538008834
3116,636019674
3117,372024000
3118,563013500
3119,352133000
3120,548857000
3121,538009116
3122,538007227
3123,209623000
3124,477858600
3125,374518000
3126,636019110
3127,354141000
3128,477222800
3129,355537000
3130,525200078
3131,563091000
3132,374794000
3133,232002969
3134,538004630
3135,538007622
3136,352760000
3137,564896000
3138,405000212
3139,566716000
3140,636018001
3141,372022000
3142,538006462
3143,563029200
3144,413466860
3145,636016827
3146,538002544
3147,636019161
3148,319057600
3149,477466300
3150,374846000
3151,309901000
3152,441746000
3153,312001000
3154,538007842
3155,371383000
3156,566956000
3157,477183500
3158,563114800
3159,311000551
3160,636018141
3161,354180000
3162,636015345
3163,209695000
3164,218845000
3165,357260000
3166,405000251
3167,636015350
3168,477811700
3169,373308000
3170,636019617
3171,671345100
3172,538007144
3173,477098400
3174,215929000
3175,305781000
3176,248184000
3177,538003716
3178,229934000
3179,548830000
3180,574001890
3181,574682000
3182,574230000
3183,567478000
3184,538004481
3185,636017191
3186,538003639
3187,563018100
3188,548971000
3189,477850900
3190,636092965
3191,567000026
3192,477961400
3193,563098400
3194,477948900
3195,477737800
3196,354374000
3197,372242000
3198,405000129
3199,477684100
3200,566557000
3201,373309000
3202,477760800
3203,538005357
3204,354568000
3205,374891000
3206,405000211
3207,244121000
3208,477347700
3209,370796000
3210,636018137
3211,371882000
3212,538006963
3213,636092972
3214,351260000
3215,352047000
3216,374684000
3217,548676000
3218,356158000
3219,538002808
3220,563121900
3221,256630000
3222,355709000
3223,563579000
3224,574000950
3225,636018146
3226,413149000
3227,241166000
3228,371244000
3229,235103765
3230,565647000
3231,538005791
3232,477231900
3233,241106000
3234,229602000
3235,567074000
3236,636091619
3237,356413000
3238,229665000
3239,477614700
3240,565694000
3241,636015544
3242,354797000
3243,351796000
3244,477150900
3245,574000730
3246,311000996
3247,353160000
3248,538004327
3249,574405000
3250,305145000
3251,636018523
3252,218426000
3253,351968000
3254,572915210
3255,229698000
3256,636018037
3257,210349000
3258,241376000
3259,351798000
3260,355656000
3261,636092884
3262,357723000
3263,353664000
3264,373771000
3265,352654000
3266,374018000
3267,563132800
3268,351890000
3269,312429000
3270,574003900
3271,477392200
3272,374346000
3273,369339000
3274,210142000
3275,373565000
3276,372184000
3277,563513000
3278,538006829
3279,636016451
3280,563165800
3281,210487000
3282,273216130
3283,372200000
3284,538008176
3285,249726000
3286,305097000
3287,538007938
3288,636013564
3289,477410100
3290,477581100
3291,371218000
3292,636016892
3293,477520900
3294,538009650
3295,563020500
3296,235061354
3297,353903000
3298,538006099
3299,304617000
3300,538003568
3301,477739500
3302,566831000
3303,525010112
3304,636018967
3305,232024279
3306,255806076
3307,636018055
3308,477846400
3309,477730100
3310,311000813
3311,353260000
3312,352773000
3313,636014590
3314,351324000
3315,374609000
3316,538007176
3317,373350000
3318,477410800
3319,538009337
3320,255805809
3321,440190000
3322,209694000
3323,229243000
3324,218170000
3325,371884000
3326,312709000
3327,538007138
3328,351755000
3329,538008300
3330,567000890
3331,574928000
3332,636018535
3333,477739400
3334,374633000
3335,352001546
3336,372588000
3337,538008585
3338,440095000
3339,373864000
3340,440716000
3341,414016000
3342,311033300
3343,538008413
3344,232027093
3345,373230000
3346,414239000
3347,506012300
3348,271040311
3349,636092313
3350,371052000
3351,351608000
3352,574396000
3353,538008519
3354,538006175
3355,477615600
3356,352495000
3357,374170000
3358,538004202
3359,212139000
3360,636016795
3361,273345930
3362,419001324
3363,636092076
3364,312893000
3365,538006508
3366,269047000
3367,414240000
3368,548835000
3369,563094500
3370,477067900
3371,574013121
3372,477188700
3373,352652000
3374,567548000
3375,219864000
3376,538004530
3377,229993000
3378,563143000
3379,538006083
3380,357180000
3381,477203900
3382,353571000
3383,209012000
3384,538003225
3385,249946000
3386,351729000
3387,255618000
3388,574000870
3389,636020992
3390,636020853
3391,567000015
3392,563160900
3393,538009796
3394,351184000
3395,314573000
3396,511100559
3397,538006035
3398,235113778
3399,636092271
3400,353849000
3401,219027759
3402,636019639
3403,351579000
3404,538005997
3405,538002204
3406,477083300
3407,412377000
3408,563842000
3409,636017724
3410,370230000
3411,258491000
3412,477056600
3413,538002749
3414,215877000
3415,357437000
3416,538007023
3417,312043000
3418,538004334
3419,636015902
3420,354971000
3421,636091273
3422,564619000
3423,357839000
3424,636020990
3425,572912210
3426,636018260
3427,538004887
3428,271045019
3429,357672000
3430,373191000
3431,538003950
3432,371818000
3433,566637000
3434,477815200
3435,372473000
3436,636019710
3437,351246000
3438,212403000
3439,574001400
3440,357081000
3441,477856600
3442,567001570
3443,636020986
3444,636020806
3445,413703960
3446,356188000
3447,563043600
3448,305302000
3449,372254000
3450,354356000
3451,218522000
3452,441553000
3453,372295000
3454,710003840
3455,374796000
3456,636016200
3457,232015389
3458,565562000
3459,566955000
3460,567506000
3461,370602000
3462,563041500
3463,352978119
3464,441642000
3465,372069000
3466,563161100
3467,311001220
3468,353038000
3469,574001240
3470,305434000
3471,636017560
3472,636018996
3473,566046000
3474,357499000
3475,538006205
3476,414076000
3477,257497000
3478,229947000
3479,538005224
3480,538006242
3481,477527900
3482,316026694
3483,431981000
3484,538003648
3485,371911000
3486,477792700
3487,636019716
3488,356554000
3489,356426000
3490,477464500
3491,477749800
3492,477217400
3493,563675000
3494,255805657
3495,229960000
3496,636015182
3497,477830900
3498,538007887
3499,565944000
3500,245539000
3501,538004552
3502,477252700
3503,636019986
3504,229219000
3505,477257300
3506,352039000
3507,563656000
3508,538008837
3509,563078900
3510,636015613
3511,305593000
3512,357016000
3513,538008282
3514,525300236
3515,538004901
3516,352835000
3517,352143000
3518,248005000
3519,357502000
3520,538005190
3521,538009640
3522,354788000
3523,564512000
3524,636019213
3525,538006815
3526,477160200
3527,566493000
3528,538003518
3529,636015227
3530,636014693
3531,636019847
3532,353921000
3533,538004550
3534,355456000
3535,518100369
3536,538003692
3537,566708000
3538,538004365
3539,374404000
3540,372734000
3541,574825000
3542,563062600
3543,477913100
3544,538006467
3545,477372100
3546,212300000
3547,413380760
3548,477089200
3549,574004630
3550,210418000
3551,412072000
3552,370647000
3553,538009630
3554,353390000
3555,249472000
3556,538007157
3557,413167000
3558,370458000
3559,373457000
3560,636019089
3561,304512000
3562,564849000
3563,538008984
3564,477854800
3565,229128000
3566,636020550
3567,249319000
3568,636016619
3569,538004895
3570,636017371
3571,352807000
3572,636092328
3573,311000137
3574,356861000
3575,256797000
3576,355735000
3577,538009308
3578,357484000
3579,538004893
3580,309947000
3581,311000886
3582,256114000
3583,538006474
3584,256054000
3585,538006663
3586,636013095
3587,209559000
3588,249219000
3589,357770000
3590,354864000
3591,566926000
3592,636091785
3593,538005752
3594,567324000
3595,574182172
3596,538009426
3597,563804000
3598,636018956
3599,620981000
3600,440172000
3601,305460000
3602,567000490
3603,538008680
3604,538007114
3605,373344000
3606,538007871
3607,371605000
3608,566406000
3609,373815000
3610,431073000
3611,538007480
3612,355124000
3613,372913000
3614,477776100
3615,218441000
3616,548667000
3617,370390000
3618,477096300
3619,440206000
3620,566431000
3621,215869000
3622,563098700
3623,636020846
3624,636092621
3625,538009710
3626,563121200
3627,314504000
3628,538007530
3629,636019066
3630,351825000
3631,371111000
3632,229489000
3633,374910000
3634,566262000
3635,538005747
3636,636093042
3637,258288000
3638,209444000
3639,229010000
3640,371903000
3641,370188000
3642,636019325
3643,210007000
3644,319073100
3645,477107100
3646,255806053
3647,538005754
3648,355673000
3649,538008573
3650,538008836
3651,538006273
3652,312088000
3653,351682000
3654,477899800
3655,311025400
3656,351673000
3657,413220690
3658,563168100
3659,210185000
3660,255806137
3661,636015751
3662,351878000
3663,563018800
3664,477684400
3665,353205000
3666,355400000
3667,565283000
3668,236685000
3669,567000000
3670,414716000
3671,356904000
3672,538004117
3673,371968000
3674,563007600
3675,440278000
3676,370034000
3677,354964000
3678,477224600
3679,356074000
3680,413702170
3681,248007000
3682,244155000
3683,240626000
3684,354614000
3685,636018853
3686,241299000
3687,353873000
3688,371582000
3689,574004130
3690,351563000
3691,355685000
3692,355902000
3693,357417000
3694,370930000
3695,209140000
3696,440209000
3697,374291000
3698,538004179
3699,563859000
3700,357071000
3701,636015828
3702,563632000
3703,355774000
3704,566127000
3705,256221000
3706,538002570
3707,229047000
3708,477107200
3709,538005622
3710,357116000
3711,636018070
3712,414404110
3713,212669000
3714,212122000
3715,477813300
3716,311040200
3717,249029000
3718,255806338
3719,354480000
3720,477621200
3721,357527000
3722,440166000
3723,220416000
3724,351812000
3725,563139700
3726,241209000
3727,574476000
3728,574253000
3729,229647000
3730,636092312
3731,567170000
3732,636020157
3733,563107900
3734,354247000
3735,538006435
3736,413380750
3737,256976000
3738,548853000
3739,371065000
3740,414093000
3741,229200000
3742,477413200
3743,567468000
3744,538007479
3745,354106000
3746,477535100
3747,636015874
3748,548961000
3749,538009540
3750,574908000
3751,538006628
3752,356865000
3753,538003413
3754,477045700
3755,352001586
3756,357656000
3757,574248000
3758,564900000
3759,351936000
3760,209026000
3761,414238000
3762,235111726
3763,477902600
3764,636016604
3765,314501000
3766,538008106
3767,311000897
3768,255806166
3769,352633000
3770,636092863
3771,636090902
3772,636020106
3773,564821000
3774,636018380
3775,564588000
3776,636018768
3777,538007422
3778,371701000
3779,636018077
3780,620560000
3781,566927000
3782,477114500
3783,548988000
3784,305740000
3785,538007475
3786,357330000
3787,538007386
3788,538007201
3789,354508000
3790,538009422
3791,370836000
3792,372850000
3793,574004610
3794,563148700
3795,373214000
3796,574861000
3797,353675000
3798,636020667
3799,636018018
3800,235068051
3801,529899000
3802,538008940
3803,538009103
3804,636019583
3805,351272000
3806,636021365
3807,352001756
3808,304094000
3809,215215000
3810,477832400
3811,373375000
3812,538005733
3813,636017962
3814,477301900
3815,370993000
3816,248510000
3817,538007030
3818,566850000
3819,353381000
3820,210043000
3821,355218000
3822,533132056
3823,565955000
3824,240704000
3825,477746300
3826,636015201
3827,352851000
3828,357910000
3829,374185000
3830,538004342
3831,636021614
3832,477770200
3833,312914000
3834,574000270
3835,413205380
3836,352508000
3837,212546000
3838,352166000
3839,412379870
3840,229788000
3841,354322000
3842,373299000
3843,567108000
3844,636019976
3845,477598800
3846,370894000
3847,636093094
3848,477655700
3849,209279000
3850,538008344
3851,219056000
3852,248819000
3853,538003223
3854,636018224
3855,351347000
3856,373083000
3857,371497000
3858,566760000
3859,373131000
3860,538008779
3861,241155000
3862,477289300
3863,352373000
3864,538004251
3865,370666000
3866,413293840
3867,357987000
3868,622121410
3869,567000024
3870,371661000
3871,219069000
3872,525100856
3873,538004459
3874,256932000
3875,373004000
3876,538004793
3877,574005610
3878,636014200
3879,525900437
3880,564411000
3881,533132161
3882,506000700
3883,563101900
3884,525020155
3885,636017277
3886,304954000
3887,636016288
3888,370017000
3889,235102465
3890,477150700
3891,370731000
3892,577297000
3893,538008748
3894,636017366
3895,477883500
3896,356612000
3897,564341000
3898,538003794
3899,373317000
3900,538005137
3901,636019493
3902,636013121
3903,414751000
3904,371507000
3905,373506000
3906,414063000
3907,372609000
3908,636021798
3909,636019610
3910,477938900
3911,341365000
3912,248289000
3913,636017516
3914,414341000
3915,636016848
3916,249393000
3917,356237000
3918,248376000
3919,477539400
3920,636019594
3921,538007681
3922,538009150
3923,353233000
3924,229281000
3925,636015496
3926,538007353
3927,506028000
3928,564499000
3929,351053000
3930,538004995
3931,311000259
3932,355415000
3933,374721000
3934,309403000
3935,219216000
3936,351681000
3937,372325000
3938,370448000
3939,477162800
3940,636021626
3941,371930000
3942,574000100
3943,248207000
3944,477110900
3945,636091716
3946,373558000
3947,538009336
3948,219112000
3949,636020463
3950,405000198
3951,352927000
3952,370018000
3953,356879000
3954,240271000
3955,636014806
3956,212566000
3957,215868000
3958,353892000
3959,232006581
3960,565909000
3961,413480070
3962,353216000
3963,565904000
3964,441896000
3965,636092036
3966,271002721
3967,370089000
3968,636015640
3969,209927000
3970,255806141
3971,353737000
3972,564415000
3973,356632000
3974,636016943
3975,477271100
3976,548849000
3977,372643000
3978,314032000
3979,564667000
3980,357494000
3981,370560000
3982,241267000
3983,371463000
3984,373098000
3985,355098000
3986,353708000
3987,574001730
3988,538008691
3989,351087000
3990,354330000
3991,312509000
3992,235102468
3993,370033000
3994,538004269
3995,636016792
3996,636020678
3997,574961000
3998,636019098
3999,636020172
4000,538009586
4001,352001723
4002,255806152
4003,215009000
4004,373233000
4005,352631000
4006,636017103
4007,210804000
4008,564500000
4009,353702000
4010,356886000
4011,477739600
4012,356116000
4013,538007504
4014,636092873
4015,636014964
4016,309972000
4017,215352000
4018,414250000
4019,353220000
4020,371279000
4021,574432000
4022,538006959
4023,413381250
4024,538005766
4025,353366000
4026,405000242
4027,538007355
4028,370029000
4029,538003705
4030,311912000
4031,373005000
4032,354706000
4033,248546000
4034,636020181
4035,372632000
4036,311049400
4037,563041400
4038,355753000
4039,413491830
4040,477136800
4041,574222000
4042,477013600
4043,354209000
4044,356405000
4045,413980000
4046,413369990
4047,304288000
4048,255805675
4049,353573000
4050,351430000
4051,636017210
4052,477612200
4053,377531000
4054,636019922
4055,235082896
4056,538007317
4057,636017144
4058,563061800
4059,210367000
4060,352898769
4061,353178000
4062,319029800
4063,636019593
4064,636018624
4065,574497000
4066,564030000
4067,414448000
4068,538009011
4069,477902300
4070,477846200
4071,636021203
4072,538009442
4073,414537000
4074,548674000
4075,538009454
4076,352001317
4077,538010176
4078,538003567
4079,373260000
4080,538007861
4081,354514000
4082,566961000
4083,538008752
4084,477790600
4085,372820000
4086,356629000
4087,305459000
4088,352853000
4089,538004336
4090,477444800
4091,353114000
4092,353262000
4093,636015686
4094,564726000
4095,566829000
4096,563097100
4097,563137500
4098,371416000
4099,477978700
4100,636017557
4101,352800000
4102,373021000
4103,538004920
4104,538007065
4105,352367000
4106,477264800
4107,311000567
4108,477950700
4109,636018144
4110,574250000
4111,574000580
4112,374880000
4113,636015463
4114,311000429
4115,636013281
4116,373773000
4117,538006935
4118,413279020
4119,371749000
4120,305855000
4121,477848100
4122,577166000
4123,636018832
4124,356339000
4125,371380000
4126,374258000
4127,319677000
4128,477588200
4129,372685000
4130,356370000
4131,525125021
4132,636092778
4133,563122800
4134,477319600
4135,538010170
4136,422036800
