Year,Month,Type,Country,"HS Code","Statistic Code","Unit Code",Description,"Quantity (Apr 2021)","FOB (BAHT)(Apr 2021)","Quantity (Jan - Apr 2021)","FOB (BAHT)(Jan - Apr 2021)"
2564,4,2,GB,10063040,006,KGM,"White non-glutinous rice of Thai Hom Mali rice 15 % (KGM)",5000,122560,110190,2775626
2564,4,2,AT,10063040,500,KGM,"White non-glutinous rice of Thai Hom Mali rice 100 % (Organic) (KGM)",1761094,81237731,5271228,237889663
2564,4,2,HK,10063040,515,KGM,"White non-glutinous rice of Thai Hom Mali rice 15 % (Organic) (KGM)",0,0,2700,237083
2564,4,2,AE,10063091,001,KGM,"Parboiled rice 100% Sortexed (KGM)",50893678,815191284,286106255,4325658194
2564,4,2,AU,10063091,002,KGM,"Parboiled rice 100%  (KGM)",479373,8854799,2356457,41541674
2564,4,2,AE,10063091,003,KGM,"Parboiled rice 5% Sortexed (KGM)",434000,6826162,29749726,426539911
2564,4,2,AU,10063091,004,KGM,"Parboiled rice 5%  (KGM)",221380,4720093,493270,9429205
2564,4,2,BJ,10063091,600,KGM,"Parboiled rice (as sample) (KGM)",0,0,1499050,19399320
2564,4,2,AE,10063099,001,KGM,"White non-glutinous rice of Thai Fragrant rice, Thai Jasmine rice, Thai Aromatic rice or any other names of same meaning 100 % (KGM)",16685559,406614586,96063348,2204545920
2564,4,2,CA,10063099,003,KGM,"White non-glutinous rice of Thai Fragrant rice, Thai Jasmine rice, Thai Aromatic rice or any other names of same meaning 5 % (KGM)",514821,12685556,2160655,51393360
2564,4,2,AU,10063099,005,KGM,"White non-glutinous rice of Thai Fragrant rice, Thai Jasmine rice, Thai Aromatic rice or any other names of same meaning 10 % (KGM)",232300,5836299,1352300,33298378
2564,4,2,AU,10063099,007,KGM,"White non-glutinous rice of Thai Fragrant rice, Thai Jasmine rice, Thai Aromatic rice or any other names of same meaning 15 % (KGM)",313290,6806976,1532719,33436471
2564,4,2,CM,10063099,009,KGM,"Other white non-glutinous rice 100 % Grade A (KGM)",0,0,1007805,16687904
2564,4,2,AU,10063099,010,KGM,"Other white non-glutinous rice 100 % Grade B (KGM)",104131164,1685931393,225462511,3484250840
2564,4,2,KR,10063099,011,KGM,"Other white non-glutinous rice 100 % Grade C (KGM)",19000,358028,19000,358028
2564,4,2,AE,10063099,012,KGM,"Other white non-glutinous rice 5 % (KGM)",28335298,452213602,165377802,2469085307
2564,4,2,AU,10063099,013,KGM,"Other white non-glutinous rice 10 % (KGM)",390000,5950288,2497800,38220583
2564,4,2,HK,10063099,014,KGM,"Other white non-glutinous rice 15 %  (KGM)",980445,18694073,3641694,67128208
2564,4,2,AE,10063099,015,KGM,"White non-glutinous rice of Japonica rice (as sample) (KGM)",530519,10171503,1250419,24920228
2564,4,2,ZA,10063099,022,KGM,"White non-glutinous rice 45 % (KGM)",200000,2818880,600000,8238383
2564,4,2,PG,10063099,023,KGM,"White non-glutinous rice, vitamin coated (as sample) (KGM)",677000,12792267,2974000,54612078
2564,4,2,HK,10063099,090,KGM,"Other (KGM)",2126,655380,17573,4009110
2564,4,2,AE,10063099,502,KGM,"White non-glutinous rice of Thai Fragrant rice, Thai Jasmine rice, Thai Aromatic rice or any other names of same meaning 100 % (Organic) (KGM)",0,0,2500,106125
2564,4,2,AU,10063099,600,KGM,"White non-glutinous rice of Thai Fragrant rice, Thai Jasmine rice, Thai Aromatic rice or any other names of same meaning  (as sample) (KGM)",704700,16656619,2517230,61656702
2564,4,2,AU,10063099,601,KGM,"Non-glutinous rice, semi-milled or wholly milled, n.e.s  (as sample) (KGM)",1188800,24011076,56646153,854287319
2564,4,2,AU,10063099,603,KGM,"Special mixed rice, semi-milled or wholly milled, n.e.s  (as sample) (KGM)",38520,1817318,137308,5787255
2564,4,2,CH,10063099,604,KGM,"White non-glutinous rice of Thai Fragrant rice, Thai Jasmine rice, Thai Aromatic rice or any other names of same meaning  (as sample) (Organic) (KGM)",380,27546,380,27546
2564,4,2,HK,10064010,000,KGM,"Of a kind used for animal feed (KGM)",0,0,7,143
2564,4,2,GB,10064090,001,KGM,"Husked rice (cargo rice), broken (as sample) (KGM)",0,0,40000,809944
2564,4,2,AU,10064090,003,KGM,"Broken non-glutinous rice of Thai Hom Mali rice A1 Extra Super (KGM)",782616,14899351,17070617,288959656
2564,4,2,HK,10064090,004,KGM,"Other broken non-glutinous rice A1 Extra Super (KGM)",128750,1764338,546750,7557468
2564,4,2,AE,10064090,005,KGM,"Broken non-glutinous rice of Thai Hom Mali rice A1 Super (KGM)",21873657,301396234,74590513,1013700490
2564,4,2,CA,10064090,006,KGM,"Other broken non-glutinous rice A1 Super (KGM)",3483680,45769640,24314013,308406103
2564,4,2,DE,10064090,010,KGM,"Broken non-glutinous rice of Thai Fragant rice, Thai Jasmine rice, Thai Aromatic rice or any other names of same meaning A1 Extra Super  (KGM)",75800,1381649,124216,2396465
2564,4,2,BJ,10064090,012,KGM,"Broken non-glutinous rice of Thai Fragant rice, Thai Jasmine rice, Thai Aromatic rice or any other names of same meaning A1 Super  (KGM)",2257684,31890906,59036749,788263900
2564,4,2,BE,10064090,019,KGM,"Broken glutinous rice A1 (KGM)",13771280,246530593,32465280,590623187
2564,4,2,BE,10064090,501,KGM,"Broken non-glutinous rice of Thai Hom Mali rice A1 Super (Organic) (KGM)",0,0,276000,6475829
2564,4,2,LA,10064090,600,KGM,"Broken non-glutinous rice, n.e.s (as sample) (KGM)",1727000,23392058,8810000,103780825
2564,4,2,CN,10064090,602,KGM,"Broken glutinous rice, n.e.s (as sample) (KGM)",760000,13179796,5636700,95945123
