Year,Month,Type,Country,"HS Code","Statistic Code","Unit Code",Description,"Quantity (Feb 2022)","FOB (BAHT)(Feb 2022)","Quantity (Jan - Feb 2022)","FOB (BAHT)(Jan - Feb 2022)"
2565,2,2,AE,10063040,001,KGM,"White non-glutinous rice of Thai Hom Mali rice 100 %  (KGM)",110595485,2939216942,215147249,5728482986
2565,2,2,CI,10063040,004,KGM,"White non-glutinous rice of Thai Hom Mali rice 5 % (KGM)",377800,9249719,377800,9249719
2565,2,2,US,10063040,005,KGM,"White non-glutinous rice of Thai Hom Mali rice 10 % (KGM)",0,0,260000,5262370
2565,2,2,GB,10063040,006,KGM,"White non-glutinous rice of Thai Hom Mali rice 15 % (KGM)",0,0,19200,539520
2565,2,2,AT,10063040,500,KGM,"White non-glutinous rice of Thai Hom Mali rice 100 % (Organic) (KGM)",1364323,60825072,2080730,94714484
2565,2,2,AE,10063070,001,KGM,"White non-glutinous rice of Thai Fragrant rice, Thai Jasmine rice, Thai Aromatic rice or any other names of same meaning 100 %  (KGM)",28833794,670300313,51158405,1197889059
2565,2,2,GH,10063070,002,KGM,"White non-glutinous rice of Thai Fragrant rice, Thai Jasmine rice, Thai Aromatic rice or any other names of same meaning 5 %  (KGM)",1744286,39880491,1866547,42712545
2565,2,2,AU,10063070,003,KGM,"White non-glutinous rice of Thai Fragrant rice, Thai Jasmine rice, Thai Aromatic rice or any other names of same meaning 10 %  (KGM)",24000,512061,69200,1506027
2565,2,2,AE,10063070,004,KGM,"White non-glutinous rice of Thai Fragrant rice, Thai Jasmine rice, Thai Aromatic rice or any other names of same meaning 15 %  (KGM)",115935,2596380,537614,11414801
2565,2,2,AE,10063070,501,KGM,"White non-glutinous rice of Thai Fragrant rice, Thai Jasmine rice, Thai Aromatic rice or any other names of same meaning 100 % (Organic) (KGM)",0,0,3000,142938
2565,2,2,AU,10063070,600,KGM,"White non-glutinous rice of Thai Fragrant rice, Thai Jasmine rice, Thai Aromatic rice or any other names of same meaning  (as sample) (KGM)",332510,7739747,979965,22975118
2565,2,2,AE,10063091,001,KGM,"Parboiled rice 100% Sortexed (KGM)",59389220,763276531,94627944,1224000697
2565,2,2,BH,10063091,002,KGM,"Parboiled rice 100%  (KGM)",233940,4154203,579296,10116568
2565,2,2,AL,10063091,003,KGM,"Parboiled rice 5% Sortexed (KGM)",4006000,49717120,4978000,62251087
2565,2,2,AU,10063091,004,KGM,"Parboiled rice 5%  (KGM)",79972,1402833,282732,5125926
2565,2,2,GR,10063091,600,KGM,"Parboiled rice (as sample) (KGM)",2000,26260,2000,26260
2565,2,2,AE,10063099,010,KGM,"Other white non-glutinous rice 100 % Grade B (KGM)",167546056,2229977168,268357144,3568728657
2565,2,2,KR,10063099,011,KGM,"Other white non-glutinous rice 100 % Grade C (KGM)",19000,366091,19000,366091
2565,2,2,AE,10063099,012,KGM,"Other white non-glutinous rice 5 % (KGM)",110569376,1441536380,244826999,3207270385
2565,2,2,AU,10063099,013,KGM,"Other white non-glutinous rice 10 % (KGM)",761000,10074989,1817200,24150817
2565,2,2,PG,10063099,014,KGM,"Other white non-glutinous rice 15 %  (KGM)",940560,16242393,1550627,26779263
2565,2,2,EE,10063099,015,KGM,"White non-glutinous rice of Japonica rice (as sample) (KGM)",80666,2703782,147235,4746161
2565,2,2,GA,10063099,018,KGM,"White non-glutinous rice 25 % (KGM)",1563088,23339607,5955276,84962076
2565,2,2,PG,10063099,023,KGM,"White non-glutinous rice, vitamin coated (as sample) (KGM)",475000,8347106,1054000,18545244
2565,2,2,GB,10063099,090,KGM,"Other (KGM)",2540,560476,6305,1354946
2565,2,2,HK,10063099,601,KGM,"Non-glutinous rice, semi-milled or wholly milled, n.e.s  (as sample) (KGM)",8459618,117412449,18716323,284705914
2565,2,2,AU,10063099,603,KGM,"Special mixed rice, semi-milled or wholly milled, n.e.s  (as sample) (KGM)",52464,1988098,66384,2450875
2565,2,2,HK,10064010,000,KGM,"Of a kind used for animal feed (KGM)",8,166,18,748
2565,2,2,GB,10064090,001,KGM,"Husked rice (cargo rice), broken (as sample) (KGM)",0,0,20000,459799
2565,2,2,AU,10064090,003,KGM,"Broken non-glutinous rice of Thai Hom Mali rice A1 Extra Super (KGM)",1595966,27269495,2446222,43744723
2565,2,2,GB,10064090,004,KGM,"Other broken non-glutinous rice A1 Extra Super (KGM)",130693,2062514,255193,3763272
2565,2,2,AO,10064090,005,KGM,"Broken non-glutinous rice of Thai Hom Mali rice A1 Super (KGM)",37742116,518073199,44226249,617325135
2565,2,2,CA,10064090,006,KGM,"Other broken non-glutinous rice A1 Super (KGM)",41834880,492786842,46766195,550207751
2565,2,2,FI,10064090,010,KGM,"Broken non-glutinous rice of Thai Fragant rice, Thai Jasmine rice, Thai Aromatic rice or any other names of same meaning A1 Extra Super  (KGM)",73252,1248501,73252,1248501
2565,2,2,BJ,10064090,012,KGM,"Broken non-glutinous rice of Thai Fragant rice, Thai Jasmine rice, Thai Aromatic rice or any other names of same meaning A1 Super  (KGM)",11628068,160866831,14983092,209631162
2565,2,2,BE,10064090,019,KGM,"Broken glutinous rice A1 (KGM)",5609310,81398020,8459050,122944309
2565,2,2,BE,10064090,501,KGM,"Broken non-glutinous rice of Thai Hom Mali rice A1 Super (Organic) (KGM)",111000,2937456,237000,6037104
2565,2,2,AU,10064090,600,KGM,"Broken non-glutinous rice, n.e.s (as sample) (KGM)",1455500,24799153,2762500,46251362
2565,2,2,CN,10064090,602,KGM,"Broken glutinous rice, n.e.s (as sample) (KGM)",350490,4663790,3710490,48373058
