Year,Month,Type,Country,"HS Code","Statistic Code","Unit Code",Description,"Quantity (Jul 2018)","FOB (BAHT)(Jul 2018)","Quantity (Jan - Jul 2018)","FOB (BAHT)(Jan - Jul 2018)"
2561,7,2,GB,10062090,605,KGM,"Husked rice (cargo rice) of Thai Fragrant rice, Thai Jasmine rice, Thai Aromatic rice or any other names of same meaning (as sample)  (Organic) (KGM)",42600,2556000,220710,14610285
2561,7,2,DE,10063030,001,KGM,"Glutinous rice 100 %  (as sample) (KGM)",0,0,34,1756
2561,7,2,ID,10063030,002,KGM,"Glutinous rice 5 %  (as sample) (KGM)",144000,1780347,1254000,18814108
2561,7,2,AE,10063030,003,KGM,"Glutinous rice 10 % (KGM)",4861244,116922471,109135682,2295612122
2561,7,2,LA,10063030,004,KGM,"Glutinous rice 15 %  (KGM)",147670,2850429,746099,15118178
2561,7,2,VN,10063030,005,KGM,"Glutinous rice 20 %  (KGM)",367990,6063232,1927997,31316118
2561,7,2,ID,10063030,006,KGM,"Glutinous rice 25 % (KGM)",531670,10097652,5029236,88900332
2561,7,2,AE,10063030,600,KGM,"Black Glutinous rice (as sample) (KGM)",159738,10711694,1352720,81276675
2561,7,2,HK,10063030,601,KGM,"Glutinous rice semi-milled or wholly milled, n.e.s (as sample) (KGM)",23000,514529,225248,4569424
2561,7,2,AE,10063040,001,KGM,"White non-glutinous rice of Thai Hom Mali rice 100 %  (KGM)",79747245,3087229464,695220487,24366216980
2561,7,2,AU,10063040,004,KGM,"White non-glutinous rice of Thai Hom Mali rice 5 % (KGM)",447675,16524922,4351335,143809490
2561,7,2,LA,10063040,005,KGM,"White non-glutinous rice of Thai Hom Mali rice 10 % (KGM)",2200,80743,1463904,41006565
2561,7,2,CM,10063040,006,KGM,"White non-glutinous rice of Thai Hom Mali rice 15 % (KGM)",7000,249646,507690,15019006
2561,7,2,AT,10063040,500,KGM,"White non-glutinous rice of Thai Hom Mali rice 100 % (Organic) (KGM)",560846,26775767,5040096,225120882
2561,7,2,HK,10063040,505,KGM,"White non-glutinous rice of Thai Hom Mali rice 5 % (Organic) (KGM)",3700,196074,21200,1094175
2561,7,2,AE,10063091,001,KGM,"Parboiled rice 100% Sortexed (KGM)",99153518,1347588997,1107736918,14501077143
2561,7,2,AE,10063091,002,KGM,"Parboiled rice 100%  (KGM)",638255,10333241,15159704,217673483
2561,7,2,AE,10063091,003,KGM,"Parboiled rice 5% Sortexed (KGM)",36604650,488359739,263177529,3406691282
2561,7,2,AL,10063091,004,KGM,"Parboiled rice 5%  (KGM)",767013,10927419,20258312,259104423
2561,7,2,ES,10063091,005,KGM,"Parboiled rice 10% Sortexed (KGM)",750000,10788254,10035000,137287732
2561,7,2,RU,10063091,007,KGM,"Parboiled rice 15% (KGM)",0,0,9603000,120198729
2561,7,2,BD,10063091,600,KGM,"Parboiled rice (as sample) (KGM)",1075450,16658383,41074350,500539708
2561,7,2,AE,10063099,001,KGM,"White non-glutinous rice of Thai Fragrant rice, Thai Jasmine rice, Thai Aromatic rice or any other names of same meaning 100 % (KGM)",19824570,508628094,97375789,2552878902
2561,7,2,AU,10063099,003,KGM,"White non-glutinous rice of Thai Fragrant rice, Thai Jasmine rice, Thai Aromatic rice or any other names of same meaning 5 % (KGM)",15532,564329,596952,17603902
2561,7,2,FR,10063099,005,KGM,"White non-glutinous rice of Thai Fragrant rice, Thai Jasmine rice, Thai Aromatic rice or any other names of same meaning 10 % (KGM)",0,0,7200,165941
2561,7,2,AU,10063099,007,KGM,"White non-glutinous rice of Thai Fragrant rice, Thai Jasmine rice, Thai Aromatic rice or any other names of same meaning 15 % (KGM)",331068,8011370,3094464,68461152
2561,7,2,AE,10063099,009,KGM,"Other white non-glutinous rice 100 % Grade A (KGM)",50005,842857,5997083,91440698
2561,7,2,AE,10063099,010,KGM,"Other white non-glutinous rice 100 % Grade B (KGM)",32372739,484525432,250408686,3548322431
2561,7,2,AU,10063099,011,KGM,"Other white non-glutinous rice 100 % Grade C (KGM)",621550,10731430,2346585,39625274
2561,7,2,AE,10063099,012,KGM,"Other white non-glutinous rice 5 % (KGM)",327799375,4447839835,1846541324,24797276279
2561,7,2,AU,10063099,013,KGM,"Other white non-glutinous rice 10 % (KGM)",609400,9445906,7781155,107219782
2561,7,2,AE,10063099,014,KGM,"Other white non-glutinous rice 15 %  (KGM)",6887798,93657282,75646270,1030642525
2561,7,2,AE,10063099,015,KGM,"White non-glutinous rice of Japonica rice (as sample) (KGM)",5360,346493,207983,7948077
2561,7,2,BJ,10063099,018,KGM,"White non-glutinous rice 25 % (KGM)",73012552,959703380,179820886,2328688359
2561,7,2,ZA,10063099,020,KGM,"White non-glutinous rice 35 % (KGM)",0,0,104000,1273818
2561,7,2,PG,10063099,023,KGM,"White non-glutinous rice, vitamin coated (as sample) (KGM)",2132952,39671536,12043904,219966663
2561,7,2,AE,10063099,090,KGM,"Other (KGM)",56,1356,2556,190467
2561,7,2,US,10063099,502,KGM,"White non-glutinous rice of Thai Fragrant rice, Thai Jasmine rice, Thai Aromatic rice or any other names of same meaning 100 % (Organic) (KGM)",67155,3646881,251761,13324383
2561,7,2,AO,10063099,600,KGM,"White non-glutinous rice of Thai Fragrant rice, Thai Jasmine rice, Thai Aromatic rice or any other names of same meaning  (as sample) (KGM)",466522,16183830,3005709,91927972
2561,7,2,AO,10063099,601,KGM,"Non-glutinous rice, semi-milled or wholly milled, n.e.s  (as sample) (KGM)",63831425,832097901,678165255,8199017568
2561,7,2,AU,10063099,603,KGM,"Special mixed rice, semi-milled or wholly milled, n.e.s  (as sample) (KGM)",37150,1651418,236746,10327150
2561,7,2,HK,10064010,000,KGM,"Of a kind used for animal feed (KGM)",30,580,436,221553
2561,7,2,HK,10064090,001,KGM,"Husked rice (cargo rice), broken (as sample) (KGM)",0,0,24059,482278
2561,7,2,AU,10064090,003,KGM,"Broken non-glutinous rice of Thai Hom Mali rice A1 Extra Super (KGM)",1141920,24620386,32016935,534524975
2561,7,2,CN,10064090,004,KGM,"Other broken non-glutinous rice A1 Extra Super (KGM)",252393,3496872,2058779,27240712
2561,7,2,AO,10064090,005,KGM,"Broken non-glutinous rice of Thai Hom Mali rice A1 Super (KGM)",14951277,214022295,196898745,2653289839
2561,7,2,AU,10064090,006,KGM,"Other broken non-glutinous rice A1 Super (KGM)",15287838,170843247,216407894,2433729763
2561,7,2,CI,10064090,010,KGM,"Broken non-glutinous rice of Thai Fragant rice, Thai Jasmine rice, Thai Aromatic rice or any other names of same meaning A1 Extra Super  (KGM)",5200,118143,1159194,21975973
2561,7,2,BJ,10064090,012,KGM,"Broken non-glutinous rice of Thai Fragant rice, Thai Jasmine rice, Thai Aromatic rice or any other names of same meaning A1 Super  (KGM)",22271537,311358868,124158325,1625675584
2561,7,2,NZ,10064090,018,KGM,"Broken rice parboiled A1 (KGM)",0,0,581000,6511791
2561,7,2,BE,10064090,019,KGM,"Broken glutinous rice A1 (KGM)",10401500,169162688,95233300,1481836532
2561,7,2,BE,10064090,501,KGM,"Broken non-glutinous rice of Thai Hom Mali rice A1 Super (Organic) (KGM)",116000,3151370,260000,7047317
2561,7,2,AO,10064090,600,KGM,"Broken non-glutinous rice, n.e.s (as sample) (KGM)",6012000,87897008,34195459,458114873
2561,7,2,HK,10064090,601,KGM,"Broken rice parboiled, n.e.s. (as sample) (KGM)",0,0,6,93
2561,7,2,BE,10064090,602,KGM,"Broken glutinous rice, n.e.s (as sample) (KGM)",4400000,61996490,20452000,277860659
2561,7,2,FR,10064090,603,KGM,"Broken non-glutinous rice of Thai Fragant rice, Thai Jasmine rice, Thai Aromatic rice or any other names of same meaning (as sample) (KGM)",0,0,3,1137
2561,7,2,HK,10064090,604,KGM,"Broken husked rice (cargo rice), n.e.s (as sample) (KGM)",0,0,691,37213
