Year,Month,Type,Country,"HS Code","Statistic Code","Unit Code",Description,"Quantity (Jul 2018)","FOB (BAHT)(Jul 2018)","Quantity (Jan - Jul 2018)","FOB (BAHT)(Jan - Jul 2018)"
2561,7,2,BO,10061010,001,KGM,"Non-glutinous rice in the husk (KGM)",0,0,51,3289
2561,7,2,CA,10061090,001,KGM,"Non-glutinous rice in the husk (KGM)",0,0,11474,2015135
2561,7,2,AE,10062010,001,KGM,"Husked rice (cargo rice) of Thai Hom Mali rice 100 %  (KGM)",1378203,50486574,10572304,347794568
2561,7,2,MY,10062010,004,KGM,"Husked rice (cargo rice) of Thai Hom Mali rice 5 % (KGM)",0,0,3000,176399
2561,7,2,CA,10062010,005,KGM,"Husked rice (cargo rice) of Thai Hom Mali rice 10 % (KGM)",113096,4492585,246116,8450446
2561,7,2,AT,10062010,500,KGM,"Husked rice (cargo rice) of Thai Hom Mali rice 100 % (Organic) (KGM)",267908,12474647,2453737,104593210
2561,7,2,HK,10062010,505,KGM,"Husked rice (cargo rice) of Thai Hom Mali rice 5 % (Organic) (KGM)",2700,137522,27200,1440698
2561,7,2,CH,10062010,515,KGM,"Husked rice (cargo rice) of Thai Hom Mali rice 15 % (Organic) (KGM)",0,0,980740,33251176
2561,7,2,CA,10062090,001,KGM,"Husked rice (cargo rice) of Thai Fragrant rice, Thai Jasmine rice, Thai Aromatic rice or any other names of same meaning 100 %  (KGM)",992981,26986764,6877402,166347984
2561,7,2,HK,10062090,003,KGM,"Husked rice (cargo rice) of Thai Fragrant rice, Thai Jasmine rice, Thai Aromatic rice or any other names of same meaning 5 %  (KGM)",0,0,1550,99364
2561,7,2,DE,10062090,009,KGM,"Other husked rice (cargo rice) 100 % Grade A (KGM)",59,6255,261,27446
2561,7,2,IL,10062090,010,KGM,"Other husked rice (cargo rice) 5 % (KGM)",0,0,271883,4065808
2561,7,2,BE,10062090,011,KGM,"Other husked rice (cargo rice) 10 % (KGM)",295000,8894840,919000,27143189
2561,7,2,AU,10062090,018,KGM,"Other husked rice (cargo rice) 100 % Grade B (KGM)",1573234,25785341,5828621,107541557
2561,7,2,AU,10062090,502,KGM,"Husked Blace rice  (as sample)(Organic) (KGM)",22218,1531141,200578,14654668
2561,7,2,BE,10062090,503,KGM,"Husked Red rice (as sample) (Organic) (KGM)",39200,2173472,348735,18469253
2561,7,2,CA,10062090,504,KGM,"Husked rice, n.e.s. (as sample) (Organic) (KGM)",42624,1887452,248591,13038357
2561,7,2,SG,10062090,505,KGM,"Husked rice, n.e.s. (Organic) (KGM)",0,0,2,45
2561,7,2,SE,10062090,506,KGM,"Husked rice (cargo rice) of Thai Fragrant rice, Thai Jasmine rice, Thai Aromatic rice or any other names of same meaning 100 % (Organic) (KGM)",0,0,504,31888
2561,7,2,BE,10062090,600,KGM,"Husked rice (cargo rice) parboiled (as sample) (KGM)",3650000,51316603,41334750,570388886
2561,7,2,CA,10062090,601,KGM,"Husked rice (cargo rice) of Thai Fragrant rice, Thai Jasmine rice, Thai Aromatic rice or any other names of same meaning (as sample) (KGM)",44942,2082171,536133,22819433
2561,7,2,AE,10062090,602,KGM,"Husked Blace rice (as sample) (KGM)",50566,2757193,1110919,59617676
2561,7,2,AE,10062090,603,KGM,"Husked Red rice (as sample) (KGM)",647633,25230578,4227076,146228158
2561,7,2,AE,10062090,604,KGM,"Husked rice, n.e.s. (as sample) (KGM)",123420,5817068,854945,38431155
