Year,Month,Type,Country,"HS Code","Statistic Code","Unit Code",Description,"Quantity (Jun 2018)","FOB (BAHT)(Jun 2018)","Quantity (Jan - Jun 2018)","FOB (BAHT)(Jan - Jun 2018)"
2561,6,2,ID,10063030,002,KGM,"Glutinous rice 5 %  (as sample) (KGM)",260000,3582295,1110000,17033761
2561,6,2,AE,10063030,003,KGM,"Glutinous rice 10 % (KGM)",7650554,174654642,104274438,2178689651
2561,6,2,LA,10063030,004,KGM,"Glutinous rice 15 %  (KGM)",80150,1579050,598429,12267749
2561,6,2,VN,10063030,005,KGM,"Glutinous rice 20 %  (KGM)",209720,3396641,1560007,25252886
2561,6,2,ID,10063030,006,KGM,"Glutinous rice 25 % (KGM)",533065,10389018,4497566,78802680
2561,6,2,AE,10063030,600,KGM,"Black Glutinous rice (as sample) (KGM)",159750,10340938,1192982,70564981
2561,6,2,HK,10063030,601,KGM,"Glutinous rice semi-milled or wholly milled, n.e.s (as sample) (KGM)",0,0,202248,4054895
2561,6,2,AE,10063040,001,KGM,"White non-glutinous rice of Thai Hom Mali rice 100 %  (KGM)",85556264,3226896723,615473242,21278987516
2561,6,2,AU,10063040,004,KGM,"White non-glutinous rice of Thai Hom Mali rice 5 % (KGM)",534703,19337038,3903660,127284568
2561,6,2,LA,10063040,005,KGM,"White non-glutinous rice of Thai Hom Mali rice 10 % (KGM)",23415,816920,1461704,40925822
2561,6,2,CM,10063040,006,KGM,"White non-glutinous rice of Thai Hom Mali rice 15 % (KGM)",51150,1770701,500690,14769360
2561,6,2,AT,10063040,500,KGM,"White non-glutinous rice of Thai Hom Mali rice 100 % (Organic) (KGM)",754445,34522261,4479250,198345115
2561,6,2,HK,10063040,505,KGM,"White non-glutinous rice of Thai Hom Mali rice 5 % (Organic) (KGM)",4000,208363,17500,898101
2561,6,2,AE,10063091,001,KGM,"Parboiled rice 100% Sortexed (KGM)",196579015,2620558007,1008583400,13153488146
2561,6,2,AE,10063091,002,KGM,"Parboiled rice 100%  (KGM)",976613,15474234,14521449,207340242
2561,6,2,AE,10063091,003,KGM,"Parboiled rice 5% Sortexed (KGM)",26596300,337447954,226572879,2918331543
2561,6,2,AL,10063091,004,KGM,"Parboiled rice 5%  (KGM)",3570000,45155325,19491299,248177004
2561,6,2,ES,10063091,005,KGM,"Parboiled rice 10% Sortexed (KGM)",1810000,25582286,9285000,126499478
2561,6,2,RU,10063091,007,KGM,"Parboiled rice 15% (KGM)",0,0,9603000,120198729
2561,6,2,BD,10063091,600,KGM,"Parboiled rice (as sample) (KGM)",4153000,48646816,39998900,483881325
2561,6,2,AE,10063099,001,KGM,"White non-glutinous rice of Thai Fragrant rice, Thai Jasmine rice, Thai Aromatic rice or any other names of same meaning 100 % (KGM)",10539988,304864026,77551219,2044250808
2561,6,2,AU,10063099,003,KGM,"White non-glutinous rice of Thai Fragrant rice, Thai Jasmine rice, Thai Aromatic rice or any other names of same meaning 5 % (KGM)",62142,2182542,581420,17039573
2561,6,2,FR,10063099,005,KGM,"White non-glutinous rice of Thai Fragrant rice, Thai Jasmine rice, Thai Aromatic rice or any other names of same meaning 10 % (KGM)",0,0,7200,165941
2561,6,2,AU,10063099,007,KGM,"White non-glutinous rice of Thai Fragrant rice, Thai Jasmine rice, Thai Aromatic rice or any other names of same meaning 15 % (KGM)",184640,4354445,2763396,60449782
2561,6,2,AE,10063099,009,KGM,"Other white non-glutinous rice 100 % Grade A (KGM)",3,511,5947078,90597841
2561,6,2,AE,10063099,010,KGM,"Other white non-glutinous rice 100 % Grade B (KGM)",34953584,491483445,218035947,3063796999
2561,6,2,AU,10063099,011,KGM,"Other white non-glutinous rice 100 % Grade C (KGM)",339535,6154105,1725035,28893844
2561,6,2,AE,10063099,012,KGM,"Other white non-glutinous rice 5 % (KGM)",260913765,3620804001,1518741949,20349436444
2561,6,2,AU,10063099,013,KGM,"Other white non-glutinous rice 10 % (KGM)",1880200,28129468,7171755,97773876
2561,6,2,AE,10063099,014,KGM,"Other white non-glutinous rice 15 %  (KGM)",4184555,65824767,68758472,936985243
2561,6,2,AE,10063099,015,KGM,"White non-glutinous rice of Japonica rice (as sample) (KGM)",35943,1682576,202623,7601584
2561,6,2,BJ,10063099,018,KGM,"White non-glutinous rice 25 % (KGM)",71449552,988398002,106808334,1368984979
2561,6,2,ZA,10063099,020,KGM,"White non-glutinous rice 35 % (KGM)",0,0,104000,1273818
2561,6,2,PG,10063099,023,KGM,"White non-glutinous rice, vitamin coated (as sample) (KGM)",1767976,32507120,9910952,180295127
2561,6,2,AE,10063099,090,KGM,"Other (KGM)",49,1069,2500,189111
2561,6,2,US,10063099,502,KGM,"White non-glutinous rice of Thai Fragrant rice, Thai Jasmine rice, Thai Aromatic rice or any other names of same meaning 100 % (Organic) (KGM)",67155,3584789,184606,9677502
2561,6,2,AO,10063099,600,KGM,"White non-glutinous rice of Thai Fragrant rice, Thai Jasmine rice, Thai Aromatic rice or any other names of same meaning  (as sample) (KGM)",599710,18185966,2539187,75744142
2561,6,2,AO,10063099,601,KGM,"Non-glutinous rice, semi-milled or wholly milled, n.e.s  (as sample) (KGM)",80794284,1027261758,614333830,7366919667
2561,6,2,AU,10063099,603,KGM,"Special mixed rice, semi-milled or wholly milled, n.e.s  (as sample) (KGM)",62528,2827341,199596,8675732
2561,6,2,HK,10064010,000,KGM,"Of a kind used for animal feed (KGM)",22,560,406,220973
2561,6,2,HK,10064090,001,KGM,"Husked rice (cargo rice), broken (as sample) (KGM)",25,797,24059,482278
2561,6,2,AU,10064090,003,KGM,"Broken non-glutinous rice of Thai Hom Mali rice A1 Extra Super (KGM)",928332,20937082,30875015,509904589
2561,6,2,CN,10064090,004,KGM,"Other broken non-glutinous rice A1 Extra Super (KGM)",367300,4845550,1806386,23743840
2561,6,2,AO,10064090,005,KGM,"Broken non-glutinous rice of Thai Hom Mali rice A1 Super (KGM)",54792286,755267827,181947468,2439267544
2561,6,2,AU,10064090,006,KGM,"Other broken non-glutinous rice A1 Super (KGM)",14712500,171154308,201120056,2262886516
2561,6,2,CI,10064090,010,KGM,"Broken non-glutinous rice of Thai Fragant rice, Thai Jasmine rice, Thai Aromatic rice or any other names of same meaning A1 Extra Super  (KGM)",0,0,1153994,21857830
2561,6,2,BJ,10064090,012,KGM,"Broken non-glutinous rice of Thai Fragant rice, Thai Jasmine rice, Thai Aromatic rice or any other names of same meaning A1 Super  (KGM)",22909744,323570619,101886788,1314316716
2561,6,2,NZ,10064090,018,KGM,"Broken rice parboiled A1 (KGM)",0,0,581000,6511791
2561,6,2,BE,10064090,019,KGM,"Broken glutinous rice A1 (KGM)",15173200,249284325,84831800,1312673844
2561,6,2,BE,10064090,501,KGM,"Broken non-glutinous rice of Thai Hom Mali rice A1 Super (Organic) (KGM)",44000,1078464,144000,3895947
2561,6,2,CM,10064090,600,KGM,"Broken non-glutinous rice, n.e.s (as sample) (KGM)",3313000,56020044,28183459,370217865
2561,6,2,HK,10064090,601,KGM,"Broken rice parboiled, n.e.s. (as sample) (KGM)",0,0,6,93
2561,6,2,BE,10064090,602,KGM,"Broken glutinous rice, n.e.s (as sample) (KGM)",6077000,84191139,16052000,215864169
2561,6,2,FR,10064090,603,KGM,"Broken non-glutinous rice of Thai Fragant rice, Thai Jasmine rice, Thai Aromatic rice or any other names of same meaning (as sample) (KGM)",0,0,3,1137
2561,6,2,HK,10064090,604,KGM,"Broken husked rice (cargo rice), n.e.s (as sample) (KGM)",681,36895,691,37213
