Year,Month,Type,Country,"HS Code","Statistic Code","Unit Code",Description,"Quantity (Aug 2018)","FOB (BAHT)(Aug 2018)","Quantity (Jan - Aug 2018)","FOB (BAHT)(Jan - Aug 2018)"
2561,8,2,CM,10063040,006,KGM,"White non-glutinous rice of Thai Hom Mali rice 15 % (KGM)",62230,2303955,569920,17322961
2561,8,2,AT,10063040,500,KGM,"White non-glutinous rice of Thai Hom Mali rice 100 % (Organic) (KGM)",899017,42788850,5939113,267909732
2561,8,2,HK,10063040,505,KGM,"White non-glutinous rice of Thai Hom Mali rice 5 % (Organic) (KGM)",4440,263322,25640,1357497
2561,8,2,AE,10063091,001,KGM,"Parboiled rice 100% Sortexed (KGM)",119367398,1578895002,1227104316,16079972145
2561,8,2,AE,10063091,002,KGM,"Parboiled rice 100%  (KGM)",1970945,29848680,17130649,247522163
2561,8,2,AE,10063091,003,KGM,"Parboiled rice 5% Sortexed (KGM)",43682100,554717392,306859629,3961408674
2561,8,2,AL,10063091,004,KGM,"Parboiled rice 5%  (KGM)",780000,10078845,21038312,269183268
2561,8,2,ES,10063091,005,KGM,"Parboiled rice 10% Sortexed (KGM)",795000,10186194,10830000,147473926
2561,8,2,RU,10063091,007,KGM,"Parboiled rice 15% (KGM)",3099000,38309998,12702000,158508727
2561,8,2,BD,10063091,600,KGM,"Parboiled rice (as sample) (KGM)",1222000,14694441,42296350,515234149
2561,8,2,AE,10063099,001,KGM,"White non-glutinous rice of Thai Fragrant rice, Thai Jasmine rice, Thai Aromatic rice or any other names of same meaning 100 % (KGM)",32367444,833430935,129743233,3386309837
2561,8,2,AU,10063099,003,KGM,"White non-glutinous rice of Thai Fragrant rice, Thai Jasmine rice, Thai Aromatic rice or any other names of same meaning 5 % (KGM)",60420,1895168,657372,19499070
2561,8,2,FR,10063099,005,KGM,"White non-glutinous rice of Thai Fragrant rice, Thai Jasmine rice, Thai Aromatic rice or any other names of same meaning 10 % (KGM)",13600,416804,20800,582745
2561,8,2,AU,10063099,007,KGM,"White non-glutinous rice of Thai Fragrant rice, Thai Jasmine rice, Thai Aromatic rice or any other names of same meaning 15 % (KGM)",353852,8877170,3448316,77338322
2561,8,2,AE,10063099,009,KGM,"Other white non-glutinous rice 100 % Grade A (KGM)",1399003,23164288,7396086,114604986
2561,8,2,AE,10063099,010,KGM,"Other white non-glutinous rice 100 % Grade B (KGM)",21838082,336901859,272246768,3885224290
2561,8,2,AU,10063099,011,KGM,"Other white non-glutinous rice 100 % Grade C (KGM)",284000,4856608,2630585,44481882
2561,8,2,AE,10063099,012,KGM,"Other white non-glutinous rice 5 % (KGM)",366260490,4876923344,2212801814,29674199623
2561,8,2,AU,10063099,013,KGM,"Other white non-glutinous rice 10 % (KGM)",3672900,47429111,11454055,154648893
2561,8,2,AE,10063099,014,KGM,"Other white non-glutinous rice 15 %  (KGM)",18524944,239496106,94171214,1270138631
2561,8,2,AE,10063099,015,KGM,"White non-glutinous rice of Japonica rice (as sample) (KGM)",30470,1132627,238453,9080704
2561,8,2,BJ,10063099,018,KGM,"White non-glutinous rice 25 % (KGM)",135833950,1774554082,315654836,4103242441
2561,8,2,ZA,10063099,020,KGM,"White non-glutinous rice 35 % (KGM)",0,0,104000,1273818
2561,8,2,PG,10063099,023,KGM,"White non-glutinous rice, vitamin coated (as sample) (KGM)",1524590,27574056,13568494,247540719
2561,8,2,AE,10063099,090,KGM,"Other (KGM)",2185,248720,4741,439187
2561,8,2,US,10063099,502,KGM,"White non-glutinous rice of Thai Fragrant rice, Thai Jasmine rice, Thai Aromatic rice or any other names of same meaning 100 % (Organic) (KGM)",33578,1863416,285339,15187799
2561,8,2,AO,10063099,600,KGM,"White non-glutinous rice of Thai Fragrant rice, Thai Jasmine rice, Thai Aromatic rice or any other names of same meaning  (as sample) (KGM)",386951,13383522,3392660,105311494
2561,8,2,AO,10063099,601,KGM,"Non-glutinous rice, semi-milled or wholly milled, n.e.s  (as sample) (KGM)",46742317,623947003,724907572,8822964571
2561,8,2,AU,10063099,603,KGM,"Special mixed rice, semi-milled or wholly milled, n.e.s  (as sample) (KGM)",48190,2146208,284936,12473358
2561,8,2,CH,10063099,604,KGM,"White non-glutinous rice of Thai Fragrant rice, Thai Jasmine rice, Thai Aromatic rice or any other names of same meaning  (as sample) (Organic) (KGM)",1600,130419,1600,130419
2561,8,2,HK,10064010,000,KGM,"Of a kind used for animal feed (KGM)",11,665,447,222218
2561,8,2,HK,10064090,001,KGM,"Husked rice (cargo rice), broken (as sample) (KGM)",0,0,24059,482278
2561,8,2,AU,10064090,003,KGM,"Broken non-glutinous rice of Thai Hom Mali rice A1 Extra Super (KGM)",1289144,28986159,33306079,563511134
2561,8,2,CN,10064090,004,KGM,"Other broken non-glutinous rice A1 Extra Super (KGM)",76993,1255678,2135772,28496390
2561,8,2,AO,10064090,005,KGM,"Broken non-glutinous rice of Thai Hom Mali rice A1 Super (KGM)",16584820,234144372,213483565,2887434211
2561,8,2,AO,10064090,006,KGM,"Other broken non-glutinous rice A1 Super (KGM)",30238300,347260403,246646194,2780990166
2561,8,2,CI,10064090,010,KGM,"Broken non-glutinous rice of Thai Fragant rice, Thai Jasmine rice, Thai Aromatic rice or any other names of same meaning A1 Extra Super  (KGM)",0,0,1159194,21975973
2561,8,2,BJ,10064090,012,KGM,"Broken non-glutinous rice of Thai Fragant rice, Thai Jasmine rice, Thai Aromatic rice or any other names of same meaning A1 Super  (KGM)",3730998,53466843,127889323,1679142427
2561,8,2,NZ,10064090,018,KGM,"Broken rice parboiled A1 (KGM)",0,0,581000,6511791
2561,8,2,BE,10064090,019,KGM,"Broken glutinous rice A1 (KGM)",13846240,231632220,109079540,1713468752
2561,8,2,BE,10064090,501,KGM,"Broken non-glutinous rice of Thai Hom Mali rice A1 Super (Organic) (KGM)",40000,1119872,300000,8167189
2561,8,2,AO,10064090,600,KGM,"Broken non-glutinous rice, n.e.s (as sample) (KGM)",4321000,55107661,38516459,513222534
2561,8,2,HK,10064090,601,KGM,"Broken rice parboiled, n.e.s. (as sample) (KGM)",0,0,6,93
2561,8,2,BE,10064090,602,KGM,"Broken glutinous rice, n.e.s (as sample) (KGM)",7825000,116061957,28277000,393922616
2561,8,2,FR,10064090,603,KGM,"Broken non-glutinous rice of Thai Fragant rice, Thai Jasmine rice, Thai Aromatic rice or any other names of same meaning (as sample) (KGM)",0,0,3,1137
2561,8,2,HK,10064090,604,KGM,"Broken husked rice (cargo rice), n.e.s (as sample) (KGM)",0,0,691,37213
