Year,Month,Type,Country,"HS Code","Statistic Code","Unit Code",Description,"Quantity (Mar 2020)","FOB (BAHT)(Mar 2020)","Quantity (Jan - Mar 2020)","FOB (BAHT)(Jan - Mar 2020)"
2563,3,2,AU,10063099,005,KGM,"White non-glutinous rice of Thai Fragrant rice, Thai Jasmine rice, Thai Aromatic rice or any other names of same meaning 10 % (KGM)",0,0,124500,1936405
2563,3,2,AU,10063099,007,KGM,"White non-glutinous rice of Thai Fragrant rice, Thai Jasmine rice, Thai Aromatic rice or any other names of same meaning 15 % (KGM)",523440,11191477,1286575,26797910
2563,3,2,AE,10063099,009,KGM,"Other white non-glutinous rice 100 % Grade A (KGM)",200000,2939956,225015,3374386
2563,3,2,AE,10063099,010,KGM,"Other white non-glutinous rice 100 % Grade B (KGM)",25999875,384304575,128964900,1687780133
2563,3,2,FR,10063099,011,KGM,"Other white non-glutinous rice 100 % Grade C (KGM)",20000,309469,45600,913275
2563,3,2,AE,10063099,012,KGM,"Other white non-glutinous rice 5 % (KGM)",117930892,1628462422,305421613,4051563359
2563,3,2,AE,10063099,013,KGM,"Other white non-glutinous rice 10 % (KGM)",2630980,39242041,9232260,135781287
2563,3,2,AE,10063099,014,KGM,"Other white non-glutinous rice 15 %  (KGM)",2755503,47558690,5729270,93116753
2563,3,2,AE,10063099,015,KGM,"White non-glutinous rice of Japonica rice (as sample) (KGM)",79740,2779874,203037,6668958
2563,3,2,AE,10063099,018,KGM,"White non-glutinous rice 25 % (KGM)",218986,3466800,580963,8099084
2563,3,2,PG,10063099,023,KGM,"White non-glutinous rice, vitamin coated (as sample) (KGM)",1038000,19270755,2968250,54343593
2563,3,2,CG,10063099,090,KGM,"Other (KGM)",3074,701855,8123,1552301
2563,3,2,HK,10063099,502,KGM,"White non-glutinous rice of Thai Fragrant rice, Thai Jasmine rice, Thai Aromatic rice or any other names of same meaning 100 % (Organic) (KGM)",13880,777696,13880,777696
2563,3,2,AU,10063099,600,KGM,"White non-glutinous rice of Thai Fragrant rice, Thai Jasmine rice, Thai Aromatic rice or any other names of same meaning  (as sample) (KGM)",399470,10946039,1094774,32400158
2563,3,2,BJ,10063099,601,KGM,"Non-glutinous rice, semi-milled or wholly milled, n.e.s  (as sample) (KGM)",22515891,296963158,99950124,1264985696
2563,3,2,AU,10063099,602,KGM,"Non-glutinous rice, semi-milled or wholly milled, n.e.s  (as sample) (Organic) (KGM)",20300,877407,20300,877407
2563,3,2,AU,10063099,603,KGM,"Special mixed rice, semi-milled or wholly milled, n.e.s  (as sample) (KGM)",23639,1243351,113183,5527200
2563,3,2,HK,10064010,000,KGM,"Of a kind used for animal feed (KGM)",1,31,1,31
2563,3,2,GB,10064090,001,KGM,"Husked rice (cargo rice), broken (as sample) (KGM)",20000,377552,20000,377552
2563,3,2,AE,10064090,003,KGM,"Broken non-glutinous rice of Thai Hom Mali rice A1 Extra Super (KGM)",1405272,28264952,3779030,78234587
2563,3,2,CA,10064090,004,KGM,"Other broken non-glutinous rice A1 Extra Super (KGM)",357993,4833268,500984,7173031
2563,3,2,AE,10064090,005,KGM,"Broken non-glutinous rice of Thai Hom Mali rice A1 Super (KGM)",25667741,379682467,70277590,1010289589
2563,3,2,AE,10064090,006,KGM,"Other broken non-glutinous rice A1 Super (KGM)",5318300,65335438,14493500,170484404
2563,3,2,DE,10064090,010,KGM,"Broken non-glutinous rice of Thai Fragant rice, Thai Jasmine rice, Thai Aromatic rice or any other names of same meaning A1 Extra Super  (KGM)",54828,1174655,146572,2917790
2563,3,2,BJ,10064090,012,KGM,"Broken non-glutinous rice of Thai Fragant rice, Thai Jasmine rice, Thai Aromatic rice or any other names of same meaning A1 Super  (KGM)",29318401,388758254,70655725,948551865
2563,3,2,NZ,10064090,018,KGM,"Broken rice parboiled A1 (KGM)",23000,341654,23000,341654
2563,3,2,BE,10064090,019,KGM,"Broken glutinous rice A1 (KGM)",12821500,358726424,19209460,530115328
2563,3,2,BE,10064090,501,KGM,"Broken non-glutinous rice of Thai Hom Mali rice A1 Super (Organic) (KGM)",80000,2054874,272000,6766760
2563,3,2,FR,10064090,600,KGM,"Broken non-glutinous rice, n.e.s (as sample) (KGM)",2457540,36852047,5800540,87319007
2563,3,2,CN,10064090,602,KGM,"Broken glutinous rice, n.e.s (as sample) (KGM)",1699000,29990766,5251300,89955423
2563,3,2,SG,10064090,604,KGM,"Broken husked rice (cargo rice), n.e.s (as sample) (KGM)",5000,141892,5000,141892
2563,3,2,CN,10064090,606,KGM,"Broken rice parboiled, n.e.s. (as sample) (Organic) (KGM)",0,0,500000,5833657
2563,3,2,US,10064090,609,KGM,"Broken husked rice (cargo rice), n.e.s (as sample) (Organic) (KGM)",38000,764388,38000,764388
