Year,Month,Type,Country,"HS Code","Statistic Code","Unit Code",Description,"Quantity (Feb 2019)","FOB (BAHT)(Feb 2019)","Quantity (Jan - Feb 2019)","FOB (BAHT)(Jan - Feb 2019)"
2562,2,2,CA,10062090,604,KGM,"Husked rice, n.e.s. (as sample) (KGM)",160689,7968567,337978,17909671
2562,2,2,SG,10062090,605,KGM,"Husked rice (cargo rice) of Thai Fragrant rice, Thai Jasmine rice, Thai Aromatic rice or any other names of same meaning (as sample)  (Organic) (KGM)",22600,1356000,37600,2256000
2562,2,2,VN,10063030,001,KGM,"Glutinous rice 100 %  (as sample) (KGM)",0,0,150000,3136500
2562,2,2,MM,10063030,002,KGM,"Glutinous rice 5 %  (as sample) (KGM)",0,0,30000,360001
2562,2,2,AE,10063030,003,KGM,"Glutinous rice 10 % (KGM)",8224852,201926884,21330379,502681728
2562,2,2,LA,10063030,004,KGM,"Glutinous rice 15 %  (KGM)",132340,2581507,490580,10750862
2562,2,2,VN,10063030,005,KGM,"Glutinous rice 20 %  (KGM)",97020,1552140,322420,5267734
2562,2,2,LA,10063030,006,KGM,"Glutinous rice 25 % (KGM)",238400,5161464,813675,16027047
2562,2,2,AE,10063030,600,KGM,"Black Glutinous rice (as sample) (KGM)",227772,14441952,433427,28052643
2562,2,2,FR,10063030,601,KGM,"Glutinous rice semi-milled or wholly milled, n.e.s (as sample) (KGM)",4224,175957,100567,1942809
2562,2,2,AE,10063040,001,KGM,"White non-glutinous rice of Thai Hom Mali rice 100 %  (KGM)",96992918,3560498418,200409055,7401409956
2562,2,2,CI,10063040,004,KGM,"White non-glutinous rice of Thai Hom Mali rice 5 % (KGM)",307456,10683948,912256,32353873
2562,2,2,DE,10063040,005,KGM,"White non-glutinous rice of Thai Hom Mali rice 10 % (KGM)",8,630,162629,4860036
2562,2,2,US,10063040,006,KGM,"White non-glutinous rice of Thai Hom Mali rice 15 % (KGM)",32000,1132273,32000,1132273
2562,2,2,AU,10063040,500,KGM,"White non-glutinous rice of Thai Hom Mali rice 100 % (Organic) (KGM)",534708,26278170,1139308,54778501
2562,2,2,HK,10063040,505,KGM,"White non-glutinous rice of Thai Hom Mali rice 5 % (Organic) (KGM)",4000,225397,4000,225397
2562,2,2,MV,10063040,515,KGM,"White non-glutinous rice of Thai Hom Mali rice 15 % (Organic) (KGM)",10,4722,10,4722
2562,2,2,AE,10063091,001,KGM,"Parboiled rice 100% Sortexed (KGM)",168090369,2119658124,338105547,4243085168
2562,2,2,AE,10063091,002,KGM,"Parboiled rice 100%  (KGM)",2927746,39636334,6190459,81989908
2562,2,2,AE,10063091,003,KGM,"Parboiled rice 5% Sortexed (KGM)",14807409,180344368,53785309,664008250
2562,2,2,BJ,10063091,004,KGM,"Parboiled rice 5%  (KGM)",718000,9215833,922994,11967993
2562,2,2,RU,10063091,007,KGM,"Parboiled rice 15% (KGM)",0,0,100000,1329913
2562,2,2,BJ,10063091,600,KGM,"Parboiled rice (as sample) (KGM)",2030000,24300959,5029152,57272937
2562,2,2,AE,10063099,001,KGM,"White non-glutinous rice of Thai Fragrant rice, Thai Jasmine rice, Thai Aromatic rice or any other names of same meaning 100 % (KGM)",20890420,536915960,41584779,1074078595
2562,2,2,CH,10063099,003,KGM,"White non-glutinous rice of Thai Fragrant rice, Thai Jasmine rice, Thai Aromatic rice or any other names of same meaning 5 % (KGM)",163628,5369459,635688,19958572
2562,2,2,MM,10063099,005,KGM,"White non-glutinous rice of Thai Fragrant rice, Thai Jasmine rice, Thai Aromatic rice or any other names of same meaning 10 % (KGM)",120000,1680012,150000,2100015
2562,2,2,HK,10063099,007,KGM,"White non-glutinous rice of Thai Fragrant rice, Thai Jasmine rice, Thai Aromatic rice or any other names of same meaning 15 % (KGM)",110784,2500524,480064,11088965
2562,2,2,AO,10063099,009,KGM,"Other white non-glutinous rice 100 % Grade A (KGM)",60002,850149,60005,850764
2562,2,2,AE,10063099,010,KGM,"Other white non-glutinous rice 100 % Grade B (KGM)",26334479,377211360,83118940,1145821617
2562,2,2,AU,10063099,011,KGM,"Other white non-glutinous rice 100 % Grade C (KGM)",153605,2611237,310365,5198054
2562,2,2,AE,10063099,012,KGM,"Other white non-glutinous rice 5 % (KGM)",134722635,1684360996,353488483,4489171327
2562,2,2,AE,10063099,013,KGM,"Other white non-glutinous rice 10 % (KGM)",570200,7906108,1400600,19343100
2562,2,2,MZ,10063099,014,KGM,"Other white non-glutinous rice 15 %  (KGM)",2424760,34483870,17310234,219939865
2562,2,2,AU,10063099,015,KGM,"White non-glutinous rice of Japonica rice (as sample) (KGM)",55978,1619119,85639,2625359
2562,2,2,GA,10063099,018,KGM,"White non-glutinous rice 25 % (KGM)",14838928,176699545,135111580,1632557297
2562,2,2,PG,10063099,023,KGM,"White non-glutinous rice, vitamin coated (as sample) (KGM)",806000,15030880,2136000,39584767
2562,2,2,AO,10063099,090,KGM,"Other (KGM)",2433,297303,4475,838959
2562,2,2,CN,10063099,600,KGM,"White non-glutinous rice of Thai Fragrant rice, Thai Jasmine rice, Thai Aromatic rice or any other names of same meaning  (as sample) (KGM)",310247,9084744,653364,20049565
2562,2,2,BD,10063099,601,KGM,"Non-glutinous rice, semi-milled or wholly milled, n.e.s  (as sample) (KGM)",80446592,1021094423,161796601,2046135683
2562,2,2,AU,10063099,603,KGM,"Special mixed rice, semi-milled or wholly milled, n.e.s  (as sample) (KGM)",50060,2163537,94810,4124826
2562,2,2,HK,10064010,000,KGM,"Of a kind used for animal feed (KGM)",5,35,5,35
2562,2,2,AU,10064090,003,KGM,"Broken non-glutinous rice of Thai Hom Mali rice A1 Extra Super (KGM)",1644855,36343173,3373543,74396625
2562,2,2,GB,10064090,004,KGM,"Other broken non-glutinous rice A1 Extra Super (KGM)",319150,4727069,375123,5587687
2562,2,2,AT,10064090,005,KGM,"Broken non-glutinous rice of Thai Hom Mali rice A1 Super (KGM)",35027265,498132986,64757270,920064647
2562,2,2,AU,10064090,006,KGM,"Other broken non-glutinous rice A1 Super (KGM)",21696254,243070684,30592004,343709078
2562,2,2,CI,10064090,010,KGM,"Broken non-glutinous rice of Thai Fragant rice, Thai Jasmine rice, Thai Aromatic rice or any other names of same meaning A1 Extra Super  (KGM)",2043675,41180921,2615910,53248571
2562,2,2,BJ,10064090,012,KGM,"Broken non-glutinous rice of Thai Fragant rice, Thai Jasmine rice, Thai Aromatic rice or any other names of same meaning A1 Super  (KGM)",20533467,284603558,45547694,628499600
2562,2,2,NZ,10064090,018,KGM,"Broken rice parboiled A1 (KGM)",23000,336679,23000,336679
2562,2,2,BE,10064090,019,KGM,"Broken glutinous rice A1 (KGM)",8318580,155184653,14111460,264461883
2562,2,2,BE,10064090,501,KGM,"Broken non-glutinous rice of Thai Hom Mali rice A1 Super (Organic) (KGM)",0,0,40000,1012032
2562,2,2,CM,10064090,600,KGM,"Broken non-glutinous rice, n.e.s (as sample) (KGM)",6829175,78301376,9525075,118249079
2562,2,2,BE,10064090,602,KGM,"Broken glutinous rice, n.e.s (as sample) (KGM)",2651210,30812566,7930210,105736838
2562,2,2,NL,10064090,609,KGM,"Broken husked rice (cargo rice), n.e.s (as sample) (Organic) (KGM)",1060,32906,1060,32906
