Year,Month,Type,Country,"HS Code","Statistic Code","Unit Code",Description,"Quantity (Jul 2020)","FOB (BAHT)(Jul 2020)","Quantity (Jan - Jul 2020)","FOB (BAHT)(Jan - Jul 2020)"
2563,7,2,AU,10063099,007,KGM,"White non-glutinous rice of Thai Fragrant rice, Thai Jasmine rice, Thai Aromatic rice or any other names of same meaning 15 % (KGM)",618505,13702412,3031960,66210461
2563,7,2,AE,10063099,009,KGM,"Other white non-glutinous rice 100 % Grade A (KGM)",0,0,554015,9547842
2563,7,2,AE,10063099,010,KGM,"Other white non-glutinous rice 100 % Grade B (KGM)",28183256,395974273,259223256,3675593703
2563,7,2,FR,10063099,011,KGM,"Other white non-glutinous rice 100 % Grade C (KGM)",19000,333573,87300,1735809
2563,7,2,AE,10063099,012,KGM,"Other white non-glutinous rice 5 % (KGM)",71733006,1124872186,662863023,9786930259
2563,7,2,AE,10063099,013,KGM,"Other white non-glutinous rice 10 % (KGM)",1344784,21160243,13830178,207815433
2563,7,2,AE,10063099,014,KGM,"Other white non-glutinous rice 15 %  (KGM)",793735,15349896,8737770,147415822
2563,7,2,AE,10063099,015,KGM,"White non-glutinous rice of Japonica rice (as sample) (KGM)",54224,2031952,425688,14195046
2563,7,2,AE,10063099,018,KGM,"White non-glutinous rice 25 % (KGM)",19000,585215,2888893,44621564
2563,7,2,ZA,10063099,022,KGM,"White non-glutinous rice 45 % (KGM)",200000,2741271,650000,9168475
2563,7,2,PG,10063099,023,KGM,"White non-glutinous rice, vitamin coated (as sample) (KGM)",936000,20008980,6138250,120020626
2563,7,2,AU,10063099,090,KGM,"Other (KGM)",5610,1511098,26326,6294504
2563,7,2,AU,10063099,502,KGM,"White non-glutinous rice of Thai Fragrant rice, Thai Jasmine rice, Thai Aromatic rice or any other names of same meaning 100 % (Organic) (KGM)",75436,3573274,184508,9014587
2563,7,2,AU,10063099,600,KGM,"White non-glutinous rice of Thai Fragrant rice, Thai Jasmine rice, Thai Aromatic rice or any other names of same meaning  (as sample) (KGM)",303176,9266294,15072741,346831192
2563,7,2,BJ,10063099,601,KGM,"Non-glutinous rice, semi-milled or wholly milled, n.e.s  (as sample) (KGM)",39667565,612309190,214715049,2942141231
2563,7,2,AU,10063099,602,KGM,"Non-glutinous rice, semi-milled or wholly milled, n.e.s  (as sample) (Organic) (KGM)",0,0,280300,12806514
2563,7,2,AU,10063099,603,KGM,"Special mixed rice, semi-milled or wholly milled, n.e.s  (as sample) (KGM)",21624,1294331,288347,14215447
2563,7,2,HK,10064010,000,KGM,"Of a kind used for animal feed (KGM)",0,0,129,24398
2563,7,2,GB,10064090,001,KGM,"Husked rice (cargo rice), broken (as sample) (KGM)",0,0,40000,770707
2563,7,2,AE,10064090,003,KGM,"Broken non-glutinous rice of Thai Hom Mali rice A1 Extra Super (KGM)",401856,9268923,7552805,166827036
2563,7,2,CA,10064090,004,KGM,"Other broken non-glutinous rice A1 Extra Super (KGM)",136493,2431141,875477,13554211
2563,7,2,AE,10064090,005,KGM,"Broken non-glutinous rice of Thai Hom Mali rice A1 Super (KGM)",36363072,524177848,162419345,2401725153
2563,7,2,AE,10064090,006,KGM,"Other broken non-glutinous rice A1 Super (KGM)",4652795,56503836,30012054,366178284
2563,7,2,BJ,10064090,010,KGM,"Broken non-glutinous rice of Thai Fragant rice, Thai Jasmine rice, Thai Aromatic rice or any other names of same meaning A1 Extra Super  (KGM)",62824,1346887,722391,12622007
2563,7,2,BJ,10064090,012,KGM,"Broken non-glutinous rice of Thai Fragant rice, Thai Jasmine rice, Thai Aromatic rice or any other names of same meaning A1 Super  (KGM)",3683891,53223878,99632736,1370789377
2563,7,2,NZ,10064090,018,KGM,"Broken rice parboiled A1 (KGM)",0,0,69000,1134730
2563,7,2,BE,10064090,019,KGM,"Broken glutinous rice A1 (KGM)",7806700,215008289,64653550,1825180295
2563,7,2,BE,10064090,501,KGM,"Broken non-glutinous rice of Thai Hom Mali rice A1 Super (Organic) (KGM)",0,0,492000,12369731
2563,7,2,FR,10064090,600,KGM,"Broken non-glutinous rice, n.e.s (as sample) (KGM)",1499000,25083593,11423540,180536004
2563,7,2,CN,10064090,602,KGM,"Broken glutinous rice, n.e.s (as sample) (KGM)",1522700,30420719,12324000,231781744
2563,7,2,SG,10064090,604,KGM,"Broken husked rice (cargo rice), n.e.s (as sample) (KGM)",0,0,5000,141892
2563,7,2,US,10064090,605,KGM,"Broken non-glutinous rice, n.e.s (as sample) (Organic) (KGM)",38000,1170430,38000,1170430
2563,7,2,CN,10064090,606,KGM,"Broken rice parboiled, n.e.s. (as sample) (Organic) (KGM)",0,0,500000,5833657
2563,7,2,US,10064090,609,KGM,"Broken husked rice (cargo rice), n.e.s (as sample) (Organic) (KGM)",38000,760780,95000,1925345
