Year,Month,Type,Country,"HS Code","Statistic Code","Unit Code",Description,"Quantity (Oct 2021)","FOB (BAHT)(Oct 2021)","Quantity (Jan - Oct 2021)","FOB (BAHT)(Jan - Oct 2021)"
2564,10,2,CA,10062090,631,KGM,"Special mixed colour rice (cargo rice) (as sample) (organic) (KGM)",1860,133631,18924,1290202
2564,10,2,AU,10062090,632,KGM,"Husked colour rice, n.e.s. (as sample) (KGM)",0,0,22000,1910508
2564,10,2,GB,10062090,633,KGM,"Husked colour rice, n.e.s. (as sample) (organic) (KGM)",8802,1071734,45874,4981277
2564,10,2,SG,10063030,001,KGM,"Glutinous rice 100 %  (as sample) (KGM)",0,0,170,6712
2564,10,2,AE,10063030,003,KGM,"Glutinous rice 10 % (KGM)",10067677,194070824,98472336,2176965144
2564,10,2,VN,10063030,004,KGM,"Glutinous rice 15 %  (KGM)",0,0,23170,556259
2564,10,2,VN,10063030,005,KGM,"Glutinous rice 20 %  (KGM)",0,0,287560,4714055
2564,10,2,CN,10063030,006,KGM,"Glutinous rice 25 % (KGM)",665075,12532879,3120130,64301541
2564,10,2,LA,10063030,008,KGM,"Glutinous rice 35 %  (KGM)",120000,2879591,120000,2879591
2564,10,2,BE,10063030,601,KGM,"Glutinous rice semi-milled or wholly milled, n.e.s (as sample) (KGM)",240000,3799768,373480,6699832
2564,10,2,CA,10063030,602,KGM,"Glutinous rice semi-milled or wholly milled, n.e.s (as sample) (Organic) (KGM)",0,0,10502,435025
2564,10,2,AE,10063040,001,KGM,"White non-glutinous rice of Thai Hom Mali rice 100 %  (KGM)",96552913,2626992300,801772238,22785731724
2564,10,2,CA,10063040,004,KGM,"White non-glutinous rice of Thai Hom Mali rice 5 % (KGM)",1096000,23003098,1890579,43082680
2564,10,2,HK,10063040,005,KGM,"White non-glutinous rice of Thai Hom Mali rice 10 % (KGM)",100000,2872915,446120,14363739
2564,10,2,GB,10063040,006,KGM,"White non-glutinous rice of Thai Hom Mali rice 15 % (KGM)",45360,1259361,209610,5535411
2564,10,2,AT,10063040,500,KGM,"White non-glutinous rice of Thai Hom Mali rice 100 % (Organic) (KGM)",763913,35744486,11049597,516922120
2564,10,2,HK,10063040,515,KGM,"White non-glutinous rice of Thai Hom Mali rice 15 % (Organic) (KGM)",0,0,2700,237083
2564,10,2,AE,10063091,001,KGM,"Parboiled rice 100% Sortexed (KGM)",112731506,1472074919,929599874,13312916500
2564,10,2,AU,10063091,002,KGM,"Parboiled rice 100%  (KGM)",461330,8071101,5410403,91085839
2564,10,2,AE,10063091,003,KGM,"Parboiled rice 5% Sortexed (KGM)",81641000,1075818857,245991492,3322277756
2564,10,2,AU,10063091,004,KGM,"Parboiled rice 5%  (KGM)",5506810,76700258,10107195,150650549
2564,10,2,ZA,10063091,007,KGM,"Parboiled rice 15% (KGM)",0,0,759000,9389254
2564,10,2,BJ,10063091,600,KGM,"Parboiled rice (as sample) (KGM)",2000000,27898520,3499050,47297840
2564,10,2,AE,10063099,001,KGM,"White non-glutinous rice of Thai Fragrant rice, Thai Jasmine rice, Thai Aromatic rice or any other names of same meaning 100 % (KGM)",32766088,735765027,238906684,5571918852
2564,10,2,CA,10063099,003,KGM,"White non-glutinous rice of Thai Fragrant rice, Thai Jasmine rice, Thai Aromatic rice or any other names of same meaning 5 % (KGM)",454802,9493647,6887101,154377823
2564,10,2,AU,10063099,005,KGM,"White non-glutinous rice of Thai Fragrant rice, Thai Jasmine rice, Thai Aromatic rice or any other names of same meaning 10 % (KGM)",60030,960476,1669205,38217533
2564,10,2,AE,10063099,007,KGM,"White non-glutinous rice of Thai Fragrant rice, Thai Jasmine rice, Thai Aromatic rice or any other names of same meaning 15 % (KGM)",283440,5636821,3639969,80015061
2564,10,2,CM,10063099,009,KGM,"Other white non-glutinous rice 100 % Grade A (KGM)",0,0,1758409,28401215
2564,10,2,AM,10063099,010,KGM,"Other white non-glutinous rice 100 % Grade B (KGM)",72526497,1003523869,517402214,7881724144
2564,10,2,FR,10063099,011,KGM,"Other white non-glutinous rice 100 % Grade C (KGM)",25000,428793,71580,1643978
2564,10,2,AE,10063099,012,KGM,"Other white non-glutinous rice 5 % (KGM)",208883773,2772532071,919189622,12966212299
2564,10,2,AE,10063099,013,KGM,"Other white non-glutinous rice 10 % (KGM)",262800,4171351,6968800,105276597
2564,10,2,HK,10063099,014,KGM,"Other white non-glutinous rice 15 %  (KGM)",528754,8768657,7862711,144649494
2564,10,2,AE,10063099,015,KGM,"White non-glutinous rice of Japonica rice (as sample) (KGM)",114026,3927609,1875189,41135508
2564,10,2,GA,10063099,018,KGM,"White non-glutinous rice 25 % (KGM)",3120000,33600245,7387104,92390345
2564,10,2,ZA,10063099,022,KGM,"White non-glutinous rice 45 % (KGM)",850000,10383532,2300000,29650350
2564,10,2,NZ,10063099,023,KGM,"White non-glutinous rice, vitamin coated (as sample) (KGM)",293000,5087935,6805000,123834926
2564,10,2,CA,10063099,090,KGM,"Other (KGM)",5315,1717497,34077,8211569
2564,10,2,AE,10063099,502,KGM,"White non-glutinous rice of Thai Fragrant rice, Thai Jasmine rice, Thai Aromatic rice or any other names of same meaning 100 % (Organic) (KGM)",1200,82724,11695,624710
2564,10,2,AU,10063099,600,KGM,"White non-glutinous rice of Thai Fragrant rice, Thai Jasmine rice, Thai Aromatic rice or any other names of same meaning  (as sample) (KGM)",677558,13956543,6963835,161631984
2564,10,2,AU,10063099,601,KGM,"Non-glutinous rice, semi-milled or wholly milled, n.e.s  (as sample) (KGM)",8678311,139477194,132156989,2069294223
2564,10,2,AU,10063099,602,KGM,"Non-glutinous rice, semi-milled or wholly milled, n.e.s  (as sample) (Organic) (KGM)",0,0,40000,2046257
2564,10,2,AU,10063099,603,KGM,"Special mixed rice, semi-milled or wholly milled, n.e.s  (as sample) (KGM)",19975,852426,376903,16008209
2564,10,2,CH,10063099,604,KGM,"White non-glutinous rice of Thai Fragrant rice, Thai Jasmine rice, Thai Aromatic rice or any other names of same meaning  (as sample) (Organic) (KGM)",0,0,380,27546
2564,10,2,HK,10064010,000,KGM,"Of a kind used for animal feed (KGM)",12,297,31,999
2564,10,2,GB,10064090,001,KGM,"Husked rice (cargo rice), broken (as sample) (KGM)",0,0,96000,2043350
2564,10,2,AU,10064090,003,KGM,"Broken non-glutinous rice of Thai Hom Mali rice A1 Extra Super (KGM)",3108482,53281797,22834726,398118273
2564,10,2,CA,10064090,004,KGM,"Other broken non-glutinous rice A1 Extra Super (KGM)",204150,3217751,1167381,17558238
2564,10,2,AE,10064090,005,KGM,"Broken non-glutinous rice of Thai Hom Mali rice A1 Super (KGM)",13773030,202565126,163366073,2252694067
2564,10,2,CA,10064090,006,KGM,"Other broken non-glutinous rice A1 Super (KGM)",11593515,136971914,92141973,1129465592
2564,10,2,DE,10064090,010,KGM,"Broken non-glutinous rice of Thai Fragant rice, Thai Jasmine rice, Thai Aromatic rice or any other names of same meaning A1 Extra Super  (KGM)",297962,4157558,1901678,31357777
2564,10,2,BJ,10064090,012,KGM,"Broken non-glutinous rice of Thai Fragant rice, Thai Jasmine rice, Thai Aromatic rice or any other names of same meaning A1 Super  (KGM)",57587194,777063839,156513876,2082277958
2564,10,2,BE,10064090,019,KGM,"Broken glutinous rice A1 (KGM)",20856540,305679183,112262400,1807828637
2564,10,2,BE,10064090,501,KGM,"Broken non-glutinous rice of Thai Hom Mali rice A1 Super (Organic) (KGM)",42000,942026,646000,15607519
2564,10,2,FR,10064090,600,KGM,"Broken non-glutinous rice, n.e.s (as sample) (KGM)",881000,14669182,18298900,258188210
2564,10,2,CN,10064090,602,KGM,"Broken glutinous rice, n.e.s (as sample) (KGM)",700000,9416961,16840700,247636846
