Year,Month,Type,Country,"HS Code","Statistic Code","Unit Code",Description,"Quantity (Nov 2018)","FOB (BAHT)(Nov 2018)","Quantity (Jan - Nov 2018)","FOB (BAHT)(Jan - Nov 2018)"
2561,11,2,AU,10063040,005,KGM,"White non-glutinous rice of Thai Hom Mali rice 10 % (KGM)",59525,2346039,1525429,43425959
2561,11,2,CM,10063040,006,KGM,"White non-glutinous rice of Thai Hom Mali rice 15 % (KGM)",216230,7684814,868200,27956821
2561,11,2,AT,10063040,500,KGM,"White non-glutinous rice of Thai Hom Mali rice 100 % (Organic) (KGM)",533588,25405792,7937693,363362477
2561,11,2,GB,10063040,505,KGM,"White non-glutinous rice of Thai Hom Mali rice 5 % (Organic) (KGM)",4000,232020,38140,2078444
2561,11,2,AE,10063091,001,KGM,"Parboiled rice 100% Sortexed (KGM)",264127779,3311529023,1949342850,25360003167
2561,11,2,AE,10063091,002,KGM,"Parboiled rice 100%  (KGM)",2697723,36393718,25390389,361494451
2561,11,2,AE,10063091,003,KGM,"Parboiled rice 5% Sortexed (KGM)",68504100,851951909,467884672,5987481294
2561,11,2,AL,10063091,004,KGM,"Parboiled rice 5%  (KGM)",17229,139579,23536541,302283626
2561,11,2,ES,10063091,005,KGM,"Parboiled rice 10% Sortexed (KGM)",0,0,11580000,157347536
2561,11,2,MZ,10063091,007,KGM,"Parboiled rice 15% (KGM)",150000,2017211,22338000,277285941
2561,11,2,BD,10063091,600,KGM,"Parboiled rice (as sample) (KGM)",610900,10165138,49900500,620874077
2561,11,2,AE,10063099,001,KGM,"White non-glutinous rice of Thai Fragrant rice, Thai Jasmine rice, Thai Aromatic rice or any other names of same meaning 100 % (KGM)",29122668,764623199,210629145,5428760249
2561,11,2,AU,10063099,003,KGM,"White non-glutinous rice of Thai Fragrant rice, Thai Jasmine rice, Thai Aromatic rice or any other names of same meaning 5 % (KGM)",233717,7092203,1153875,34785488
2561,11,2,FR,10063099,005,KGM,"White non-glutinous rice of Thai Fragrant rice, Thai Jasmine rice, Thai Aromatic rice or any other names of same meaning 10 % (KGM)",0,0,24100,691819
2561,11,2,AU,10063099,007,KGM,"White non-glutinous rice of Thai Fragrant rice, Thai Jasmine rice, Thai Aromatic rice or any other names of same meaning 15 % (KGM)",332352,7743534,4515984,103043356
2561,11,2,AE,10063099,009,KGM,"Other white non-glutinous rice 100 % Grade A (KGM)",0,486,7456101,115578795
2561,11,2,AE,10063099,010,KGM,"Other white non-glutinous rice 100 % Grade B (KGM)",86081834,1170824167,428233817,6056443180
2561,11,2,AU,10063099,011,KGM,"Other white non-glutinous rice 100 % Grade C (KGM)",348250,5948521,3675410,62415413
2561,11,2,AE,10063099,012,KGM,"Other white non-glutinous rice 5 % (KGM)",172573450,2209315321,2827039951,37751316860
2561,11,2,AE,10063099,013,KGM,"Other white non-glutinous rice 10 % (KGM)",684000,10707683,17125655,234740999
2561,11,2,AE,10063099,014,KGM,"Other white non-glutinous rice 15 %  (KGM)",7802213,96684703,142692833,1873393384
2561,11,2,AE,10063099,015,KGM,"White non-glutinous rice of Japonica rice (as sample) (KGM)",54253,1776369,360410,13545311
2561,11,2,BJ,10063099,018,KGM,"White non-glutinous rice 25 % (KGM)",28329276,330190124,450457022,5844517212
2561,11,2,ZA,10063099,020,KGM,"White non-glutinous rice 35 % (KGM)",0,0,104000,1273818
2561,11,2,PG,10063099,023,KGM,"White non-glutinous rice, vitamin coated (as sample) (KGM)",805976,20706140,17441446,323259596
2561,11,2,AE,10063099,090,KGM,"Other (KGM)",2772,490648,12897,1735018
2561,11,2,US,10063099,502,KGM,"White non-glutinous rice of Thai Fragrant rice, Thai Jasmine rice, Thai Aromatic rice or any other names of same meaning 100 % (Organic) (KGM)",0,0,318917,17025615
2561,11,2,AO,10063099,600,KGM,"White non-glutinous rice of Thai Fragrant rice, Thai Jasmine rice, Thai Aromatic rice or any other names of same meaning  (as sample) (KGM)",233535,7846775,4580447,143578475
2561,11,2,AO,10063099,601,KGM,"Non-glutinous rice, semi-milled or wholly milled, n.e.s  (as sample) (KGM)",94951810,1194611602,1003192462,12351646525
2561,11,2,AU,10063099,603,KGM,"Special mixed rice, semi-milled or wholly milled, n.e.s  (as sample) (KGM)",39900,1754381,392617,17212330
2561,11,2,CH,10063099,604,KGM,"White non-glutinous rice of Thai Fragrant rice, Thai Jasmine rice, Thai Aromatic rice or any other names of same meaning  (as sample) (Organic) (KGM)",0,0,1600,130419
2561,11,2,HK,10064010,000,KGM,"Of a kind used for animal feed (KGM)",10,1000,495,223835
2561,11,2,HK,10064090,001,KGM,"Husked rice (cargo rice), broken (as sample) (KGM)",0,0,46059,835792
2561,11,2,AU,10064090,003,KGM,"Broken non-glutinous rice of Thai Hom Mali rice A1 Extra Super (KGM)",1412377,29638784,36278402,627279716
2561,11,2,CN,10064090,004,KGM,"Other broken non-glutinous rice A1 Extra Super (KGM)",76993,1250361,2569985,34722593
2561,11,2,AO,10064090,005,KGM,"Broken non-glutinous rice of Thai Hom Mali rice A1 Super (KGM)",38918714,532139195,326316183,4441076539
2561,11,2,AO,10064090,006,KGM,"Other broken non-glutinous rice A1 Super (KGM)",22161260,240720254,334440042,3731234057
2561,11,2,CG,10064090,010,KGM,"Broken non-glutinous rice of Thai Fragant rice, Thai Jasmine rice, Thai Aromatic rice or any other names of same meaning A1 Extra Super  (KGM)",1517430,30728910,2847424,55133352
2561,11,2,BJ,10064090,012,KGM,"Broken non-glutinous rice of Thai Fragant rice, Thai Jasmine rice, Thai Aromatic rice or any other names of same meaning A1 Super  (KGM)",31079575,445520710,181563087,2434846915
2561,11,2,NZ,10064090,018,KGM,"Broken rice parboiled A1 (KGM)",0,0,1354000,15649558
2561,11,2,BE,10064090,019,KGM,"Broken glutinous rice A1 (KGM)",12589515,219280424,152728020,2467092040
2561,11,2,BE,10064090,501,KGM,"Broken non-glutinous rice of Thai Hom Mali rice A1 Super (Organic) (KGM)",0,0,340000,9375144
2561,11,2,AO,10064090,600,KGM,"Broken non-glutinous rice, n.e.s (as sample) (KGM)",1641000,22408865,47554179,632656108
2561,11,2,HK,10064090,601,KGM,"Broken rice parboiled, n.e.s. (as sample) (KGM)",0,0,6,93
2561,11,2,BE,10064090,602,KGM,"Broken glutinous rice, n.e.s (as sample) (KGM)",4386000,59958103,39781982,551651984
2561,11,2,CI,10064090,603,KGM,"Broken non-glutinous rice of Thai Fragant rice, Thai Jasmine rice, Thai Aromatic rice or any other names of same meaning (as sample) (KGM)",0,0,2500003,25088496
2561,11,2,HK,10064090,604,KGM,"Broken husked rice (cargo rice), n.e.s (as sample) (KGM)",0,0,691,37213
