Year,Month,Type,Country,"HS Code","Statistic Code","Unit Code",Description,"Quantity (Mar 2022)","FOB (BAHT)(Mar 2022)","Quantity (Jan - Mar 2022)","FOB (BAHT)(Jan - Mar 2022)"
2565,3,2,AU,10063099,603,KGM,"Special mixed rice, semi-milled or wholly milled, n.e.s  (as sample) (KGM)",84850,3385812,151234,5836687
2565,3,2,HK,10064010,000,KGM,"Of a kind used for animal feed (KGM)",6,848,24,1596
2565,3,2,GB,10064090,001,KGM,"Husked rice (cargo rice), broken (as sample) (KGM)",0,0,20000,459799
2565,3,2,AU,10064090,003,KGM,"Broken non-glutinous rice of Thai Hom Mali rice A1 Extra Super (KGM)",1300502,22591679,3746724,66336402
2565,3,2,GB,10064090,004,KGM,"Other broken non-glutinous rice A1 Extra Super (KGM)",36000,725264,291193,4488536
2565,3,2,AO,10064090,005,KGM,"Broken non-glutinous rice of Thai Hom Mali rice A1 Super (KGM)",20315508,291595252,64541757,908920387
2565,3,2,CA,10064090,006,KGM,"Other broken non-glutinous rice A1 Super (KGM)",11104865,133836457,57871060,684044208
2565,3,2,DE,10064090,010,KGM,"Broken non-glutinous rice of Thai Fragant rice, Thai Jasmine rice, Thai Aromatic rice or any other names of same meaning A1 Extra Super  (KGM)",80211,1665483,153463,2913984
2565,3,2,BJ,10064090,012,KGM,"Broken non-glutinous rice of Thai Fragant rice, Thai Jasmine rice, Thai Aromatic rice or any other names of same meaning A1 Super  (KGM)",7342713,100563569,22325805,310194731
2565,3,2,BE,10064090,019,KGM,"Broken glutinous rice A1 (KGM)",2821340,39969709,11280390,162914018
2565,3,2,BE,10064090,501,KGM,"Broken non-glutinous rice of Thai Hom Mali rice A1 Super (Organic) (KGM)",63000,1510044,300000,7547148
2565,3,2,AU,10064090,600,KGM,"Broken non-glutinous rice, n.e.s (as sample) (KGM)",1692000,28712740,4454500,74964102
2565,3,2,CN,10064090,602,KGM,"Broken glutinous rice, n.e.s (as sample) (KGM)",2420000,29743547,6130490,78116605
2565,3,2,GB,10064090,604,KGM,"Broken husked rice (cargo rice), n.e.s (as sample) (KGM)",40030,882538,40030,882538
