Year,Month,Type,Country,"HS Code","Statistic Code","Unit Code",Description,"Quantity (Nov 2019)","FOB (BAHT)(Nov 2019)","Quantity (Jan - Nov 2019)","FOB (BAHT)(Jan - Nov 2019)"
2562,11,2,CA,10062090,630,KGM,"Special mixed colour rice (cargo rice) (as sample) (KGM)",5520,310909,13536,784928
2562,11,2,HK,10062090,632,KGM,"Husked colour rice, n.e.s. (as sample) (KGM)",3024,253137,5532,488519
2562,11,2,HK,10062090,633,KGM,"Husked colour rice, n.e.s. (as sample) (organic) (KGM)",1120,91771,3280,287915
2562,11,2,LA,10063030,001,KGM,"Glutinous rice 100 %  (as sample) (KGM)",30000,907800,273085,6037498
2562,11,2,MM,10063030,002,KGM,"Glutinous rice 5 %  (as sample) (KGM)",0,0,60000,720005
2562,11,2,AE,10063030,003,KGM,"Glutinous rice 10 % (KGM)",7523289,268249827,77577153,2124065944
2562,11,2,LA,10063030,004,KGM,"Glutinous rice 15 %  (KGM)",0,0,753525,17640809
2562,11,2,VN,10063030,005,KGM,"Glutinous rice 20 %  (KGM)",15680,258842,579180,9331852
2562,11,2,LA,10063030,006,KGM,"Glutinous rice 25 % (KGM)",171195,5074509,2454070,53464228
2562,11,2,AE,10063030,600,KGM,"Black Glutinous rice (as sample) (KGM)",0,0,966687,61919983
2562,11,2,CH,10063030,601,KGM,"Glutinous rice semi-milled or wholly milled, n.e.s (as sample) (KGM)",0,0,226136,4610028
2562,11,2,AE,10063040,001,KGM,"White non-glutinous rice of Thai Hom Mali rice 100 %  (KGM)",121924964,4390755090,969510242,35832362226
2562,11,2,CA,10063040,004,KGM,"White non-glutinous rice of Thai Hom Mali rice 5 % (KGM)",880800,29390828,3280467,113898567
2562,11,2,DE,10063040,005,KGM,"White non-glutinous rice of Thai Hom Mali rice 10 % (KGM)",0,0,1458451,43934484
2562,11,2,PH,10063040,006,KGM,"White non-glutinous rice of Thai Hom Mali rice 15 % (KGM)",0,0,116240,3989825
2562,11,2,AT,10063040,500,KGM,"White non-glutinous rice of Thai Hom Mali rice 100 % (Organic) (KGM)",713735,32709991,9046923,426410303
2562,11,2,HK,10063040,505,KGM,"White non-glutinous rice of Thai Hom Mali rice 5 % (Organic) (KGM)",0,0,44985,2522973
2562,11,2,HK,10063040,515,KGM,"White non-glutinous rice of Thai Hom Mali rice 15 % (Organic) (KGM)",0,0,3018,282379
2562,11,2,AE,10063091,001,KGM,"Parboiled rice 100% Sortexed (KGM)",132482544,1620251819,1768839168,21898355744
2562,11,2,AE,10063091,002,KGM,"Parboiled rice 100%  (KGM)",2669608,34957250,26213024,354697278
2562,11,2,AE,10063091,003,KGM,"Parboiled rice 5% Sortexed (KGM)",5238927,63485906,266713122,3229636478
2562,11,2,AL,10063091,004,KGM,"Parboiled rice 5%  (KGM)",132996,1999180,6136013,79240263
2562,11,2,ES,10063091,005,KGM,"Parboiled rice 10% Sortexed (KGM)",0,0,385000,5169719
2562,11,2,LA,10063091,007,KGM,"Parboiled rice 15% (KGM)",24300,413100,974300,11824237
2562,11,2,BJ,10063091,600,KGM,"Parboiled rice (as sample) (KGM)",520000,5883964,8410510,96437377
2562,11,2,AE,10063099,001,KGM,"White non-glutinous rice of Thai Fragrant rice, Thai Jasmine rice, Thai Aromatic rice or any other names of same meaning 100 % (KGM)",25368734,601168235,295484791,7455817274
2562,11,2,AE,10063099,003,KGM,"White non-glutinous rice of Thai Fragrant rice, Thai Jasmine rice, Thai Aromatic rice or any other names of same meaning 5 % (KGM)",334613,8599405,3729565,106765841
2562,11,2,AU,10063099,005,KGM,"White non-glutinous rice of Thai Fragrant rice, Thai Jasmine rice, Thai Aromatic rice or any other names of same meaning 10 % (KGM)",133000,2253597,553000,7914753
2562,11,2,AU,10063099,007,KGM,"White non-glutinous rice of Thai Fragrant rice, Thai Jasmine rice, Thai Aromatic rice or any other names of same meaning 15 % (KGM)",616325,12767594,4375050,96236978
2562,11,2,AO,10063099,009,KGM,"Other white non-glutinous rice 100 % Grade A (KGM)",2,36,2680016,36192840
2562,11,2,AE,10063099,010,KGM,"Other white non-glutinous rice 100 % Grade B (KGM)",55108430,695581274,448479773,5945653567
2562,11,2,AU,10063099,011,KGM,"Other white non-glutinous rice 100 % Grade C (KGM)",50640,804152,729278,11867731
2562,11,2,AE,10063099,012,KGM,"Other white non-glutinous rice 5 % (KGM)",114575477,1437133130,1455338240,18357253962
2562,11,2,AE,10063099,013,KGM,"Other white non-glutinous rice 10 % (KGM)",6932400,103656088,22831480,327665480
2562,11,2,AU,10063099,014,KGM,"Other white non-glutinous rice 15 %  (KGM)",862687,11723630,28665342,372084363
2562,11,2,AE,10063099,015,KGM,"White non-glutinous rice of Japonica rice (as sample) (KGM)",34183,996243,620162,18958522
2562,11,2,US,10063099,016,KGM,"White non-glutinous rice of Basmati rice (as sample) (KGM)",0,0,1800,170460
2562,11,2,CD,10063099,018,KGM,"White non-glutinous rice 25 % (KGM)",964538,11838707,158409832,1906331967
2562,11,2,PG,10063099,023,KGM,"White non-glutinous rice, vitamin coated (as sample) (KGM)",1259000,23443387,10051976,187500969
2562,11,2,AE,10063099,090,KGM,"Other (KGM)",4240,734494,29683,5250224
2562,11,2,HK,10063099,502,KGM,"White non-glutinous rice of Thai Fragrant rice, Thai Jasmine rice, Thai Aromatic rice or any other names of same meaning 100 % (Organic) (KGM)",2400,126060,127720,5861226
2562,11,2,AO,10063099,600,KGM,"White non-glutinous rice of Thai Fragrant rice, Thai Jasmine rice, Thai Aromatic rice or any other names of same meaning  (as sample) (KGM)",442900,13813982,5026649,156426057
2562,11,2,AO,10063099,601,KGM,"Non-glutinous rice, semi-milled or wholly milled, n.e.s  (as sample) (KGM)",31695300,398469050,666432930,8363306072
2562,11,2,AU,10063099,603,KGM,"Special mixed rice, semi-milled or wholly milled, n.e.s  (as sample) (KGM)",48885,2342016,481433,23234269
2562,11,2,HK,10064010,000,KGM,"Of a kind used for animal feed (KGM)",0,0,99007,509564
2562,11,2,AU,10064090,003,KGM,"Broken non-glutinous rice of Thai Hom Mali rice A1 Extra Super (KGM)",958490,22135625,11711979,271629183
2562,11,2,GB,10064090,004,KGM,"Other broken non-glutinous rice A1 Extra Super (KGM)",394400,5207472,2215095,31460550
2562,11,2,AT,10064090,005,KGM,"Broken non-glutinous rice of Thai Hom Mali rice A1 Super (KGM)",13650393,209139049,263993266,3934858148
2562,11,2,AU,10064090,006,KGM,"Other broken non-glutinous rice A1 Super (KGM)",17866500,200297708,153692778,1706012778
2562,11,2,CI,10064090,010,KGM,"Broken non-glutinous rice of Thai Fragant rice, Thai Jasmine rice, Thai Aromatic rice or any other names of same meaning A1 Extra Super  (KGM)",351070,5994105,5439169,108555851
2562,11,2,AU,10064090,012,KGM,"Broken non-glutinous rice of Thai Fragant rice, Thai Jasmine rice, Thai Aromatic rice or any other names of same meaning A1 Super  (KGM)",7490845,109006000,153868087,2215448914
2562,11,2,NZ,10064090,018,KGM,"Broken rice parboiled A1 (KGM)",0,0,92000,1374984
2562,11,2,BE,10064090,019,KGM,"Broken glutinous rice A1 (KGM)",8976580,216675484,77554020,1538590961
2562,11,2,BE,10064090,501,KGM,"Broken non-glutinous rice of Thai Hom Mali rice A1 Super (Organic) (KGM)",60000,1404660,439940,10666216
2562,11,2,CM,10064090,600,KGM,"Broken non-glutinous rice, n.e.s (as sample) (KGM)",2922000,43195023,28181225,383301608
2562,11,2,BE,10064090,602,KGM,"Broken glutinous rice, n.e.s (as sample) (KGM)",2433490,36839972,36568142,526350977
2562,11,2,GB,10064090,604,KGM,"Broken husked rice (cargo rice), n.e.s (as sample) (KGM)",20000,312147,20000,312147
2562,11,2,DE,10064090,608,KGM,"Broken non-glutinous rice of Thai Fragant rice, Thai Jasmine rice, Thai Aromatic rice or any other names of same meaning (as sample) (Organic) (KGM)",0,0,6,474
2562,11,2,NL,10064090,609,KGM,"Broken husked rice (cargo rice), n.e.s (as sample) (Organic) (KGM)",0,0,39060,788212
