Year,Month,Type,Country,"HS Code","Statistic Code","Unit Code",Description,"Quantity (Sept 2021)","FOB (BAHT)(Sept 2021)","Quantity (Jan - Sept 2021)","FOB (BAHT)(Jan - Sept 2021)"
2564,9,2,SG,10063030,001,KGM,"Glutinous rice 100 %  (as sample) (KGM)",0,0,170,6712
2564,9,2,AE,10063030,003,KGM,"Glutinous rice 10 % (KGM)",10683575,220681880,88404659,1982894320
2564,9,2,VN,10063030,004,KGM,"Glutinous rice 15 %  (KGM)",0,0,23170,556259
2564,9,2,VN,10063030,005,KGM,"Glutinous rice 20 %  (KGM)",0,0,287560,4714055
2564,9,2,LA,10063030,006,KGM,"Glutinous rice 25 % (KGM)",785745,13013410,2455055,51768662
2564,9,2,BE,10063030,601,KGM,"Glutinous rice semi-milled or wholly milled, n.e.s (as sample) (KGM)",2160,88921,133480,2900064
2564,9,2,CA,10063030,602,KGM,"Glutinous rice semi-milled or wholly milled, n.e.s (as sample) (Organic) (KGM)",0,0,10502,435025
2564,9,2,AE,10063040,001,KGM,"White non-glutinous rice of Thai Hom Mali rice 100 %  (KGM)",89939773,2510185604,705219325,20158739424
2564,9,2,CA,10063040,004,KGM,"White non-glutinous rice of Thai Hom Mali rice 5 % (KGM)",52000,1234402,794579,20079582
2564,9,2,HK,10063040,005,KGM,"White non-glutinous rice of Thai Hom Mali rice 10 % (KGM)",0,0,346120,11490824
2564,9,2,GB,10063040,006,KGM,"White non-glutinous rice of Thai Hom Mali rice 15 % (KGM)",2000,46222,164250,4276050
2564,9,2,AT,10063040,500,KGM,"White non-glutinous rice of Thai Hom Mali rice 100 % (Organic) (KGM)",606612,30619278,10285684,481177634
2564,9,2,HK,10063040,515,KGM,"White non-glutinous rice of Thai Hom Mali rice 15 % (Organic) (KGM)",0,0,2700,237083
2564,9,2,AE,10063091,001,KGM,"Parboiled rice 100% Sortexed (KGM)",125560325,1654714555,816868368,11840841581
2564,9,2,AU,10063091,002,KGM,"Parboiled rice 100%  (KGM)",483460,8192218,4949073,83014738
2564,9,2,AE,10063091,003,KGM,"Parboiled rice 5% Sortexed (KGM)",50463000,664895707,164350492,2246458899
2564,9,2,AU,10063091,004,KGM,"Parboiled rice 5%  (KGM)",86000,1450392,4600385,73950291
2564,9,2,ZA,10063091,007,KGM,"Parboiled rice 15% (KGM)",0,0,759000,9389254
2564,9,2,BJ,10063091,600,KGM,"Parboiled rice (as sample) (KGM)",0,0,1499050,19399320
2564,9,2,AE,10063099,001,KGM,"White non-glutinous rice of Thai Fragrant rice, Thai Jasmine rice, Thai Aromatic rice or any other names of same meaning 100 % (KGM)",26979394,640532698,206140596,4836153825
2564,9,2,CA,10063099,003,KGM,"White non-glutinous rice of Thai Fragrant rice, Thai Jasmine rice, Thai Aromatic rice or any other names of same meaning 5 % (KGM)",1729907,35350609,6432299,144884176
2564,9,2,AU,10063099,005,KGM,"White non-glutinous rice of Thai Fragrant rice, Thai Jasmine rice, Thai Aromatic rice or any other names of same meaning 10 % (KGM)",166845,2632208,1609175,37257057
2564,9,2,AE,10063099,007,KGM,"White non-glutinous rice of Thai Fragrant rice, Thai Jasmine rice, Thai Aromatic rice or any other names of same meaning 15 % (KGM)",680353,14942644,3356529,74378240
2564,9,2,CM,10063099,009,KGM,"Other white non-glutinous rice 100 % Grade A (KGM)",0,0,1758409,28401215
2564,9,2,AM,10063099,010,KGM,"Other white non-glutinous rice 100 % Grade B (KGM)",59428756,840193021,444875717,6878200275
2564,9,2,FR,10063099,011,KGM,"Other white non-glutinous rice 100 % Grade C (KGM)",20400,474638,46580,1215185
2564,9,2,AE,10063099,012,KGM,"Other white non-glutinous rice 5 % (KGM)",165884042,2253509072,710305849,10193680228
2564,9,2,AE,10063099,013,KGM,"Other white non-glutinous rice 10 % (KGM)",585000,8625099,6706000,101105246
2564,9,2,HK,10063099,014,KGM,"Other white non-glutinous rice 15 %  (KGM)",608796,10672296,7333957,135880837
2564,9,2,AE,10063099,015,KGM,"White non-glutinous rice of Japonica rice (as sample) (KGM)",78693,2643436,1761163,37207899
2564,9,2,GA,10063099,018,KGM,"White non-glutinous rice 25 % (KGM)",1560000,20207113,4267104,58790100
2564,9,2,ZA,10063099,022,KGM,"White non-glutinous rice 45 % (KGM)",250000,3136520,1450000,19266818
2564,9,2,NZ,10063099,023,KGM,"White non-glutinous rice, vitamin coated (as sample) (KGM)",932000,16211288,6512000,118746991
2564,9,2,CA,10063099,090,KGM,"Other (KGM)",2739,605445,28762,6494072
2564,9,2,AE,10063099,502,KGM,"White non-glutinous rice of Thai Fragrant rice, Thai Jasmine rice, Thai Aromatic rice or any other names of same meaning 100 % (Organic) (KGM)",0,0,10495,541986
2564,9,2,AU,10063099,600,KGM,"White non-glutinous rice of Thai Fragrant rice, Thai Jasmine rice, Thai Aromatic rice or any other names of same meaning  (as sample) (KGM)",597700,13261844,6286277,147675441
2564,9,2,AU,10063099,601,KGM,"Non-glutinous rice, semi-milled or wholly milled, n.e.s  (as sample) (KGM)",20771000,340314138,123478678,1929817029
2564,9,2,AU,10063099,602,KGM,"Non-glutinous rice, semi-milled or wholly milled, n.e.s  (as sample) (Organic) (KGM)",0,0,40000,2046257
2564,9,2,AU,10063099,603,KGM,"Special mixed rice, semi-milled or wholly milled, n.e.s  (as sample) (KGM)",64670,2849211,356928,15155783
2564,9,2,CH,10063099,604,KGM,"White non-glutinous rice of Thai Fragrant rice, Thai Jasmine rice, Thai Aromatic rice or any other names of same meaning  (as sample) (Organic) (KGM)",0,0,380,27546
2564,9,2,HK,10064010,000,KGM,"Of a kind used for animal feed (KGM)",1,528,19,702
2564,9,2,GB,10064090,001,KGM,"Husked rice (cargo rice), broken (as sample) (KGM)",36000,814175,96000,2043350
2564,9,2,AU,10064090,003,KGM,"Broken non-glutinous rice of Thai Hom Mali rice A1 Extra Super (KGM)",589641,12421422,19726244,344836476
2564,9,2,CA,10064090,004,KGM,"Other broken non-glutinous rice A1 Extra Super (KGM)",176388,2592729,963231,14340487
2564,9,2,AE,10064090,005,KGM,"Broken non-glutinous rice of Thai Hom Mali rice A1 Super (KGM)",14065817,199380191,149593043,2050128941
2564,9,2,CA,10064090,006,KGM,"Other broken non-glutinous rice A1 Super (KGM)",19235565,221812442,80548458,992493678
2564,9,2,DE,10064090,010,KGM,"Broken non-glutinous rice of Thai Fragant rice, Thai Jasmine rice, Thai Aromatic rice or any other names of same meaning A1 Extra Super  (KGM)",108210,2161185,1603716,27200219
2564,9,2,BJ,10064090,012,KGM,"Broken non-glutinous rice of Thai Fragant rice, Thai Jasmine rice, Thai Aromatic rice or any other names of same meaning A1 Super  (KGM)",12922926,178929164,98926682,1305214119
2564,9,2,BE,10064090,019,KGM,"Broken glutinous rice A1 (KGM)",22012200,309599043,91405860,1502149454
2564,9,2,BE,10064090,501,KGM,"Broken non-glutinous rice of Thai Hom Mali rice A1 Super (Organic) (KGM)",20000,449018,604000,14665493
2564,9,2,FR,10064090,600,KGM,"Broken non-glutinous rice, n.e.s (as sample) (KGM)",1893400,31688305,17417900,243519028
2564,9,2,CN,10064090,602,KGM,"Broken glutinous rice, n.e.s (as sample) (KGM)",4412000,58020006,16140700,238219885
