Year,Month,Type,Country,"HS Code","Statistic Code","Unit Code",Description,"Quantity (Aug 2022)","FOB (BAHT)(Aug 2022)","Quantity (Jan - Aug 2022)","FOB (BAHT)(Jan - Aug 2022)"
2565,8,2,CO,10062090,601,KGM,"Husked rice (cargo rice) of Thai Fragrant rice, Thai Jasmine rice, Thai Aromatic rice or any other names of same meaning (as sample) (KGM)",32509,1591071,317825,13654752
2565,8,2,AU,10062090,604,KGM,"Husked rice, n.e.s. (as sample) (KGM)",157350,5612924,2206977,63596431
2565,8,2,HK,10062090,605,KGM,"Husked rice (cargo rice) of Thai Fragrant rice, Thai Jasmine rice, Thai Aromatic rice or any other names of same meaning (as sample)  (Organic) (KGM)",11215,617571,178615,9692447
2565,8,2,AE,10062090,606,KGM,"Husked Black, Dark purple,  and Purple  rice (cargo rice) Prime quality (KGM)",13551,1003548,775369,46604781
2565,8,2,AU,10062090,607,KGM,"Husked Black, Dark purple,  and Purple  rice (cargo rice) Superb quality (KGM)",60576,3516158,859295,44473929
2565,8,2,AE,10062090,608,KGM,"Husked Black, Dark purple,  and Purple  rice (cargo rice) Prime quality  (Organic) (KGM)",6002,510856,207248,14220969
2565,8,2,AU,10062090,609,KGM,"Husked Black, Dark purple,  and Purple  rice (cargo rice) Superb quality (Organic) (KGM)",2940,366547,65982,5177015
2565,8,2,AU,10062090,610,KGM,"Husked Black, Dark purple,  and Purple  rice (cargo rice) (as sample) (KGM)",2000,127903,21500,1302183
2565,8,2,AE,10062090,612,KGM,"Husked Red rice (cargo rice) Prime quality (KGM)",90586,4256187,1276943,51821293
2565,8,2,AU,10062090,613,KGM,"Husked Red rice (cargo rice) Superb quality (KGM)",150735,7189543,1869945,74788235
2565,8,2,AE,10062090,614,KGM,"Husked Red rice (cargo rice) Prime quality  (Organic) (KGM)",62878,4365293,231998,15524415
2565,8,2,CH,10062090,615,KGM,"Husked Red rice (cargo rice) Superb quality (Organic) (KGM)",1920,159750,209160,11501950
2565,8,2,AU,10062090,616,KGM,"Husked Red rice (cargo rice) (as sample) (KGM)",0,0,4000,152829
2565,8,2,AE,10062090,618,KGM,"Husked Black, Dark purple,  and Purple Glutinous rice (cargo rice) Best quality (KGM)",107097,7053234,872270,49942225
2565,8,2,AE,10062090,619,KGM,"Husked Black, Dark purple,  and Purple  Glutinous rice (cargo rice) Standard  quality (KGM)",24880,1874448,629466,36006638
2565,8,2,AU,10062090,622,KGM,"Husked Black, Dark purple,  and Purple Glutinous rice (cargo rice)  (as sample) (KGM)",3000,255260,18500,1412589
2565,8,2,CA,10062090,630,KGM,"Special mixed colour rice (cargo rice) (as sample) (KGM)",8604,336666,101137,4718699
2565,8,2,CA,10062090,631,KGM,"Special mixed colour rice (cargo rice) (as sample) (organic) (KGM)",3720,258387,28800,1923979
2565,8,2,AU,10062090,632,KGM,"Husked colour rice, n.e.s. (as sample) (KGM)",0,0,15800,1781270
2565,8,2,HK,10062090,633,KGM,"Husked colour rice, n.e.s. (as sample) (organic) (KGM)",5360,619038,26980,3193625
2565,8,2,KR,10063030,001,KGM,"Glutinous rice 100 %  (as sample) (KGM)",0,0,8,922
2565,8,2,US,10063030,002,KGM,"Glutinous rice 5 %  (as sample) (KGM)",0,0,2,854
2565,8,2,AE,10063030,003,KGM,"Glutinous rice 10 % (KGM)",3652986,95811892,84958025,1814541874
2565,8,2,FR,10063030,006,KGM,"Glutinous rice 25 % (KGM)",624260,13408421,3189255,67588813
2565,8,2,FR,10063030,500,KGM,"Glutinous rice semi-milled or wholly milled, n.e.s (Organic) (KGM)",0,0,11385,586415
2565,8,2,AU,10063030,601,KGM,"Glutinous rice semi-milled or wholly milled, n.e.s (as sample) (KGM)",4000,279857,1154710,20572131
2565,8,2,AE,10063040,001,KGM,"White non-glutinous rice of Thai Hom Mali rice 100 %  (KGM)",75584490,2532377220,835785777,23868480076
2565,8,2,CA,10063040,004,KGM,"White non-glutinous rice of Thai Hom Mali rice 5 % (KGM)",223097,7294667,1879496,48561038
2565,8,2,US,10063040,005,KGM,"White non-glutinous rice of Thai Hom Mali rice 10 % (KGM)",87155,2508974,1255845,30839573
2565,8,2,GB,10063040,006,KGM,"White non-glutinous rice of Thai Hom Mali rice 15 % (KGM)",49000,1580740,110200,3437604
2565,8,2,AT,10063040,500,KGM,"White non-glutinous rice of Thai Hom Mali rice 100 % (Organic) (KGM)",1739505,84348541,10294278,475823939
2565,8,2,AE,10063070,001,KGM,"White non-glutinous rice of Thai Fragrant rice, Thai Jasmine rice, Thai Aromatic rice or any other names of same meaning 100 %  (KGM)",48761859,1297130397,243579852,6132259081
2565,8,2,CG,10063070,002,KGM,"White non-glutinous rice of Thai Fragrant rice, Thai Jasmine rice, Thai Aromatic rice or any other names of same meaning 5 %  (KGM)",24000,542223,3887732,91795674
2565,8,2,AU,10063070,003,KGM,"White non-glutinous rice of Thai Fragrant rice, Thai Jasmine rice, Thai Aromatic rice or any other names of same meaning 10 %  (KGM)",106600,2036601,1287200,31174395
2565,8,2,AE,10063070,004,KGM,"White non-glutinous rice of Thai Fragrant rice, Thai Jasmine rice, Thai Aromatic rice or any other names of same meaning 15 %  (KGM)",387195,9781949,3379121,73967309
2565,8,2,AE,10063070,501,KGM,"White non-glutinous rice of Thai Fragrant rice, Thai Jasmine rice, Thai Aromatic rice or any other names of same meaning 100 % (Organic) (KGM)",0,0,3000,142938
2565,8,2,AU,10063070,600,KGM,"White non-glutinous rice of Thai Fragrant rice, Thai Jasmine rice, Thai Aromatic rice or any other names of same meaning  (as sample) (KGM)",157860,5185087,4147704,109827768
2565,8,2,CH,10063070,601,KGM,"White non-glutinous rice of Thai Fragrant rice, Thai Jasmine rice, Thai Aromatic rice or any other names of same meaning  (as sample) (Organic) (KGM)",0,0,300,21069
2565,8,2,AE,10063091,001,KGM,"Parboiled rice 100% Sortexed (KGM)",100300662,1472982942,728297820,10158184764
2565,8,2,AE,10063091,002,KGM,"Parboiled rice 100%  (KGM)",673882,11588269,5599612,93155431
2565,8,2,AL,10063091,003,KGM,"Parboiled rice 5% Sortexed (KGM)",29298000,434462053,88416500,1213162884
2565,8,2,AU,10063091,004,KGM,"Parboiled rice 5%  (KGM)",28250,657372,1614962,25623331
2565,8,2,AU,10063091,600,KGM,"Parboiled rice (as sample) (KGM)",560000,8147917,1082000,15849856
2565,8,2,GH,10063099,009,KGM,"Other white non-glutinous rice 100 % Grade A (KGM)",0,0,288000,5876356
2565,8,2,AE,10063099,010,KGM,"Other white non-glutinous rice 100 % Grade B (KGM)",228469830,3457732202,1339319433,18603741041
2565,8,2,KR,10063099,011,KGM,"Other white non-glutinous rice 100 % Grade C (KGM)",0,0,58000,1138446
2565,8,2,AE,10063099,012,KGM,"Other white non-glutinous rice 5 % (KGM)",105162426,1597497204,635680512,8833121997
2565,8,2,AE,10063099,013,KGM,"Other white non-glutinous rice 10 % (KGM)",119240,2022294,5458040,78390843
2565,8,2,EG,10063099,014,KGM,"Other white non-glutinous rice 15 %  (KGM)",4831115,73625876,17527146,260572243
2565,8,2,AE,10063099,015,KGM,"White non-glutinous rice of Japonica rice (as sample) (KGM)",138788,5109884,663782,22904821
2565,8,2,GA,10063099,018,KGM,"White non-glutinous rice 25 % (KGM)",0,0,6876084,98904167
2565,8,2,US,10063099,022,KGM,"White non-glutinous rice 45 % (KGM)",0,0,1103500,18846444
2565,8,2,PG,10063099,023,KGM,"White non-glutinous rice, vitamin coated (as sample) (KGM)",769000,15848058,5607000,106585919
2565,8,2,BD,10063099,090,KGM,"Other (KGM)",1888,519973,18933,4074048
2565,8,2,BD,10063099,601,KGM,"Non-glutinous rice, semi-milled or wholly milled, n.e.s  (as sample) (KGM)",5281541,92817414,157270443,2371713714
2565,8,2,AU,10063099,603,KGM,"Special mixed rice, semi-milled or wholly milled, n.e.s  (as sample) (KGM)",51280,2542643,379013,14948847
2565,8,2,HK,10064010,000,KGM,"Of a kind used for animal feed (KGM)",2,1086,39,2753
2565,8,2,AE,10064090,001,KGM,"Husked rice (cargo rice), broken (as sample) (KGM)",0,0,20050,462624
2565,8,2,AU,10064090,003,KGM,"Broken non-glutinous rice of Thai Hom Mali rice A1 Extra Super (KGM)",727118,15919629,7179512,136994939
2565,8,2,GB,10064090,004,KGM,"Other broken non-glutinous rice A1 Extra Super (KGM)",178343,3035672,798322,13038280
2565,8,2,AO,10064090,005,KGM,"Broken non-glutinous rice of Thai Hom Mali rice A1 Super (KGM)",20176505,317447039,210570086,3062035053
2565,8,2,BJ,10064090,006,KGM,"Other broken non-glutinous rice A1 Super (KGM)",25401560,360204640,119105914,1528760718
2565,8,2,DE,10064090,010,KGM,"Broken non-glutinous rice of Thai Fragant rice, Thai Jasmine rice, Thai Aromatic rice or any other names of same meaning A1 Extra Super  (KGM)",64566,1330231,817777,15151252
2565,8,2,BE,10064090,012,KGM,"Broken non-glutinous rice of Thai Fragant rice, Thai Jasmine rice, Thai Aromatic rice or any other names of same meaning A1 Super  (KGM)",2052527,33116501,66105092,960548433
2565,8,2,BE,10064090,019,KGM,"Broken glutinous rice A1 (KGM)",22571160,367634562,88432610,1348323727
2565,8,2,BE,10064090,501,KGM,"Broken non-glutinous rice of Thai Hom Mali rice A1 Super (Organic) (KGM)",84000,2448748,624000,16311683
2565,8,2,AU,10064090,600,KGM,"Broken non-glutinous rice, n.e.s (as sample) (KGM)",2148000,42043963,13706500,245029625
2565,8,2,CN,10064090,602,KGM,"Broken glutinous rice, n.e.s (as sample) (KGM)",1813600,26530653,13524090,184558481
2565,8,2,GB,10064090,604,KGM,"Broken husked rice (cargo rice), n.e.s (as sample) (KGM)",0,0,100090,2276154
