Year,Month,Type,Country,"HS Code","Statistic Code","Unit Code",Description,"Quantity (Apr 2022)","FOB (BAHT)(Apr 2022)","Quantity (Jan - Apr 2022)","FOB (BAHT)(Jan - Apr 2022)"
2565,4,2,AE,10063070,001,KGM,"White non-glutinous rice of Thai Fragrant rice, Thai Jasmine rice, Thai Aromatic rice or any other names of same meaning 100 %  (KGM)",33680590,789130375,113526465,2648871869
2565,4,2,FR,10063070,002,KGM,"White non-glutinous rice of Thai Fragrant rice, Thai Jasmine rice, Thai Aromatic rice or any other names of same meaning 5 %  (KGM)",458048,11688960,3332901,77698727
2565,4,2,AU,10063070,003,KGM,"White non-glutinous rice of Thai Fragrant rice, Thai Jasmine rice, Thai Aromatic rice or any other names of same meaning 10 %  (KGM)",233000,5733396,464600,11087302
2565,4,2,AE,10063070,004,KGM,"White non-glutinous rice of Thai Fragrant rice, Thai Jasmine rice, Thai Aromatic rice or any other names of same meaning 15 %  (KGM)",450919,9233384,1537494,31774135
2565,4,2,AE,10063070,501,KGM,"White non-glutinous rice of Thai Fragrant rice, Thai Jasmine rice, Thai Aromatic rice or any other names of same meaning 100 % (Organic) (KGM)",0,0,3000,142938
2565,4,2,AU,10063070,600,KGM,"White non-glutinous rice of Thai Fragrant rice, Thai Jasmine rice, Thai Aromatic rice or any other names of same meaning  (as sample) (KGM)",614080,16978344,1995110,49479704
2565,4,2,CH,10063070,601,KGM,"White non-glutinous rice of Thai Fragrant rice, Thai Jasmine rice, Thai Aromatic rice or any other names of same meaning  (as sample) (Organic) (KGM)",0,0,220,15451
2565,4,2,AE,10063091,001,KGM,"Parboiled rice 100% Sortexed (KGM)",83916811,1126098020,277963140,3671050290
2565,4,2,AO,10063091,002,KGM,"Parboiled rice 100%  (KGM)",352224,5768970,1276706,20910103
2565,4,2,AL,10063091,003,KGM,"Parboiled rice 5% Sortexed (KGM)",10217000,126595594,32003000,399588020
2565,4,2,AU,10063091,004,KGM,"Parboiled rice 5%  (KGM)",86000,1520969,414732,7492199
2565,4,2,GR,10063091,600,KGM,"Parboiled rice (as sample) (KGM)",0,0,2000,26260
2565,4,2,AE,10063099,010,KGM,"Other white non-glutinous rice 100 % Grade B (KGM)",134477798,1787085004,616782753,8245254903
2565,4,2,KR,10063099,011,KGM,"Other white non-glutinous rice 100 % Grade C (KGM)",20000,389054,39000,755145
2565,4,2,AE,10063099,012,KGM,"Other white non-glutinous rice 5 % (KGM)",24387140,344371207,315100439,4164931697
2565,4,2,AU,10063099,013,KGM,"Other white non-glutinous rice 10 % (KGM)",350000,4665325,2732800,36430784
2565,4,2,PG,10063099,014,KGM,"Other white non-glutinous rice 15 %  (KGM)",765850,12914548,7445545,107100349
2565,4,2,AE,10063099,015,KGM,"White non-glutinous rice of Japonica rice (as sample) (KGM)",70556,2801210,252911,8804771
2565,4,2,GA,10063099,018,KGM,"White non-glutinous rice 25 % (KGM)",0,0,5955276,84962076
2565,4,2,PG,10063099,023,KGM,"White non-glutinous rice, vitamin coated (as sample) (KGM)",822000,14904972,2503000,44864479
2565,4,2,GB,10063099,090,KGM,"Other (KGM)",2284,504073,11448,2483229
2565,4,2,BD,10063099,601,KGM,"Non-glutinous rice, semi-milled or wholly milled, n.e.s  (as sample) (KGM)",20353948,309468330,62761638,931306410
2565,4,2,AU,10063099,603,KGM,"Special mixed rice, semi-milled or wholly milled, n.e.s  (as sample) (KGM)",44695,1906008,195929,7742695
2565,4,2,HK,10064010,000,KGM,"Of a kind used for animal feed (KGM)",0,0,24,1596
2565,4,2,AE,10064090,001,KGM,"Husked rice (cargo rice), broken (as sample) (KGM)",50,2825,20050,462624
2565,4,2,AU,10064090,003,KGM,"Broken non-glutinous rice of Thai Hom Mali rice A1 Extra Super (KGM)",858112,16356339,4604836,82692741
2565,4,2,GB,10064090,004,KGM,"Other broken non-glutinous rice A1 Extra Super (KGM)",139693,2255013,430886,6743549
2565,4,2,AO,10064090,005,KGM,"Broken non-glutinous rice of Thai Hom Mali rice A1 Super (KGM)",41010586,572533622,105552343,1481454009
2565,4,2,CA,10064090,006,KGM,"Other broken non-glutinous rice A1 Super (KGM)",11366871,145001937,69237931,829046145
2565,4,2,DE,10064090,010,KGM,"Broken non-glutinous rice of Thai Fragant rice, Thai Jasmine rice, Thai Aromatic rice or any other names of same meaning A1 Extra Super  (KGM)",69348,1158917,222811,4072901
2565,4,2,BJ,10064090,012,KGM,"Broken non-glutinous rice of Thai Fragant rice, Thai Jasmine rice, Thai Aromatic rice or any other names of same meaning A1 Super  (KGM)",2645034,40103648,24970839,350298379
2565,4,2,BE,10064090,019,KGM,"Broken glutinous rice A1 (KGM)",9638860,137615499,20919250,300529517
2565,4,2,BE,10064090,501,KGM,"Broken non-glutinous rice of Thai Hom Mali rice A1 Super (Organic) (KGM)",63000,1571181,363000,9118329
2565,4,2,AU,10064090,600,KGM,"Broken non-glutinous rice, n.e.s (as sample) (KGM)",1552000,27405364,6006500,102369466
2565,4,2,CN,10064090,602,KGM,"Broken glutinous rice, n.e.s (as sample) (KGM)",0,0,6130490,78116605
2565,4,2,GB,10064090,604,KGM,"Broken husked rice (cargo rice), n.e.s (as sample) (KGM)",20030,459383,60060,1341921
