Year,Month,Type,Country,"HS Code","Statistic Code","Unit Code",Description,"Quantity (Dec 2018)","FOB (BAHT)(Dec 2018)","Quantity (Jan - Dec 2018)","FOB (BAHT)(Jan - Dec 2018)"
2561,12,2,AU,10063099,011,KGM,"Other white non-glutinous rice 100 % Grade C (KGM)",47004,1046291,3722414,63461704
2561,12,2,AE,10063099,012,KGM,"Other white non-glutinous rice 5 % (KGM)",277436770,3635391761,3104476721,41386708621
2561,12,2,AE,10063099,013,KGM,"Other white non-glutinous rice 10 % (KGM)",1211200,17410285,18336855,252151284
2561,12,2,AE,10063099,014,KGM,"Other white non-glutinous rice 15 %  (KGM)",32114662,394313979,174807495,2267707363
2561,12,2,AE,10063099,015,KGM,"White non-glutinous rice of Japonica rice (as sample) (KGM)",56226,1781303,416636,15326614
2561,12,2,US,10063099,016,KGM,"White non-glutinous rice of Basmati rice (as sample) (KGM)",37954,2159642,37954,2159642
2561,12,2,BJ,10063099,018,KGM,"White non-glutinous rice 25 % (KGM)",116448950,1423197668,566905972,7267714880
2561,12,2,ZA,10063099,020,KGM,"White non-glutinous rice 35 % (KGM)",0,0,104000,1273818
2561,12,2,PG,10063099,023,KGM,"White non-glutinous rice, vitamin coated (as sample) (KGM)",875000,27869730,18316446,351129326
2561,12,2,AE,10063099,090,KGM,"Other (KGM)",3304,747504,16201,2482522
2561,12,2,US,10063099,502,KGM,"White non-glutinous rice of Thai Fragrant rice, Thai Jasmine rice, Thai Aromatic rice or any other names of same meaning 100 % (Organic) (KGM)",0,0,318917,17025615
2561,12,2,AO,10063099,600,KGM,"White non-glutinous rice of Thai Fragrant rice, Thai Jasmine rice, Thai Aromatic rice or any other names of same meaning  (as sample) (KGM)",689612,19056136,5270059,162634611
2561,12,2,AO,10063099,601,KGM,"Non-glutinous rice, semi-milled or wholly milled, n.e.s  (as sample) (KGM)",82928670,1050962711,1086121132,13402609236
2561,12,2,AU,10063099,603,KGM,"Special mixed rice, semi-milled or wholly milled, n.e.s  (as sample) (KGM)",55498,2501969,448115,19714299
2561,12,2,CH,10063099,604,KGM,"White non-glutinous rice of Thai Fragrant rice, Thai Jasmine rice, Thai Aromatic rice or any other names of same meaning  (as sample) (Organic) (KGM)",1300,105080,2900,235499
2561,12,2,HK,10064010,000,KGM,"Of a kind used for animal feed (KGM)",0,0,495,223835
2561,12,2,HK,10064090,001,KGM,"Husked rice (cargo rice), broken (as sample) (KGM)",0,0,46059,835792
2561,12,2,AU,10064090,003,KGM,"Broken non-glutinous rice of Thai Hom Mali rice A1 Extra Super (KGM)",1207399,26752516,37485801,654032232
2561,12,2,CN,10064090,004,KGM,"Other broken non-glutinous rice A1 Extra Super (KGM)",79500,1413620,2649485,36136213
2561,12,2,AO,10064090,005,KGM,"Broken non-glutinous rice of Thai Hom Mali rice A1 Super (KGM)",26490709,369726631,352806892,4810803170
2561,12,2,AO,10064090,006,KGM,"Other broken non-glutinous rice A1 Super (KGM)",7869800,81502648,342309842,3812736705
2561,12,2,CG,10064090,010,KGM,"Broken non-glutinous rice of Thai Fragant rice, Thai Jasmine rice, Thai Aromatic rice or any other names of same meaning A1 Extra Super  (KGM)",3880,97700,2851304,55231052
2561,12,2,BJ,10064090,012,KGM,"Broken non-glutinous rice of Thai Fragant rice, Thai Jasmine rice, Thai Aromatic rice or any other names of same meaning A1 Super  (KGM)",10515103,146789223,192078190,2581636138
2561,12,2,NZ,10064090,018,KGM,"Broken rice parboiled A1 (KGM)",0,0,1354000,15649558
2561,12,2,BE,10064090,019,KGM,"Broken glutinous rice A1 (KGM)",6963580,118805296,159691600,2585897336
2561,12,2,BE,10064090,501,KGM,"Broken non-glutinous rice of Thai Hom Mali rice A1 Super (Organic) (KGM)",40000,1020293,380000,10395437
2561,12,2,AO,10064090,600,KGM,"Broken non-glutinous rice, n.e.s (as sample) (KGM)",2598000,50566821,50152179,683222929
2561,12,2,HK,10064090,601,KGM,"Broken rice parboiled, n.e.s. (as sample) (KGM)",0,0,6,93
2561,12,2,BE,10064090,602,KGM,"Broken glutinous rice, n.e.s (as sample) (KGM)",6116745,86494652,45898727,638146636
2561,12,2,CI,10064090,603,KGM,"Broken non-glutinous rice of Thai Fragant rice, Thai Jasmine rice, Thai Aromatic rice or any other names of same meaning (as sample) (KGM)",0,0,2500003,25088496
2561,12,2,HK,10064090,604,KGM,"Broken husked rice (cargo rice), n.e.s (as sample) (KGM)",3000,64553,3691,101766
