Year,Month,Type,Country,"HS Code","Statistic Code","Unit Code",Description,"Quantity (Jan 2022)","FOB (BAHT)(Jan 2022)","Quantity (Jan - Jan 2022)","FOB (BAHT)(Jan - Jan 2022)"
2565,1,2,AT,10063040,500,KGM,"White non-glutinous rice of Thai Hom Mali rice 100 % (Organic) (KGM)",716407,33889412,716407,33889412
2565,1,2,AE,10063070,001,KGM,"White non-glutinous rice of Thai Fragrant rice, Thai Jasmine rice, Thai Aromatic rice or any other names of same meaning 100 %  (KGM)",22324611,527588746,22324611,527588746
2565,1,2,US,10063070,002,KGM,"White non-glutinous rice of Thai Fragrant rice, Thai Jasmine rice, Thai Aromatic rice or any other names of same meaning 5 %  (KGM)",122261,2832054,122261,2832054
2565,1,2,AU,10063070,003,KGM,"White non-glutinous rice of Thai Fragrant rice, Thai Jasmine rice, Thai Aromatic rice or any other names of same meaning 10 %  (KGM)",45200,993966,45200,993966
2565,1,2,AE,10063070,004,KGM,"White non-glutinous rice of Thai Fragrant rice, Thai Jasmine rice, Thai Aromatic rice or any other names of same meaning 15 %  (KGM)",421679,8818421,421679,8818421
2565,1,2,AE,10063070,501,KGM,"White non-glutinous rice of Thai Fragrant rice, Thai Jasmine rice, Thai Aromatic rice or any other names of same meaning 100 % (Organic) (KGM)",3000,142938,3000,142938
2565,1,2,AU,10063070,600,KGM,"White non-glutinous rice of Thai Fragrant rice, Thai Jasmine rice, Thai Aromatic rice or any other names of same meaning  (as sample) (KGM)",647455,15235371,647455,15235371
2565,1,2,AE,10063091,001,KGM,"Parboiled rice 100% Sortexed (KGM)",35238724,460724166,35238724,460724166
2565,1,2,IT,10063091,002,KGM,"Parboiled rice 100%  (KGM)",345356,5962365,345356,5962365
2565,1,2,CM,10063091,003,KGM,"Parboiled rice 5% Sortexed (KGM)",972000,12533967,972000,12533967
2565,1,2,AU,10063091,004,KGM,"Parboiled rice 5%  (KGM)",202760,3723093,202760,3723093
2565,1,2,AM,10063099,010,KGM,"Other white non-glutinous rice 100 % Grade B (KGM)",100811088,1338751489,100811088,1338751489
2565,1,2,AE,10063099,012,KGM,"Other white non-glutinous rice 5 % (KGM)",134257623,1765734005,134257623,1765734005
2565,1,2,AU,10063099,013,KGM,"Other white non-glutinous rice 10 % (KGM)",1056200,14075828,1056200,14075828
2565,1,2,PG,10063099,014,KGM,"Other white non-glutinous rice 15 %  (KGM)",610067,10536870,610067,10536870
2565,1,2,EE,10063099,015,KGM,"White non-glutinous rice of Japonica rice (as sample) (KGM)",66569,2042379,66569,2042379
2565,1,2,GA,10063099,018,KGM,"White non-glutinous rice 25 % (KGM)",4392188,61622469,4392188,61622469
2565,1,2,PG,10063099,023,KGM,"White non-glutinous rice, vitamin coated (as sample) (KGM)",579000,10198138,579000,10198138
2565,1,2,GB,10063099,090,KGM,"Other (KGM)",3765,794470,3765,794470
2565,1,2,HK,10063099,601,KGM,"Non-glutinous rice, semi-milled or wholly milled, n.e.s  (as sample) (KGM)",10256705,167293465,10256705,167293465
2565,1,2,GB,10063099,603,KGM,"Special mixed rice, semi-milled or wholly milled, n.e.s  (as sample) (KGM)",13920,462777,13920,462777
2565,1,2,HK,10064010,000,KGM,"Of a kind used for animal feed (KGM)",10,582,10,582
2565,1,2,GB,10064090,001,KGM,"Husked rice (cargo rice), broken (as sample) (KGM)",20000,459799,20000,459799
2565,1,2,BE,10064090,003,KGM,"Broken non-glutinous rice of Thai Hom Mali rice A1 Extra Super (KGM)",850256,16475228,850256,16475228
2565,1,2,SG,10064090,004,KGM,"Other broken non-glutinous rice A1 Extra Super (KGM)",124500,1700758,124500,1700758
2565,1,2,AO,10064090,005,KGM,"Broken non-glutinous rice of Thai Hom Mali rice A1 Super (KGM)",6484133,99251936,6484133,99251936
2565,1,2,CA,10064090,006,KGM,"Other broken non-glutinous rice A1 Super (KGM)",4931315,57420909,4931315,57420909
2565,1,2,BJ,10064090,012,KGM,"Broken non-glutinous rice of Thai Fragant rice, Thai Jasmine rice, Thai Aromatic rice or any other names of same meaning A1 Super  (KGM)",3355024,48764331,3355024,48764331
2565,1,2,BE,10064090,019,KGM,"Broken glutinous rice A1 (KGM)",2849740,41546289,2849740,41546289
2565,1,2,BE,10064090,501,KGM,"Broken non-glutinous rice of Thai Hom Mali rice A1 Super (Organic) (KGM)",126000,3099648,126000,3099648
2565,1,2,AU,10064090,600,KGM,"Broken non-glutinous rice, n.e.s (as sample) (KGM)",1307000,21452209,1307000,21452209
2565,1,2,CN,10064090,602,KGM,"Broken glutinous rice, n.e.s (as sample) (KGM)",3360000,43709268,3360000,43709268
