Year,Month,Type,Country,"HS Code","Statistic Code","Unit Code",Description,"Quantity (May 2022)","FOB (BAHT)(May 2022)","Quantity (Jan - May 2022)","FOB (BAHT)(Jan - May 2022)"
2565,5,2,US,10063099,022,KGM,"White non-glutinous rice 45 % (KGM)",947500,14146894,947500,14146894
2565,5,2,PG,10063099,023,KGM,"White non-glutinous rice, vitamin coated (as sample) (KGM)",653000,12316840,3156000,57181319
2565,5,2,GB,10063099,090,KGM,"Other (KGM)",1468,272399,12916,2755628
2565,5,2,BD,10063099,601,KGM,"Non-glutinous rice, semi-milled or wholly milled, n.e.s  (as sample) (KGM)",38997177,573050190,101758815,1504356600
2565,5,2,AU,10063099,603,KGM,"Special mixed rice, semi-milled or wholly milled, n.e.s  (as sample) (KGM)",12746,549932,208675,8292627
2565,5,2,HK,10064010,000,KGM,"Of a kind used for animal feed (KGM)",0,0,24,1596
2565,5,2,AE,10064090,001,KGM,"Husked rice (cargo rice), broken (as sample) (KGM)",0,0,20050,462624
2565,5,2,AU,10064090,003,KGM,"Broken non-glutinous rice of Thai Hom Mali rice A1 Extra Super (KGM)",507968,10473158,5112804,93165899
2565,5,2,GB,10064090,004,KGM,"Other broken non-glutinous rice A1 Extra Super (KGM)",0,0,430886,6743549
2565,5,2,AO,10064090,005,KGM,"Broken non-glutinous rice of Thai Hom Mali rice A1 Super (KGM)",24085050,354367943,129637393,1835821952
2565,5,2,CA,10064090,006,KGM,"Other broken non-glutinous rice A1 Super (KGM)",8452235,115464173,77690166,944510318
2565,5,2,DE,10064090,010,KGM,"Broken non-glutinous rice of Thai Fragant rice, Thai Jasmine rice, Thai Aromatic rice or any other names of same meaning A1 Extra Super  (KGM)",0,0,222811,4072901
2565,5,2,BF,10064090,012,KGM,"Broken non-glutinous rice of Thai Fragant rice, Thai Jasmine rice, Thai Aromatic rice or any other names of same meaning A1 Super  (KGM)",8180257,118408690,33151096,468707069
2565,5,2,BE,10064090,019,KGM,"Broken glutinous rice A1 (KGM)",19091280,277167870,40010530,577697387
2565,5,2,BE,10064090,501,KGM,"Broken non-glutinous rice of Thai Hom Mali rice A1 Super (Organic) (KGM)",84000,2250730,447000,11369059
2565,5,2,AU,10064090,600,KGM,"Broken non-glutinous rice, n.e.s (as sample) (KGM)",1246000,22672383,7252500,125041849
2565,5,2,CN,10064090,602,KGM,"Broken glutinous rice, n.e.s (as sample) (KGM)",2060000,28854220,8190490,106970825
2565,5,2,GB,10064090,604,KGM,"Broken husked rice (cargo rice), n.e.s (as sample) (KGM)",20030,462704,80090,1804625
