Year,Month,Type,Country,"HS Code","Statistic Code","Unit Code",Description,"Quantity (May 2018)","FOB (BAHT)(May 2018)","Quantity (Jan - May 2018)","FOB (BAHT)(Jan - May 2018)"
2561,5,2,BO,10061010,001,KGM,"Non-glutinous rice in the husk (KGM)",0,0,51,3289
2561,5,2,CA,10061090,001,KGM,"Non-glutinous rice in the husk (KGM)",27,186,11471,2015079
2561,5,2,AE,10062010,001,KGM,"Husked rice (cargo rice) of Thai Hom Mali rice 100 %  (KGM)",1503623,49504908,7559298,238816931
2561,5,2,MY,10062010,004,KGM,"Husked rice (cargo rice) of Thai Hom Mali rice 5 % (KGM)",0,0,3000,176399
2561,5,2,CA,10062010,005,KGM,"Husked rice (cargo rice) of Thai Hom Mali rice 10 % (KGM)",31536,680590,128196,3755064
2561,5,2,BE,10062010,500,KGM,"Husked rice (cargo rice) of Thai Hom Mali rice 100 % (Organic) (KGM)",276410,12229447,1684814,70793424
2561,5,2,HK,10062010,505,KGM,"Husked rice (cargo rice) of Thai Hom Mali rice 5 % (Organic) (KGM)",0,0,20500,1102908
2561,5,2,CH,10062010,515,KGM,"Husked rice (cargo rice) of Thai Hom Mali rice 15 % (Organic) (KGM)",88820,2958407,980740,33251176
2561,5,2,CA,10062090,001,KGM,"Husked rice (cargo rice) of Thai Fragrant rice, Thai Jasmine rice, Thai Aromatic rice or any other names of same meaning 100 %  (KGM)",1552466,39237097,5079361,117804045
2561,5,2,HK,10062090,003,KGM,"Husked rice (cargo rice) of Thai Fragrant rice, Thai Jasmine rice, Thai Aromatic rice or any other names of same meaning 5 %  (KGM)",0,0,1550,99364
2561,5,2,DE,10062090,009,KGM,"Other husked rice (cargo rice) 100 % Grade A (KGM)",40,3782,134,12906
2561,5,2,SG,10062090,010,KGM,"Other husked rice (cargo rice) 5 % (KGM)",134272,2085656,239883,3604815
2561,5,2,BE,10062090,011,KGM,"Other husked rice (cargo rice) 10 % (KGM)",253000,7294248,329000,9504952
2561,5,2,AU,10062090,018,KGM,"Other husked rice (cargo rice) 100 % Grade B (KGM)",813841,17107267,3506685,66833819
2561,5,2,AU,10062090,502,KGM,"Husked Blace rice  (as sample)(Organic) (KGM)",5510,439300,124586,10344779
2561,5,2,BE,10062090,503,KGM,"Husked Red rice (as sample) (Organic) (KGM)",75768,3700284,299144,15633140
2561,5,2,CA,10062090,504,KGM,"Husked rice, n.e.s. (as sample) (Organic) (KGM)",10575,630920,179353,9054714
2561,5,2,SG,10062090,505,KGM,"Husked rice, n.e.s. (Organic) (KGM)",0,0,2,45
2561,5,2,SE,10062090,506,KGM,"Husked rice (cargo rice) of Thai Fragrant rice, Thai Jasmine rice, Thai Aromatic rice or any other names of same meaning 100 % (Organic) (KGM)",0,0,504,31888
2561,5,2,BE,10062090,600,KGM,"Husked rice (cargo rice) parboiled (as sample) (KGM)",5168750,71391741,30759750,421708677
2561,5,2,CA,10062090,601,KGM,"Husked rice (cargo rice) of Thai Fragrant rice, Thai Jasmine rice, Thai Aromatic rice or any other names of same meaning (as sample) (KGM)",123136,5213339,420498,17672946
2561,5,2,AE,10062090,602,KGM,"Husked Blace rice (as sample) (KGM)",146550,7229914,847782,45218625
2561,5,2,AE,10062090,603,KGM,"Husked Red rice (as sample) (KGM)",519190,18227604,2946855,98084365
2561,5,2,AE,10062090,604,KGM,"Husked rice, n.e.s. (as sample) (KGM)",81758,4183703,609821,26523860
