Year,Month,Type,Country,"HS Code","Statistic Code","Unit Code",Description,"Quantity (Jan 2018)","FOB (BAHT)(Jan 2018)","Quantity (Jan - Jan 2018)","FOB (BAHT)(Jan - Jan 2018)"
2561,1,2,BE,10063040,500,KGM,"White non-glutinous rice of Thai Hom Mali rice 100 % (Organic) (KGM)",712967,31935322,712967,31935322
2561,1,2,AE,10063091,001,KGM,"Parboiled rice 100% Sortexed (KGM)",212161059,2816988717,212161059,2816988717
2561,1,2,AE,10063091,002,KGM,"Parboiled rice 100%  (KGM)",5499816,75181417,5499816,75181417
2561,1,2,AO,10063091,003,KGM,"Parboiled rice 5% Sortexed (KGM)",52357500,691734102,52357500,691734102
2561,1,2,BD,10063091,004,KGM,"Parboiled rice 5%  (KGM)",15399000,194870492,15399000,194870492
2561,1,2,YE,10063091,005,KGM,"Parboiled rice 10% Sortexed (KGM)",1430000,18939046,1430000,18939046
2561,1,2,RU,10063091,007,KGM,"Parboiled rice 15% (KGM)",1500000,19417537,1500000,19417537
2561,1,2,BD,10063091,600,KGM,"Parboiled rice (as sample) (KGM)",19506800,238658143,19506800,238658143
2561,1,2,AE,10063099,001,KGM,"White non-glutinous rice of Thai Fragrant rice, Thai Jasmine rice, Thai Aromatic rice or any other names of same meaning 100 % (KGM)",12437359,305985931,12437359,305985931
2561,1,2,AU,10063099,003,KGM,"White non-glutinous rice of Thai Fragrant rice, Thai Jasmine rice, Thai Aromatic rice or any other names of same meaning 5 % (KGM)",115944,3166651,115944,3166651
2561,1,2,FR,10063099,005,KGM,"White non-glutinous rice of Thai Fragrant rice, Thai Jasmine rice, Thai Aromatic rice or any other names of same meaning 10 % (KGM)",7200,165941,7200,165941
2561,1,2,AU,10063099,007,KGM,"White non-glutinous rice of Thai Fragrant rice, Thai Jasmine rice, Thai Aromatic rice or any other names of same meaning 15 % (KGM)",501564,10171156,501564,10171156
2561,1,2,AU,10063099,009,KGM,"Other white non-glutinous rice 100 % Grade A (KGM)",1545000,23336211,1545000,23336211
2561,1,2,AM,10063099,010,KGM,"Other white non-glutinous rice 100 % Grade B (KGM)",45719357,639874596,45719357,639874596
2561,1,2,AU,10063099,011,KGM,"Other white non-glutinous rice 100 % Grade C (KGM)",92000,1513981,92000,1513981
2561,1,2,AE,10063099,012,KGM,"Other white non-glutinous rice 5 % (KGM)",239417068,3057814132,239417068,3057814132
2561,1,2,FJ,10063099,013,KGM,"Other white non-glutinous rice 10 % (KGM)",725000,8896749,725000,8896749
2561,1,2,FJ,10063099,014,KGM,"Other white non-glutinous rice 15 %  (KGM)",4392392,57433098,4392392,57433098
2561,1,2,HK,10063099,015,KGM,"White non-glutinous rice of Japonica rice (as sample) (KGM)",13863,849773,13863,849773
2561,1,2,BJ,10063099,018,KGM,"White non-glutinous rice 25 % (KGM)",7247955,86157708,7247955,86157708
2561,1,2,PG,10063099,023,KGM,"White non-glutinous rice, vitamin coated (as sample) (KGM)",1440000,25810683,1440000,25810683
2561,1,2,AE,10063099,090,KGM,"Other (KGM)",24,472,24,472
2561,1,2,HK,10063099,600,KGM,"White non-glutinous rice of Thai Fragrant rice, Thai Jasmine rice, Thai Aromatic rice or any other names of same meaning  (as sample) (KGM)",592983,17018993,592983,17018993
2561,1,2,AO,10063099,601,KGM,"Non-glutinous rice, semi-milled or wholly milled, n.e.s  (as sample) (KGM)",124551695,1527204424,124551695,1527204424
2561,1,2,HK,10063099,603,KGM,"Special mixed rice, semi-milled or wholly milled, n.e.s  (as sample) (KGM)",27225,999321,27225,999321
2561,1,2,HK,10064010,000,KGM,"Of a kind used for animal feed (KGM)",1,32,1,32
2561,1,2,NL,10064090,001,KGM,"Husked rice (cargo rice), broken (as sample) (KGM)",24024,481163,24024,481163
2561,1,2,AU,10064090,003,KGM,"Broken non-glutinous rice of Thai Hom Mali rice A1 Extra Super (KGM)",6745362,114003846,6745362,114003846
2561,1,2,GB,10064090,004,KGM,"Other broken non-glutinous rice A1 Extra Super (KGM)",154993,2469578,154993,2469578
2561,1,2,AO,10064090,005,KGM,"Broken non-glutinous rice of Thai Hom Mali rice A1 Super (KGM)",13701178,180371547,13701178,180371547
2561,1,2,AU,10064090,006,KGM,"Other broken non-glutinous rice A1 Super (KGM)",14210338,159167695,14210338,159167695
2561,1,2,DE,10064090,010,KGM,"Broken non-glutinous rice of Thai Fragant rice, Thai Jasmine rice, Thai Aromatic rice or any other names of same meaning A1 Extra Super  (KGM)",23850,456775,23850,456775
2561,1,2,MR,10064090,012,KGM,"Broken non-glutinous rice of Thai Fragant rice, Thai Jasmine rice, Thai Aromatic rice or any other names of same meaning A1 Super  (KGM)",2843402,37383950,2843402,37383950
2561,1,2,SL,10064090,018,KGM,"Broken rice parboiled A1 (KGM)",260000,2869552,260000,2869552
2561,1,2,BE,10064090,019,KGM,"Broken glutinous rice A1 (KGM)",12552500,177140397,12552500,177140397
2561,1,2,BE,10064090,501,KGM,"Broken non-glutinous rice of Thai Hom Mali rice A1 Super (Organic) (KGM)",20000,603775,20000,603775
2561,1,2,FR,10064090,600,KGM,"Broken non-glutinous rice, n.e.s (as sample) (KGM)",3159000,47862258,3159000,47862258
2561,1,2,CN,10064090,602,KGM,"Broken glutinous rice, n.e.s (as sample) (KGM)",1450000,18161929,1450000,18161929
