Year,Month,Type,Country,"HS Code","Statistic Code","Unit Code",Description,"Quantity (Mar 2019)","FOB (BAHT)(Mar 2019)","Quantity (Jan - Mar 2019)","FOB (BAHT)(Jan - Mar 2019)"
2562,3,2,CA,10062090,504,KGM,"Husked rice, n.e.s. (as sample) (Organic) (KGM)",64673,4162691,184553,11135985
2562,3,2,AU,10062090,600,KGM,"Husked rice (cargo rice) parboiled (as sample) (KGM)",7980500,104547073,24926000,333602206
2562,3,2,CA,10062090,601,KGM,"Husked rice (cargo rice) of Thai Fragrant rice, Thai Jasmine rice, Thai Aromatic rice or any other names of same meaning (as sample) (KGM)",80242,3717269,232612,10773870
2562,3,2,AE,10062090,602,KGM,"Husked Blace rice (as sample) (KGM)",130210,7033566,735333,36782090
2562,3,2,AE,10062090,603,KGM,"Husked Red rice (as sample) (KGM)",684111,35888016,1943399,95209959
2562,3,2,CA,10062090,604,KGM,"Husked rice, n.e.s. (as sample) (KGM)",111684,5913305,449662,23822976
2562,3,2,SG,10062090,605,KGM,"Husked rice (cargo rice) of Thai Fragrant rice, Thai Jasmine rice, Thai Aromatic rice or any other names of same meaning (as sample)  (Organic) (KGM)",31960,1920611,69560,4176611
2562,3,2,VN,10063030,001,KGM,"Glutinous rice 100 %  (as sample) (KGM)",30000,627300,180000,3763800
2562,3,2,MM,10063030,002,KGM,"Glutinous rice 5 %  (as sample) (KGM)",0,0,30000,360001
2562,3,2,AE,10063030,003,KGM,"Glutinous rice 10 % (KGM)",9464808,228039419,30795187,730721147
2562,3,2,LA,10063030,004,KGM,"Glutinous rice 15 %  (KGM)",75095,1622514,565675,12373376
2562,3,2,VN,10063030,005,KGM,"Glutinous rice 20 %  (KGM)",112700,1771701,435120,7039435
2562,3,2,LA,10063030,006,KGM,"Glutinous rice 25 % (KGM)",311550,6924584,1125225,22951631
2562,3,2,AE,10063030,600,KGM,"Black Glutinous rice (as sample) (KGM)",271044,17468013,704471,45520656
2562,3,2,FR,10063030,601,KGM,"Glutinous rice semi-milled or wholly milled, n.e.s (as sample) (KGM)",67929,1042216,168496,2985025
2562,3,2,AE,10063040,001,KGM,"White non-glutinous rice of Thai Hom Mali rice 100 %  (KGM)",92150291,3372489077,292559346,10773899033
2562,3,2,CA,10063040,004,KGM,"White non-glutinous rice of Thai Hom Mali rice 5 % (KGM)",82002,3437631,994258,35791504
2562,3,2,DE,10063040,005,KGM,"White non-glutinous rice of Thai Hom Mali rice 10 % (KGM)",697371,20439750,860000,25299786
2562,3,2,US,10063040,006,KGM,"White non-glutinous rice of Thai Hom Mali rice 15 % (KGM)",0,0,32000,1132273
2562,3,2,AU,10063040,500,KGM,"White non-glutinous rice of Thai Hom Mali rice 100 % (Organic) (KGM)",1212168,55994894,2351476,110773395
2562,3,2,HK,10063040,505,KGM,"White non-glutinous rice of Thai Hom Mali rice 5 % (Organic) (KGM)",5500,304542,9500,529939
2562,3,2,MV,10063040,515,KGM,"White non-glutinous rice of Thai Hom Mali rice 15 % (Organic) (KGM)",0,0,10,4722
2562,3,2,AE,10063091,001,KGM,"Parboiled rice 100% Sortexed (KGM)",191901369,2344767098,530006916,6587852266
2562,3,2,AE,10063091,002,KGM,"Parboiled rice 100%  (KGM)",2166510,28479614,8356969,110469522
2562,3,2,AE,10063091,003,KGM,"Parboiled rice 5% Sortexed (KGM)",24097850,288082075,77883159,952090325
2562,3,2,BJ,10063091,004,KGM,"Parboiled rice 5%  (KGM)",91000,1198929,1013994,13166922
2562,3,2,ES,10063091,005,KGM,"Parboiled rice 10% Sortexed (KGM)",125000,1770954,125000,1770954
2562,3,2,RU,10063091,007,KGM,"Parboiled rice 15% (KGM)",0,0,100000,1329913
2562,3,2,BJ,10063091,600,KGM,"Parboiled rice (as sample) (KGM)",500002,5351755,5529154,62624692
2562,3,2,AE,10063099,001,KGM,"White non-glutinous rice of Thai Fragrant rice, Thai Jasmine rice, Thai Aromatic rice or any other names of same meaning 100 % (KGM)",30142962,767914544,71727741,1841993139
2562,3,2,CH,10063099,003,KGM,"White non-glutinous rice of Thai Fragrant rice, Thai Jasmine rice, Thai Aromatic rice or any other names of same meaning 5 % (KGM)",188284,6157825,823972,26116397
2562,3,2,MM,10063099,005,KGM,"White non-glutinous rice of Thai Fragrant rice, Thai Jasmine rice, Thai Aromatic rice or any other names of same meaning 10 % (KGM)",0,0,150000,2100015
2562,3,2,HK,10063099,007,KGM,"White non-glutinous rice of Thai Fragrant rice, Thai Jasmine rice, Thai Aromatic rice or any other names of same meaning 15 % (KGM)",503008,11156448,983072,22245413
2562,3,2,AO,10063099,009,KGM,"Other white non-glutinous rice 100 % Grade A (KGM)",625001,8406403,685006,9257167
2562,3,2,AE,10063099,010,KGM,"Other white non-glutinous rice 100 % Grade B (KGM)",51047572,676491627,134166512,1822313244
2562,3,2,AU,10063099,011,KGM,"Other white non-glutinous rice 100 % Grade C (KGM)",215001,3469549,525366,8667603
2562,3,2,AE,10063099,012,KGM,"Other white non-glutinous rice 5 % (KGM)",174582167,2167587990,528070650,6656759317
2562,3,2,AE,10063099,013,KGM,"Other white non-glutinous rice 10 % (KGM)",803400,10010733,2204000,29353833
2562,3,2,MZ,10063099,014,KGM,"Other white non-glutinous rice 15 %  (KGM)",3254139,39725252,20564373,259665117
2562,3,2,AE,10063099,015,KGM,"White non-glutinous rice of Japonica rice (as sample) (KGM)",48110,1612015,133749,4237374
2562,3,2,CM,10063099,018,KGM,"White non-glutinous rice 25 % (KGM)",5144788,60418557,140256368,1692975854
2562,3,2,PG,10063099,023,KGM,"White non-glutinous rice, vitamin coated (as sample) (KGM)",911976,16796556,3047976,56381323
2562,3,2,AO,10063099,090,KGM,"Other (KGM)",3427,546419,7902,1385378
2562,3,2,CN,10063099,600,KGM,"White non-glutinous rice of Thai Fragrant rice, Thai Jasmine rice, Thai Aromatic rice or any other names of same meaning  (as sample) (KGM)",393123,11889586,1046487,31939151
2562,3,2,BD,10063099,601,KGM,"Non-glutinous rice, semi-milled or wholly milled, n.e.s  (as sample) (KGM)",93729232,1166847538,255525833,3212983221
2562,3,2,AU,10063099,603,KGM,"Special mixed rice, semi-milled or wholly milled, n.e.s  (as sample) (KGM)",13785,664866,108595,4789692
2562,3,2,HK,10064010,000,KGM,"Of a kind used for animal feed (KGM)",0,0,5,35
2562,3,2,AU,10064090,003,KGM,"Broken non-glutinous rice of Thai Hom Mali rice A1 Extra Super (KGM)",1141894,25997030,4515437,100393655
2562,3,2,GB,10064090,004,KGM,"Other broken non-glutinous rice A1 Extra Super (KGM)",57250,948228,432373,6535915
2562,3,2,AT,10064090,005,KGM,"Broken non-glutinous rice of Thai Hom Mali rice A1 Super (KGM)",30725225,449467702,95482495,1369532349
2562,3,2,AU,10064090,006,KGM,"Other broken non-glutinous rice A1 Super (KGM)",19612702,218755151,50204706,562464229
2562,3,2,CI,10064090,010,KGM,"Broken non-glutinous rice of Thai Fragant rice, Thai Jasmine rice, Thai Aromatic rice or any other names of same meaning A1 Extra Super  (KGM)",25940,617864,2641850,53866435
2562,3,2,BJ,10064090,012,KGM,"Broken non-glutinous rice of Thai Fragant rice, Thai Jasmine rice, Thai Aromatic rice or any other names of same meaning A1 Super  (KGM)",5324558,76521356,50872252,705020956
2562,3,2,NZ,10064090,018,KGM,"Broken rice parboiled A1 (KGM)",0,0,23000,336679
2562,3,2,BE,10064090,019,KGM,"Broken glutinous rice A1 (KGM)",8907080,158921465,23018540,423383348
2562,3,2,BE,10064090,501,KGM,"Broken non-glutinous rice of Thai Hom Mali rice A1 Super (Organic) (KGM)",40000,965132,80000,1977164
2562,3,2,CM,10064090,600,KGM,"Broken non-glutinous rice, n.e.s (as sample) (KGM)",1860000,27609094,11385075,145858173
2562,3,2,BE,10064090,602,KGM,"Broken glutinous rice, n.e.s (as sample) (KGM)",4299000,60060623,12229210,165797461
2562,3,2,NL,10064090,609,KGM,"Broken husked rice (cargo rice), n.e.s (as sample) (Organic) (KGM)",0,0,1060,32906
