Year,Month,Type,Country,"HS Code","Statistic Code","Unit Code",Description,"Quantity (Feb 2020)","FOB (BAHT)(Feb 2020)","Quantity (Jan - Feb 2020)","FOB (BAHT)(Jan - Feb 2020)"
2563,2,2,AU,10063099,600,KGM,"White non-glutinous rice of Thai Fragrant rice, Thai Jasmine rice, Thai Aromatic rice or any other names of same meaning  (as sample) (KGM)",453750,13954940,695304,21454119
2563,2,2,BJ,10063099,601,KGM,"Non-glutinous rice, semi-milled or wholly milled, n.e.s  (as sample) (KGM)",5100408,68680629,77434233,968022538
2563,2,2,AU,10063099,603,KGM,"Special mixed rice, semi-milled or wholly milled, n.e.s  (as sample) (KGM)",64020,2877556,89544,4283849
2563,2,2,AE,10064090,003,KGM,"Broken non-glutinous rice of Thai Hom Mali rice A1 Extra Super (KGM)",1094198,23011418,2373758,49969635
2563,2,2,CA,10064090,004,KGM,"Other broken non-glutinous rice A1 Extra Super (KGM)",60998,1015256,142991,2339763
2563,2,2,AE,10064090,005,KGM,"Broken non-glutinous rice of Thai Hom Mali rice A1 Super (KGM)",18795423,273789684,44609849,630607122
2563,2,2,AE,10064090,006,KGM,"Other broken non-glutinous rice A1 Super (KGM)",3038558,34806915,9175200,105148966
2563,2,2,DE,10064090,010,KGM,"Broken non-glutinous rice of Thai Fragant rice, Thai Jasmine rice, Thai Aromatic rice or any other names of same meaning A1 Extra Super  (KGM)",50744,1072444,91744,1743135
2563,2,2,BJ,10064090,012,KGM,"Broken non-glutinous rice of Thai Fragant rice, Thai Jasmine rice, Thai Aromatic rice or any other names of same meaning A1 Super  (KGM)",26634625,361223255,41337324,559793611
2563,2,2,BE,10064090,019,KGM,"Broken glutinous rice A1 (KGM)",5596380,153061830,6387960,171388904
2563,2,2,BE,10064090,501,KGM,"Broken non-glutinous rice of Thai Hom Mali rice A1 Super (Organic) (KGM)",80000,1881242,192000,4711886
2563,2,2,FR,10064090,600,KGM,"Broken non-glutinous rice, n.e.s (as sample) (KGM)",1682000,25079068,3343000,50466960
2563,2,2,CN,10064090,602,KGM,"Broken glutinous rice, n.e.s (as sample) (KGM)",1252300,22105115,3552300,59964657
2563,2,2,CN,10064090,606,KGM,"Broken rice parboiled, n.e.s. (as sample) (Organic) (KGM)",500000,5833657,500000,5833657
