Year,Month,Type,Country,"HS Code","Statistic Code","Unit Code",Description,"Quantity (May 2020)","FOB (BAHT)(May 2020)","Quantity (Jan - May 2020)","FOB (BAHT)(Jan - May 2020)"
2563,5,2,AU,10063099,007,KGM,"White non-glutinous rice of Thai Fragrant rice, Thai Jasmine rice, Thai Aromatic rice or any other names of same meaning 15 % (KGM)",487550,11258843,2288375,50051047
2563,5,2,AE,10063099,009,KGM,"Other white non-glutinous rice 100 % Grade A (KGM)",0,0,547015,9411550
2563,5,2,AE,10063099,010,KGM,"Other white non-glutinous rice 100 % Grade B (KGM)",34873112,547514960,197605105,2763360591
2563,5,2,FR,10063099,011,KGM,"Other white non-glutinous rice 100 % Grade C (KGM)",0,0,68300,1402236
2563,5,2,AE,10063099,012,KGM,"Other white non-glutinous rice 5 % (KGM)",108941843,1802795908,528328490,7604677646
2563,5,2,AE,10063099,013,KGM,"Other white non-glutinous rice 10 % (KGM)",552200,8772877,11717394,174594796
2563,5,2,AE,10063099,014,KGM,"Other white non-glutinous rice 15 %  (KGM)",798854,14014838,7009115,115122920
2563,5,2,AE,10063099,015,KGM,"White non-glutinous rice of Japonica rice (as sample) (KGM)",1390,62650,315318,10247867
2563,5,2,AE,10063099,018,KGM,"White non-glutinous rice 25 % (KGM)",180986,2770405,2431921,36427541
2563,5,2,ZA,10063099,022,KGM,"White non-glutinous rice 45 % (KGM)",150000,2151072,300000,4313972
2563,5,2,PG,10063099,023,KGM,"White non-glutinous rice, vitamin coated (as sample) (KGM)",912000,19460453,4662250,88579335
2563,5,2,CG,10063099,090,KGM,"Other (KGM)",3939,1068854,16080,3574723
2563,5,2,AU,10063099,502,KGM,"White non-glutinous rice of Thai Fragrant rice, Thai Jasmine rice, Thai Aromatic rice or any other names of same meaning 100 % (Organic) (KGM)",16789,860230,99316,4883305
2563,5,2,AU,10063099,600,KGM,"White non-glutinous rice of Thai Fragrant rice, Thai Jasmine rice, Thai Aromatic rice or any other names of same meaning  (as sample) (KGM)",6863141,155364846,12964300,299016289
2563,5,2,BJ,10063099,601,KGM,"Non-glutinous rice, semi-milled or wholly milled, n.e.s  (as sample) (KGM)",9183958,139221423,160687654,2119931960
2563,5,2,AU,10063099,602,KGM,"Non-glutinous rice, semi-milled or wholly milled, n.e.s  (as sample) (Organic) (KGM)",120000,5568618,180300,8247632
2563,5,2,AU,10063099,603,KGM,"Special mixed rice, semi-milled or wholly milled, n.e.s  (as sample) (KGM)",61520,3004214,252903,12146907
2563,5,2,HK,10064010,000,KGM,"Of a kind used for animal feed (KGM)",0,0,129,24398
2563,5,2,GB,10064090,001,KGM,"Husked rice (cargo rice), broken (as sample) (KGM)",20000,393155,40000,770707
2563,5,2,AE,10064090,003,KGM,"Broken non-glutinous rice of Thai Hom Mali rice A1 Extra Super (KGM)",1011870,23862367,6589147,143058970
2563,5,2,CA,10064090,004,KGM,"Other broken non-glutinous rice A1 Extra Super (KGM)",52000,988688,703484,10212732
2563,5,2,AE,10064090,005,KGM,"Broken non-glutinous rice of Thai Hom Mali rice A1 Super (KGM)",8289703,131651862,104217903,1537095153
2563,5,2,AE,10064090,006,KGM,"Other broken non-glutinous rice A1 Super (KGM)",2695775,34987181,20619775,250134989
2563,5,2,DE,10064090,010,KGM,"Broken non-glutinous rice of Thai Fragant rice, Thai Jasmine rice, Thai Aromatic rice or any other names of same meaning A1 Extra Super  (KGM)",59600,1203827,383167,7390542
2563,5,2,BJ,10064090,012,KGM,"Broken non-glutinous rice of Thai Fragant rice, Thai Jasmine rice, Thai Aromatic rice or any other names of same meaning A1 Super  (KGM)",3674034,56097331,90303605,1233807397
2563,5,2,NZ,10064090,018,KGM,"Broken rice parboiled A1 (KGM)",46000,793076,69000,1134730
2563,5,2,BE,10064090,019,KGM,"Broken glutinous rice A1 (KGM)",12616350,359170376,44439050,1260506516
2563,5,2,BE,10064090,501,KGM,"Broken non-glutinous rice of Thai Hom Mali rice A1 Super (Organic) (KGM)",80000,2062452,452000,11356646
2563,5,2,FR,10064090,600,KGM,"Broken non-glutinous rice, n.e.s (as sample) (KGM)",1886000,33222620,8865540,140075936
2563,5,2,CN,10064090,602,KGM,"Broken glutinous rice, n.e.s (as sample) (KGM)",2050000,39771471,9601300,177062819
2563,5,2,SG,10064090,604,KGM,"Broken husked rice (cargo rice), n.e.s (as sample) (KGM)",0,0,5000,141892
2563,5,2,CN,10064090,606,KGM,"Broken rice parboiled, n.e.s. (as sample) (Organic) (KGM)",0,0,500000,5833657
2563,5,2,US,10064090,609,KGM,"Broken husked rice (cargo rice), n.e.s (as sample) (Organic) (KGM)",0,0,57000,1164565
